CED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
CED505,0,0,0,0,3,3,19,3,3,0,0,0,0,0,0,32,0,0,0,3,5,9,33,17,3,4,9,9,20,0,0,114,0,8,41,98,115,119,218,141,13,25,37,37,25,9,12,886,5,7,23,44,179,285,886,661,178,198,178,334,139,12,48,3171,15,53,63,19,20,43,12,21,0,5,0,0,0,0,8,248,11,15,21,6,16,13,23,34,4,8,3,3,0,0,5,168,0,3,3,9,24,4,0,3,0,0,0,0,0,0,0,61,90,73,53,55,135,76,215,101,16,15,25,33,25,3,24,946,17,68,40,17,0,10,14,16,0,0,3,3,3,0,10,189,4,3,18,73,138,108,139,113,32,23,27,50,34,4,10,785,34,28,134,97,128,213,689,521,83,118,120,173,103,25,38,2502,7,23,17,24,61,162,202,82,32,39,51,79,62,3,12,864,0,0,0,8,125,77,156,183
CED506,0,0,0,0,0,3,13,11,0,0,3,0,0,0,15,48,0,0,0,0,0,8,22,18,5,6,0,0,8,0,6,73,0,5,23,49,49,43,82,51,21,20,14,23,10,4,9,399,3,0,0,5,7,17,167,131,29,29,34,130,21,4,22,603,4,20,42,17,8,16,12,3,0,0,4,0,0,0,11,131,5,3,10,3,6,3,8,8,8,0,4,4,5,9,3,79,0,3,8,10,23,20,43,40,9,18,7,13,9,7,15,211,126,126,68,80,133,78,177,108,20,16,27,63,17,0,26,1054,0,5,24,10,5,6,12,3,4,0,0,0,0,0,3,69,0,0,8,16,11,19,29,23,3,0,6,7,0,0,6,127,17,11,60,40,34,56,460,340,68,78,71,87,54,9,45,1441,8,14,6,6,31,56,137,111,35,28,28,42,35,9,11,549,0,0,0,0,7,9,25,33
CED507,0,0,0,0,0,3,27,45,0,3,0,7,0,3,0,96,0,0,0,0,0,0,10,21,0,6,9,0,0,0,0,46,0,0,18,39,27,61,90,47,7,7,16,8,3,3,13,353,4,0,0,0,0,14,92,76,14,22,26,68,3,0,10,334,0,7,18,3,3,5,0,0,0,0,0,0,0,0,5,39,0,4,6,3,3,0,4,4,0,0,6,9,0,0,0,46,0,5,5,10,9,3,7,5,0,0,0,0,0,6,0,52,93,72,59,53,107,54,130,57,8,9,9,20,6,0,26,709,0,15,3,3,0,0,0,8,0,5,0,0,0,0,0,38,0,0,8,8,11,5,11,26,3,3,3,3,7,6,0,95,24,7,52,33,19,21,234,241,44,39,50,53,14,3,20,864,4,9,3,4,11,23,75,69,19,11,17,10,7,0,14,277,0,0,0,0,3,0,7,26
CED508,0,0,0,0,0,11,16,7,5,0,0,0,0,0,0,41,0,0,0,4,7,18,53,40,6,8,19,13,8,0,0,165,0,6,28,50,67,77,129,77,15,22,19,28,21,12,3,555,5,0,0,3,65,103,802,432,52,49,34,87,24,6,22,1685,11,165,421,133,102,221,115,18,0,0,0,5,0,0,56,1249,16,25,30,5,9,10,13,15,0,6,5,0,0,0,0,130,0,0,0,10,14,10,9,11,3,0,3,0,0,0,0,66,57,52,59,52,122,102,226,143,10,21,27,32,8,5,19,932,6,4,12,8,3,0,4,12,0,0,0,0,0,0,4,57,0,0,13,39,40,63,76,69,15,18,13,17,13,5,4,388,25,13,121,97,105,137,882,629,73,96,139,129,49,14,41,2545,0,5,3,19,88,220,262,120,34,25,22,34,41,4,26,896,0,0,0,0,50,33,127,161
CED509,0,0,0,0,3,52,196,115,22,13,4,15,6,5,12,443,0,0,0,11,5,10,35,27,0,0,0,3,0,0,0,98,0,3,35,42,31,48,76,36,4,8,8,3,7,0,3,310,3,0,0,7,30,35,244,132,19,16,24,17,4,0,14,565,4,46,134,51,26,46,24,0,0,0,0,0,0,0,11,347,3,3,10,6,3,9,46,20,0,0,6,3,0,0,3,117,0,4,5,7,17,6,14,11,0,5,0,0,4,5,3,84,110,113,67,61,141,67,145,41,8,6,4,5,3,0,15,804,0,11,15,10,5,0,3,0,0,0,0,0,0,0,6,53,0,0,4,6,28,27,46,31,3,4,0,8,7,0,18,196,33,21,179,139,161,193,2306,1425,268,165,220,269,98,17,80,5578,0,14,4,8,25,57,124,84,12,22,17,19,4,4,14,408,0,0,0,0,19,34,45,74
CED510,0,0,0,4,6,38,14,4,0,0,3,0,0,0,0,78,0,0,0,11,4,0,4,4,0,0,3,0,8,0,0,44,0,9,24,55,66,76,140,103,14,12,12,12,6,5,8,544,0,0,0,15,77,98,341,212,23,35,29,74,18,0,11,941,4,24,63,20,15,24,11,9,0,0,0,0,0,0,0,177,9,13,31,25,57,41,40,42,0,3,4,3,3,0,9,273,0,0,6,12,10,6,5,10,0,0,0,4,0,0,3,56,85,78,60,81,167,76,206,91,7,4,6,7,11,0,14,889,3,37,45,14,10,0,15,4,0,0,0,5,0,0,5,148,0,0,11,32,65,46,62,19,7,8,13,8,3,0,8,287,22,29,169,116,116,142,296,170,27,14,43,52,27,0,37,1268,4,12,8,10,43,91,95,61,13,21,13,16,9,0,0,402,0,0,3,7,54,52,97,164
CED511,0,0,0,0,0,8,49,64,9,8,3,33,9,5,17,194,0,0,0,0,0,0,10,7,0,0,4,3,0,0,5,32,0,0,26,44,38,43,69,39,17,4,8,25,8,0,10,332,0,0,4,4,19,12,127,88,12,17,22,34,15,7,20,385,6,12,18,6,10,6,7,0,0,0,0,0,0,0,0,69,3,6,6,5,0,6,0,3,0,0,3,0,0,0,0,39,0,0,3,4,16,18,33,25,0,5,9,9,9,35,3,180,131,116,83,34,103,57,124,55,12,7,18,15,7,0,26,795,3,9,8,9,0,0,0,0,0,0,0,0,0,0,5,45,0,0,6,5,6,4,13,9,4,5,0,3,4,0,11,74,12,7,56,35,18,36,235,222,34,27,50,57,25,3,19,846,4,14,9,5,28,34,82,53,14,22,23,20,12,3,4,314,0,0,3,0,9,6,12,43
CED512,0,0,0,0,49,112,181,61,5,10,10,0,5,8,4,460,0,0,0,5,0,11,38,19,3,0,0,4,6,0,0,92,0,0,11,25,39,33,111,55,14,4,5,3,4,0,6,308,0,0,0,6,31,68,338,185,32,30,28,46,18,8,9,798,7,24,62,20,12,68,47,16,5,0,0,0,0,0,4,259,0,8,14,17,16,46,96,122,9,11,10,0,6,4,3,366,0,0,3,0,16,14,27,14,0,0,0,0,0,0,0,84,50,53,53,62,130,68,176,65,5,6,9,8,3,0,14,695,5,25,28,12,6,0,4,4,0,0,0,0,0,0,0,91,0,0,6,8,41,49,63,33,9,0,3,11,0,3,5,231,13,8,99,100,73,160,1599,930,140,84,104,176,69,14,56,3633,0,3,4,7,36,89,123,72,21,21,12,19,34,9,8,462,0,0,0,8,34,63,120,126
CED513,0,0,0,0,0,18,33,27,0,8,0,10,0,18,5,135,0,0,0,10,12,3,43,43,9,9,9,10,3,5,0,158,0,0,25,68,65,95,139,108,22,28,19,33,12,5,13,631,0,0,4,23,176,282,987,778,210,251,266,338,129,13,78,3535,9,46,120,39,37,95,33,10,4,3,0,8,0,0,15,419,10,20,27,14,16,7,27,29,4,4,5,5,8,0,4,182,0,0,0,3,23,15,8,15,5,0,0,3,5,3,5,89,108,65,52,58,119,78,141,89,21,22,24,32,12,3,13,841,38,130,154,57,17,8,5,33,0,4,0,5,0,0,11,478,0,0,8,46,121,137,177,142,30,33,42,62,28,10,13,855,44,22,291,222,189,221,958,1094,336,335,496,570,210,59,77,5127,6,8,7,16,62,209,248,150,41,41,58,52,75,6,23,1012,0,0,0,3,75,81,148,279
CED514,0,0,0,3,12,84,298,248,44,26,27,44,22,20,14,838,0,0,4,3,0,20,220,157,24,39,45,37,23,4,13,584,0,5,20,41,40,64,84,64,6,11,16,17,10,4,9,387,0,3,7,22,157,293,1439,952,227,272,214,295,82,9,92,4062,10,31,61,15,8,36,10,7,0,0,0,0,0,0,6,203,8,8,13,11,15,15,49,42,8,12,11,10,11,8,15,232,0,5,9,10,23,7,21,8,0,4,3,3,0,0,3,101,88,74,65,58,70,44,111,61,15,6,9,14,13,4,12,647,0,21,34,17,18,4,3,14,0,0,0,0,0,0,0,119,0,8,15,55,124,111,212,203,47,42,55,55,43,8,14,996,44,26,256,226,193,280,1950,1725,642,499,855,938,309,28,168,8149,3,13,13,53,135,499,750,334,74,90,89,132,109,17,50,2359,0,0,0,8,66,79,130,263
CED515,0,0,0,3,22,69,54,32,6,0,0,0,5,7,4,198,0,0,0,8,17,41,200,150,21,25,17,20,12,0,0,509,0,3,25,52,48,57,108,43,12,3,5,19,12,0,14,398,3,12,11,53,366,582,2739,1611,314,268,207,319,119,17,109,6744,13,39,86,25,22,32,0,3,0,0,0,0,0,0,3,222,9,19,26,20,15,21,30,76,20,26,20,12,0,0,7,301,3,3,8,13,18,12,8,5,0,3,0,0,0,4,3,84,71,79,47,46,117,58,114,34,7,10,12,5,3,0,10,626,7,18,30,10,7,5,4,12,4,0,0,0,0,0,0,96,0,3,23,115,308,240,224,162,38,38,48,34,26,23,24,1307,45,42,256,255,340,604,2966,1922,352,279,393,472,151,50,113,8242,9,15,30,60,431,865,805,295,57,56,55,75,114,10,67,2932,0,0,0,14,126,104,266,307
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,6,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0
CED601,0,0,0,0,0,4,6,68,35,20,3,25,0,3,0,168,0,0,0,0,0,0,16,31,9,11,9,12,5,0,0,84,0,0,18,35,33,31,42,26,6,7,10,6,6,0,0,212,5,7,8,5,13,22,125,208,86,94,100,85,21,0,16,796,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,0,3,5,3,9,5,0,0,5,0,0,0,39,0,0,0,3,6,7,5,0,0,0,0,0,0,0,0,35,30,100,53,31,50,15,28,16,0,0,0,4,0,0,13,347,0,7,17,0,6,0,5,0,0,0,0,0,0,0,0,44,0,0,0,11,17,5,17,33,3,7,3,8,6,0,0,123,0,3,18,11,21,32,197,316,128,129,154,169,76,14,20,1293,0,9,0,5,5,11,20,19,8,0,0,13,3,0,0,101,0,0,0,0,4,3,9,107
CED602,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,5,6,6,0,0,0,23,0,0,15,13,10,9,28,10,3,4,4,11,0,0,0,109,0,6,0,3,9,14,63,74,46,30,18,32,5,0,4,296,0,9,9,0,0,0,3,0,0,0,0,0,0,0,3,25,0,0,6,3,0,3,0,4,0,8,9,11,0,0,0,43,0,0,5,8,12,21,8,8,0,0,0,0,0,0,4,61,27,82,53,24,41,17,37,7,0,3,0,3,0,0,0,301,0,5,6,3,3,0,0,0,0,3,0,0,0,0,0,23,0,0,9,0,6,3,8,16,0,0,3,10,3,4,0,65,4,4,15,13,15,17,80,119,51,62,77,33,24,14,27,541,8,7,0,0,8,7,23,11,3,0,4,11,0,0,0,77,0,0,0,0,3,0,3,4
CED603,0,0,0,0,0,0,6,46,26,6,7,0,3,0,0,94,0,0,0,4,0,0,55,120,25,37,41,40,13,0,11,334,6,3,12,40,28,52,53,25,7,11,18,13,0,0,5,276,3,9,13,10,35,64,544,1152,525,455,412,312,68,10,68,3676,0,15,53,20,3,10,0,6,0,0,0,0,0,0,4,110,0,0,5,0,6,0,16,8,5,8,5,15,6,0,0,83,0,5,9,9,27,19,6,9,6,4,0,8,0,0,5,102,67,102,48,40,79,44,59,31,9,8,4,11,7,0,10,515,3,63,108,26,16,8,8,12,0,0,5,3,0,0,4,266,0,0,15,14,36,19,59,95,34,25,21,39,21,6,5,390,12,3,30,13,13,54,387,969,326,350,336,364,115,29,56,3063,4,7,3,0,8,20,52,58,19,18,15,16,7,0,5,229,0,0,0,0,15,12,14,57
CED604,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,22,44,0,13,13,11,3,0,0,115,0,3,28,49,43,35,59,19,4,9,4,8,0,0,4,265,4,3,6,0,12,28,295,546,216,208,191,167,49,3,35,1762,0,14,21,0,0,9,0,0,0,0,0,0,0,0,0,48,0,5,4,0,0,0,0,0,0,0,3,0,0,0,0,17,0,5,3,6,9,4,8,0,0,0,0,0,0,0,6,37,46,106,90,42,61,34,74,26,4,0,6,3,5,0,20,517,0,12,56,13,9,4,0,0,0,0,0,0,0,0,0,101,0,6,5,6,12,11,36,46,6,24,22,40,17,0,0,229,13,5,24,18,14,19,139,274,94,75,103,84,19,11,14,905,5,12,0,7,8,6,35,21,12,5,0,0,3,0,3,119,0,0,0,0,9,3,9,11
CED605,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,14,0,0,3,3,0,0,0,33,0,5,20,26,21,14,36,20,4,3,0,10,0,0,0,175,0,5,4,5,10,11,31,69,31,26,21,24,3,0,9,243,6,10,9,6,3,0,0,0,0,0,0,0,0,0,3,24,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,10,4,5,5,0,3,0,0,0,0,0,0,0,31,49,84,48,31,60,19,52,19,9,0,0,3,3,0,13,387,0,6,20,6,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,4,6,10,6,13,8,0,4,0,5,0,0,59,0,0,19,7,10,6,36,100,25,45,50,24,6,0,10,340,4,6,4,0,0,17,12,14,7,4,3,5,0,0,0,84,0,0,0,6,0,0,16,6
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,0,0,0,0,0,5,9,3,0,0,0,0,0,0,4,25,0,0,0,0,0,4,27,39,12,9,12,3,3,0,3,107,4,3,14,23,31,19,31,28,3,6,8,12,4,3,0,186,0,0,3,3,16,10,65,56,24,33,57,91,13,0,18,397,0,3,10,0,0,0,3,0,0,0,0,0,0,0,7,21,0,3,3,0,0,3,5,0,0,0,0,0,0,6,3,27,0,0,10,13,33,24,62,59,7,16,21,12,7,0,20,285,19,81,47,29,52,40,82,56,3,10,7,23,11,9,9,482,0,18,21,19,9,19,7,17,4,0,0,0,0,0,3,112,0,0,4,6,15,17,10,12,5,8,5,0,0,0,0,83,4,0,21,6,13,44,537,419,134,131,146,156,50,73,49,1789,0,9,5,6,17,40,56,64,25,14,24,27,11,5,11,312,0,0,0,0,6,4,11,19
CED702,0,0,0,0,0,3,10,8,0,0,0,0,3,0,5,27,0,0,0,5,13,13,97,176,43,86,71,60,23,3,3,589,0,5,11,31,22,22,49,53,7,8,4,10,4,0,7,235,4,13,15,11,51,55,364,329,114,122,110,98,40,0,40,1361,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,3,4,0,7,15,5,5,0,4,0,7,0,0,53,0,5,3,12,49,41,57,38,9,11,17,16,8,0,8,265,21,68,67,35,63,43,93,66,5,6,16,11,8,0,17,534,0,73,260,172,92,97,112,186,17,11,0,3,4,0,55,1092,0,7,12,29,49,34,32,45,11,3,7,22,8,0,5,262,9,12,31,42,68,73,778,991,288,306,312,336,119,24,60,3453,5,9,9,77,96,183,247,190,58,67,76,82,46,9,26,1159,4,0,0,0,3,8,21,22
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
CED801,0,0,0,4,8,28,31,26,7,6,0,0,0,3,0,122,0,0,0,14,28,82,145,70,22,16,7,7,6,9,3,414,0,3,25,65,54,54,90,56,3,3,20,8,17,0,6,399,3,22,17,33,183,245,489,318,76,68,55,65,17,11,36,1641,3,45,224,58,22,24,9,4,0,0,0,0,0,0,10,408,7,8,19,16,10,15,21,33,3,3,3,3,0,0,3,145,0,4,9,19,74,50,74,52,5,0,0,7,3,8,14,323,146,182,97,68,68,50,53,28,4,9,6,0,0,0,21,734,11,74,118,51,11,3,12,14,0,0,0,0,0,0,16,315,4,3,20,57,122,83,75,60,10,5,5,5,11,0,15,474,9,9,61,80,143,313,1542,1492,300,279,323,285,103,32,76,5058,0,10,17,28,37,40,70,27,3,6,9,4,6,14,3,281,0,0,4,10,51,39,74,73
CED802,0,0,0,0,5,14,43,80,8,5,0,4,3,5,4,167,0,0,0,6,9,53,132,105,28,32,27,12,30,4,4,437,0,4,45,89,81,103,102,85,17,25,17,35,28,9,9,643,5,17,16,44,193,407,1024,1072,422,489,409,396,144,12,83,4726,0,51,161,70,14,34,8,13,0,0,0,0,0,0,11,364,6,7,10,3,6,5,19,5,7,3,8,8,3,5,3,105,4,9,4,22,57,59,43,16,11,0,10,5,8,3,8,258,108,172,72,59,67,85,129,58,17,11,8,25,12,3,19,844,10,98,171,40,19,11,7,15,0,0,4,4,0,0,13,402,3,10,33,52,140,132,128,98,20,31,22,26,21,11,13,745,11,17,53,86,141,309,910,748,199,291,325,318,158,24,66,3655,8,7,11,13,42,49,97,104,31,56,54,38,52,0,11,571,0,0,3,9,39,44,77,99
CED803,0,0,0,4,24,67,121,155,7,20,30,11,8,5,0,448,0,0,4,3,27,145,485,196,45,57,35,37,24,3,19,1077,0,3,18,40,30,58,94,44,5,11,7,19,10,0,3,344,9,10,7,32,211,470,1804,1394,399,452,410,354,120,16,124,5805,0,41,233,104,72,71,20,15,3,0,6,0,0,0,12,571,0,3,12,8,19,21,79,73,15,19,22,9,4,0,4,296,0,0,6,14,86,115,180,47,3,11,7,9,8,0,7,509,110,117,69,28,53,58,97,29,5,9,6,12,0,0,8,601,10,42,110,60,12,8,7,22,0,0,0,6,4,0,12,286,0,3,17,68,125,142,130,89,20,12,13,19,17,0,13,674,7,5,26,45,152,503,3122,2010,505,587,648,577,201,40,121,8540,3,8,8,29,44,71,128,79,11,16,24,42,11,0,0,467,0,0,0,3,32,39,67,165
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
