CED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
CED509,890,4475,245,3,5612,561,4100,389,0,5054,1011,8903,1164,25,11102,1532,9424,1070,14,12036,1711,8342,762,13,10829,1151,7496,485,26,9157,1140,5428,276,16,6867,621,2907,235,10,3761,69,886,139,6,1095,8672,51968,4771,108,65512,1088,3837,229,4,5157,761,3731,233,7,4732,1535,9936,619,27,12112,2465,9499,606,14,12579,2280,8837,438,11,11572,1695,7742,317,42,9795,1427,5635,308,30,7401,684,3163,284,11,4136,96,1312,246,4,1646,12031,53674,3279,146,69132,1974,8307,476,13,10767,1325,7827,618,11,9787,2543,18840,1788,47,23212,3996,18924,1671,30,24616,3989,17181,1199,23,22396,2847,15240,805,60,18955,2561,11062,588,49,14265,1305,6064,513,19,7899,163,2192,385,3,2747,20700,105646,8045,252,134645
CED510,861,4470,128,0,5465,680,3945,129,3,4761,786,6556,278,22,7637,1621,8075,317,11,10025,2121,8454,284,22,10880,1351,8502,201,22,10086,1382,7050,185,15,8630,585,3053,150,4,3791,80,975,100,4,1154,9467,51082,1781,100,62425,1058,3851,117,4,5037,882,3251,96,11,4243,1051,6684,283,13,8036,2546,8329,273,12,11157,2619,8926,256,12,11813,1689,9423,222,15,11346,1545,7393,217,18,9174,536,3482,232,14,4258,72,1648,187,0,1908,12002,52990,1879,107,66972,1921,8325,250,3,10498,1561,7202,229,17,8998,1833,13242,557,34,15670,4166,16410,586,25,21184,4743,17377,544,31,22691,3047,17928,422,39,21434,2921,14443,400,31,17801,1118,6534,386,19,8057,155,2622,283,3,3058,21465,104071,3662,204,129394
CED511,857,3612,575,7,5052,603,3654,903,36,5191,1579,8663,2685,102,13024,2349,8006,2531,37,12919,2641,8877,2497,14,14026,2663,9704,2017,31,14411,2385,7239,1135,15,10773,1151,3418,536,9,5118,195,1090,211,3,1497,14420,54260,13087,240,82013,844,3168,537,6,4553,589,2952,508,17,4065,1970,7287,1240,47,10540,3303,6308,1233,4,10848,3124,7393,1161,10,11692,3108,8281,1106,21,12510,2679,6083,851,23,9630,1219,3390,574,3,5183,217,1507,317,4,2051,17045,46356,7530,137,71068,1696,6785,1113,9,9605,1194,6602,1410,48,9256,3552,15947,3919,146,23565,5651,14309,3761,41,23768,5770,16268,3655,27,25721,5767,17986,3123,48,26919,5061,13318,1987,38,20403,2364,6802,1111,9,10295,420,2594,529,4,3551,31470,100611,20614,383,153080
CED512,678,5132,262,3,6079,564,4694,217,11,5481,860,9661,448,50,11019,1386,10179,456,19,12041,1343,9394,373,11,11115,725,7131,262,16,8135,609,4601,142,22,5379,331,2291,133,8,2765,54,693,74,0,816,6540,53774,2368,145,62828,893,4625,235,0,5754,739,4444,210,17,5406,1438,10954,475,20,12884,2211,11038,466,15,13736,1794,10178,387,8,12377,1029,7601,252,33,8917,816,5055,193,26,6091,398,2769,207,12,3384,63,1038,156,3,1258,9374,57707,2580,144,69799,1572,9758,499,7,11835,1300,9140,421,25,10883,2300,20613,923,75,23905,3595,21219,929,37,25774,3132,19575,759,25,23487,1752,14730,513,54,17050,1426,9651,340,43,11464,727,5061,341,18,6150,112,1728,231,6,2081,15914,111482,4951,285,132628
CED513,644,2782,174,7,3602,836,4547,492,79,5947,2157,14431,1397,206,18195,1993,12145,1090,148,15366,1949,8720,858,106,11636,1475,7740,686,73,9978,1168,5415,434,35,7046,542,2883,304,13,3742,97,1279,165,0,1546,10869,59945,5590,661,77063,905,2525,181,15,3624,1331,4627,428,56,6446,2872,14596,1125,164,18760,2855,10852,748,54,14514,2498,8176,544,55,11269,1725,7542,443,52,9760,1418,5842,400,40,7693,650,3557,350,13,4571,141,2343,241,4,2726,14402,60052,4468,447,79376,1548,5304,356,17,7229,2167,9172,923,134,12401,5030,29029,2524,374,36955,4850,22996,1837,199,29880,4450,16890,1406,161,22900,3201,15287,1131,127,19741,2583,11255,836,69,14745,1194,6445,654,30,8317,245,3615,408,4,4271,25265,119999,10067,1114,156439
CED514,1026,3611,263,3,4905,1079,6104,572,30,7788,1932,14510,1202,73,17714,1811,11545,853,46,14260,1660,8568,677,44,10956,1219,7799,511,51,9582,1198,5693,380,34,7301,482,2910,298,11,3711,108,1110,254,0,1468,10521,61852,5015,302,77686,1065,3220,242,8,4537,1508,5406,441,22,7382,2359,13826,1072,62,17315,2560,10541,795,26,13922,2206,8085,572,27,10893,1627,7835,471,55,9991,1447,6234,380,46,8107,648,3529,459,17,4653,124,1916,518,0,2561,13559,60582,4948,264,79349,2095,6834,508,11,9447,2590,11511,1016,54,15167,4295,28327,2272,131,35023,4370,22087,1652,68,28178,3872,16660,1251,72,21856,2844,15636,982,107,19568,2646,11924,758,82,15410,1137,6442,754,30,8359,233,3024,774,4,4031,24075,122431,9966,560,157039
CED515,1210,4805,257,6,6277,1093,4541,278,12,5914,1081,7710,740,32,9561,1824,9213,660,44,11739,2353,8773,424,41,11591,1646,8166,295,56,10164,1573,6986,264,47,8870,789,3711,280,14,4797,159,1465,231,11,1858,11728,55357,3431,261,70778,1771,4136,225,8,6144,1465,3823,190,14,5490,1522,7619,484,21,9642,2845,9995,432,22,13296,3007,9347,344,30,12728,2091,9057,296,63,11510,1845,7649,273,62,9835,893,4281,368,18,5567,156,2451,354,10,2966,15605,58357,2964,253,77176,2979,8943,483,13,12419,2553,8354,468,23,11404,2598,15330,1223,54,19199,4669,19205,1088,68,25041,5365,18114,768,69,24323,3736,17223,598,116,21671,3416,14637,537,112,18700,1687,7995,646,33,10366,317,3909,582,20,4830,27332,113711,6394,512,147954
CED597,0,3,10,0,14,6,50,28,0,81,18,223,194,24,459,71,422,413,37,945,62,402,377,53,896,31,223,196,24,473,18,58,37,0,119,3,9,0,0,15,0,0,0,0,0,212,1392,1254,143,3002,0,7,3,0,8,3,16,15,0,37,11,44,32,3,94,5,23,20,7,55,7,34,23,0,57,11,47,24,3,86,10,35,14,0,61,6,8,5,0,17,0,0,0,4,3,54,208,125,16,405,0,10,6,0,19,7,65,43,0,121,27,266,225,33,549,79,444,432,37,999,64,433,394,61,951,43,270,218,29,560,28,90,52,0,178,10,14,6,0,32,0,0,0,4,3,263,1602,1376,164,3410
CED601,403,2571,221,3,3202,398,2749,269,44,3453,995,6190,518,14,7716,980,4757,325,9,6073,1132,5028,339,8,6504,1257,5250,339,6,6856,1243,4439,324,5,6014,585,2541,227,5,3365,84,837,127,0,1042,7075,34365,2692,96,44231,535,2381,195,0,3114,469,2505,217,4,3191,1130,5864,392,36,7420,1390,4912,300,11,6616,1432,5399,304,15,7149,1452,5657,305,7,7420,1482,4633,341,4,6464,616,2957,307,0,3881,92,1381,231,4,1707,8589,35699,2582,85,46957,938,4947,420,7,6316,866,5258,480,47,6646,2121,12056,914,50,15138,2366,9669,631,20,12687,2562,10426,642,15,13648,2707,10911,641,14,14271,2726,9067,668,13,12480,1203,5501,534,7,7244,172,2214,361,7,2749,15667,70061,5279,180,91185
CED602,383,2429,227,0,3039,307,2334,169,13,2822,754,5089,400,32,6271,898,4325,381,17,5624,1097,5172,414,8,6692,1209,5869,389,8,7479,1386,4938,395,4,6724,641,2851,289,3,3787,71,870,131,5,1082,6747,33879,2811,86,43515,449,2283,200,0,2934,359,2261,153,4,2775,946,5151,374,24,6490,1314,4470,331,8,6124,1339,5489,340,7,7168,1595,6086,367,10,8064,1647,5093,381,8,7128,660,3167,354,5,4181,77,1434,172,4,1690,8385,35446,2656,60,46542,833,4709,426,0,5967,665,4594,320,17,5597,1699,10240,778,48,12764,2211,8798,713,20,11744,2430,10665,749,11,13852,2808,11958,756,22,15538,3035,10030,775,13,13854,1292,6023,640,6,7965,153,2307,299,7,2769,15130,69324,5463,147,90057
CED603,518,2369,131,0,3021,661,2952,195,53,3857,1922,8285,610,133,10947,1259,5482,372,33,7146,1344,4784,311,11,6447,1222,4730,295,17,6265,1215,3712,255,14,5196,497,2082,203,3,2787,74,833,90,0,998,8715,35220,2449,267,46654,674,2117,151,3,2948,887,2754,184,9,3839,2261,7572,542,24,10407,1624,5374,338,7,7340,1659,4958,286,11,6919,1414,5093,281,26,6816,1422,4108,286,7,5833,590,2711,240,9,3549,98,1445,176,0,1711,10642,36132,2483,103,49367,1194,4485,282,3,5966,1551,5702,375,64,7692,4189,15856,1150,153,21351,2882,10852,704,45,14481,3006,9742,598,26,13369,2634,9829,577,42,13082,2646,7818,542,21,11031,1085,4791,444,14,6334,175,2275,264,0,2713,19358,71358,4936,374,96021
CED604,463,2474,177,0,3113,351,2376,167,3,2897,1058,5698,473,6,7235,1225,5215,397,7,6842,1312,4926,311,9,6558,1262,5187,295,8,6754,1377,4439,278,6,6099,670,2421,198,3,3296,67,810,113,0,987,7785,33551,2401,45,43780,611,2072,104,0,2790,436,2099,117,0,2651,1261,5797,307,7,7374,1739,5342,296,5,7380,1668,5195,226,12,7097,1535,5726,220,16,7487,1664,4756,262,14,6691,690,2869,252,7,3822,103,1336,160,4,1605,9711,35193,1947,52,46902,1076,4543,280,3,5902,789,4476,287,3,5549,2324,11491,782,16,14613,2970,10558,692,12,14218,2976,10125,534,18,13658,2793,10913,514,17,14241,3044,9194,541,17,12792,1355,5297,458,4,7117,174,2147,274,3,2601,17495,68737,4355,101,90686
CED605,330,2485,291,0,3105,285,2360,178,16,2839,691,5245,400,57,6392,938,4796,404,35,6173,1044,5474,412,6,6936,1386,6601,483,4,8473,1482,5625,455,3,7556,599,2721,264,3,3589,68,738,91,0,900,6817,36040,2971,128,45964,393,2082,249,0,2725,344,2276,180,3,2795,826,5498,426,32,6789,1313,4876,411,12,6613,1343,5719,395,0,7458,1637,6516,465,0,8613,1616,5202,394,5,7225,614,2732,307,3,3658,65,992,118,3,1177,8137,35898,2942,72,47051,725,4565,538,0,5832,628,4632,354,24,5640,1516,10746,825,89,13181,2248,9670,814,48,12790,2381,11192,807,8,14396,3021,13113,942,12,17089,3096,10825,848,10,14783,1208,5457,568,6,7243,138,1729,204,3,2075,14961,71940,5919,194,93016
CED697,0,0,0,0,0,3,8,0,0,9,0,29,25,3,58,3,37,24,3,67,12,35,22,0,71,4,39,20,0,63,3,20,0,0,25,0,4,0,0,4,0,0,0,0,0,31,161,97,8,296,0,0,0,0,4,0,3,0,0,6,0,8,0,0,13,0,7,3,0,16,0,10,4,0,18,8,9,3,0,11,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,17,44,11,0,75,6,5,0,0,5,6,11,0,0,15,4,36,25,3,69,8,41,30,4,78,11,46,31,0,90,8,43,25,0,77,5,26,0,0,33,0,7,0,0,3,0,0,0,0,0,42,209,112,13,374
CED701,334,3466,624,85,4506,338,3791,951,875,5963,1022,8777,2596,406,12797,1238,7288,2156,111,10789,1196,6408,1872,37,9517,1299,6188,1557,49,9101,1189,4629,1146,25,6989,329,1231,311,5,1867,9,189,28,0,228,6958,41966,11232,1595,61752,393,3134,551,8,4083,378,3616,577,73,4643,1377,9196,1635,160,12368,1600,7175,1307,28,10115,1496,6310,1244,19,9071,1563,6179,1320,54,9106,1155,3899,882,24,5960,267,961,198,8,1431,27,239,41,0,305,8238,40711,7761,371,57075,724,6599,1171,89,8588,718,7408,1526,950,10605,2398,17972,4236,555,25161,2833,14466,3462,141,20905,2694,12715,3116,54,18587,2861,12362,2878,102,18204,2340,8523,2029,54,12944,589,2192,504,16,3299,32,427,73,0,534,15196,82674,18993,1967,118829
CED702,415,2314,284,11,3022,454,2841,500,300,4093,1230,8049,1198,246,10727,1385,6418,925,94,8825,1243,5408,865,55,7566,1085,4761,837,53,6742,898,3429,560,29,4918,247,1318,192,5,1760,35,247,44,0,326,6992,34776,5408,799,47972,531,2144,307,6,2982,501,2609,382,75,3571,1779,8568,1192,119,11659,1852,6677,913,33,9471,1578,5310,769,15,7673,1253,4670,699,65,6681,998,3155,481,35,4664,304,1219,189,12,1719,22,316,69,8,410,8820,34669,4999,353,48841,943,4458,590,18,6009,955,5451,881,373,7662,3010,16613,2391,368,22386,3235,13095,1839,124,18294,2820,10718,1634,64,15238,2340,9429,1535,119,13420,1898,6584,1038,59,9580,552,2534,381,19,3482,58,560,115,6,738,15811,69447,10406,1150,96814
CED797,0,9,0,0,10,3,10,4,0,17,0,32,19,0,54,4,60,41,0,106,9,61,42,0,117,5,62,33,0,96,6,7,4,0,22,0,0,0,0,4,0,0,0,0,0,32,244,141,12,429,0,0,0,0,0,0,5,0,0,15,0,4,5,7,16,0,6,0,0,3,0,7,0,0,7,0,9,0,0,12,7,6,5,0,21,0,0,0,0,5,0,0,0,0,0,15,34,17,7,67,0,9,0,0,11,4,18,4,0,27,3,37,19,9,65,4,68,43,0,112,11,70,42,0,124,4,68,34,0,106,8,15,15,0,40,0,4,3,0,10,0,0,0,0,0,44,280,156,17,494
CED801,695,3577,166,3,4438,476,3819,205,6,4503,1078,9250,641,18,10986,1691,8564,495,30,10781,1799,7382,326,25,9526,1561,6587,244,21,8410,1457,4801,202,11,6474,701,2472,171,3,3354,122,808,95,4,1026,9572,47259,2546,126,59499,768,3047,133,4,3950,653,3528,165,4,4346,1436,9406,403,23,11276,2249,8497,369,19,11131,2071,7665,273,9,10014,1764,7301,200,31,9301,1656,5431,229,23,7341,721,3148,255,4,4128,109,1223,192,0,1518,11419,49249,2219,124,63012,1462,6631,296,6,8394,1124,7344,373,11,8848,2518,18656,1043,42,22257,3940,17055,865,48,21915,3863,15050,596,33,19543,3327,13888,445,57,17714,3111,10234,437,34,13816,1417,5628,429,12,7479,229,2028,290,4,2548,20980,96508,4762,254,122510
CED802,1142,3144,354,11,4650,1625,5183,653,30,7493,2044,10853,922,48,13859,1710,7778,602,50,10139,1980,6194,477,40,8700,1745,4993,422,26,7195,1620,3532,327,19,5492,831,2070,221,7,3134,132,989,147,0,1268,12842,44727,4117,243,61929,1505,2993,408,11,4914,2144,5014,608,32,7796,2450,10311,798,45,13608,2409,7396,443,42,10294,2418,5904,362,26,8708,2025,5113,311,30,7483,1807,4012,305,23,6152,920,2667,229,5,3830,163,1628,239,0,2028,15847,45038,3705,215,64805,2648,6135,757,21,9564,3773,10196,1263,64,15293,4491,21160,1725,98,27472,4122,15170,1045,92,20428,4403,12100,841,67,17406,3777,10114,728,54,14675,3430,7542,627,44,11638,1758,4739,448,11,6961,298,2614,382,0,3293,28682,89766,7817,464,126736
CED803,633,3656,161,4,4454,596,4475,260,20,5344,1275,12053,678,18,14021,1881,11162,506,21,13562,1729,7799,311,11,9850,991,5072,180,11,6258,959,3394,102,37,4490,456,1669,80,12,2219,57,503,32,0,593,8581,49774,2316,135,60800,825,3297,138,5,4263,816,4191,235,5,5250,1667,12025,615,20,14316,2486,10795,439,12,13739,1900,7554,277,25,9759,1111,5447,160,63,6778,1125,4122,163,43,5458,456,2058,110,7,2631,64,687,64,3,821,10451,50167,2210,189,63010,1464,6952,295,11,8721,1416,8659,502,22,10598,2938,24072,1294,44,28339,4367,21956,938,35,27297,3633,15356,588,34,19616,2100,10513,344,74,13037,2079,7519,265,79,9947,911,3722,193,20,4851,118,1185,99,3,1408,19034,99936,4527,317,123816
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
