UCL_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
UCL121100,4,0,5,4,3,6,0,7,7,0,4,3,3,11,13,0,15,13,13,11,27,20,5,20,27,0,27,37,6,40,13,3,20,18,0,25,41,3,43,39,0,39,39,0,37,10,0,10,32,3,34,18,0,18,3,0,3,327,72,399
UCL121101,0,8,10,5,0,4,0,5,9,0,10,10,11,10,24,7,0,13,22,5,27,14,9,21,14,8,19,32,5,37,14,4,19,19,0,19,33,4,41,21,0,21,24,0,25,15,0,15,19,0,19,31,3,30,5,4,13,292,81,375
UCL121102,7,5,9,3,4,11,0,5,8,3,14,19,11,37,52,9,22,27,17,17,32,20,15,39,25,13,37,26,11,35,18,15,34,14,11,28,20,13,34,26,3,30,20,5,22,12,0,13,12,9,22,19,0,18,6,7,12,275,198,475
UCL121103,3,0,4,0,0,0,0,6,6,0,6,6,10,30,41,4,10,20,26,15,37,23,5,25,21,11,30,31,11,42,20,7,24,16,3,17,30,7,38,17,0,17,14,0,14,9,0,9,6,0,6,18,0,21,8,11,17,254,126,383
UCL121104,0,5,7,0,0,3,0,0,0,0,5,5,0,21,25,8,7,7,25,3,28,19,9,23,17,7,20,16,9,24,6,6,8,14,0,17,27,5,32,15,0,15,14,0,14,4,0,4,9,3,12,9,0,9,6,10,16,196,82,284
UCL121105,3,10,11,0,0,3,3,10,10,5,12,14,5,36,46,16,28,38,30,14,40,17,15,29,15,14,30,16,4,18,17,3,23,8,3,6,7,3,10,3,0,3,7,0,7,0,0,0,0,3,8,11,3,15,6,11,8,167,155,327
UCL121106,10,4,13,5,0,3,0,0,0,4,4,11,5,21,30,7,9,13,35,3,42,27,9,33,29,8,44,38,3,38,17,8,17,20,5,21,34,11,42,23,0,23,24,0,24,16,0,14,21,6,26,16,0,18,3,4,8,331,92,424
UCL121107,0,5,9,0,3,4,0,4,4,0,7,7,10,31,36,0,16,18,23,6,29,12,14,26,21,5,27,29,4,38,15,4,18,17,6,21,27,5,34,22,0,22,21,0,21,3,0,3,6,0,6,19,0,19,3,4,10,241,114,359
UCL121108,0,0,0,3,0,3,0,5,7,0,6,6,0,18,21,3,12,15,20,3,28,14,14,31,35,3,36,23,7,31,12,3,18,11,5,17,43,7,46,19,0,21,7,0,7,3,0,3,12,0,12,18,0,18,10,4,7,232,82,313
UCL121109,3,0,7,0,0,3,0,0,0,0,0,0,3,5,4,0,0,0,10,5,13,4,0,4,15,7,16,12,5,15,0,0,0,10,0,13,19,0,14,10,0,10,4,0,4,6,0,6,33,0,34,17,0,17,0,5,5,140,34,172
UCL121110,0,0,3,0,0,0,0,0,9,0,8,8,3,38,40,9,18,31,40,13,54,23,15,34,25,10,32,24,5,28,23,5,29,16,7,24,33,0,36,20,0,19,7,0,8,6,0,6,8,0,8,24,0,24,10,8,14,272,136,408
UCL121111,0,8,8,0,0,0,0,5,3,0,14,17,6,30,41,0,16,23,24,4,30,15,13,22,6,16,27,17,8,24,8,8,17,8,6,16,15,7,26,13,0,13,12,0,12,5,0,5,4,0,0,13,0,13,3,12,17,165,147,313
UCL121112,0,0,0,0,0,0,0,7,7,0,4,6,4,12,17,5,8,8,15,5,17,9,4,13,20,3,18,21,5,30,9,4,13,23,3,26,34,0,32,24,0,20,11,0,11,12,0,12,12,0,12,17,0,17,3,3,7,213,66,280
UCL121113,0,0,0,0,4,3,0,0,0,0,10,7,0,17,19,3,8,14,21,8,29,5,13,20,10,7,16,13,0,13,10,4,13,9,0,5,18,6,20,12,0,12,10,0,10,4,0,4,0,0,0,7,0,7,6,8,12,131,75,208
UCL121114,4,0,4,0,0,0,0,3,7,3,0,4,0,9,11,0,8,7,9,7,15,13,8,22,17,9,20,24,3,22,22,9,25,19,0,23,32,3,38,24,0,26,24,0,24,15,0,15,21,7,25,16,4,23,0,0,0,247,68,312
UCL121115,0,3,4,0,0,6,4,14,17,0,7,9,13,25,38,0,22,28,22,14,33,23,11,33,25,3,30,23,8,29,9,4,10,18,0,18,12,0,15,10,0,12,9,7,14,3,0,3,8,0,10,10,3,11,0,0,5,190,134,329
UCL121116,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,0,4,4,5,7,15,8,6,16,9,4,11,14,0,16,17,3,20,9,0,17,22,5,27,30,0,30,29,0,26,19,0,19,60,0,60,30,0,30,0,0,0,259,36,292
UCL121117,0,5,4,0,0,0,0,0,4,0,6,8,7,14,18,0,4,3,19,4,21,11,11,18,19,3,28,23,8,30,16,4,16,8,5,16,22,0,26,30,3,29,10,4,7,8,0,8,7,0,7,11,3,14,3,8,3,185,72,252
UCL121118,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,6,10,0,11,7,0,7,4,0,4,5,4,10,3,0,9,4,0,6,19,9,30,12,0,15,14,0,14,13,0,13,24,0,23,9,0,9,0,0,5,132,38,168
UCL121119,0,3,5,4,3,4,0,0,3,5,0,0,7,11,20,0,8,13,23,5,28,9,4,18,10,3,16,31,0,31,20,0,18,15,5,21,46,0,45,22,0,23,17,0,17,6,0,6,11,0,8,17,0,19,3,0,5,258,53,308
UCL121120,0,3,3,0,0,0,3,4,3,0,4,3,4,5,5,8,0,8,3,3,10,12,4,14,15,9,24,0,5,13,6,3,9,3,12,14,9,16,16,0,0,0,3,5,5,0,0,0,0,4,3,9,0,9,5,9,14,87,75,162
UCL121121,0,0,0,0,0,0,0,4,3,0,4,6,4,10,11,3,0,5,10,3,13,0,3,9,10,4,14,11,6,20,13,0,15,12,0,12,18,3,18,18,0,22,8,0,14,6,0,6,6,0,8,14,0,17,3,4,8,143,47,190
UCL121122,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,6,9,16,6,17,6,5,7,9,4,14,13,6,15,17,0,15,7,4,15,31,5,32,19,0,19,12,0,12,3,0,3,18,0,18,11,0,10,3,4,8,167,41,206
UCL121123,0,4,4,0,0,0,0,0,4,3,6,8,3,12,9,3,4,13,12,14,26,10,3,14,19,0,21,15,9,25,16,6,20,12,3,18,19,3,27,14,0,14,10,0,10,5,0,5,8,0,13,15,0,15,0,9,13,167,79,244
UCL121124,0,10,13,0,0,0,0,0,0,0,3,7,11,29,37,3,26,30,30,11,39,17,12,31,11,16,28,19,9,23,11,4,11,5,5,15,12,9,14,7,0,10,0,5,5,3,0,3,6,8,10,7,3,13,0,9,9,143,152,299
UCL121125,3,3,9,0,4,0,3,13,11,0,10,10,12,33,45,6,26,36,38,0,40,25,15,41,24,3,29,27,5,32,17,0,19,21,4,21,28,3,31,19,0,19,9,0,9,4,0,4,10,0,10,20,0,20,0,3,13,256,126,387
UCL121126,4,0,0,0,0,0,0,0,0,0,0,0,5,10,18,0,5,6,10,5,13,7,0,15,10,6,14,14,0,13,16,3,19,13,0,13,24,3,25,21,0,21,13,0,13,3,0,3,14,0,14,10,0,14,3,0,3,178,36,211
UCL121127,0,0,0,0,3,3,0,3,3,0,3,3,3,7,9,0,4,3,7,0,14,13,3,18,12,9,18,12,5,15,15,0,13,8,0,12,29,4,34,23,0,23,15,0,17,9,0,9,23,0,26,7,0,7,0,4,4,176,45,219
UCL121128,4,4,8,0,3,3,0,6,6,0,4,4,0,20,21,0,0,6,20,0,22,9,5,14,17,7,32,16,0,18,15,3,13,21,0,25,41,8,51,24,0,24,27,0,29,13,0,11,34,0,34,20,0,20,5,0,5,268,66,334
UCL122001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,5,0,5,3,0,3,3,0,3,3,6,9,3,0,4,3,0,3,10,0,10,11,0,11,10,0,10,3,0,3,4,0,4,6,0,6,0,0,0,64,14,81
UCL122002,0,0,5,0,0,0,0,0,0,0,5,5,0,12,15,0,4,7,3,3,9,4,3,6,11,0,14,5,7,7,0,0,0,0,0,0,4,12,14,5,0,5,4,0,5,0,0,0,9,4,9,5,0,5,0,4,4,51,67,116
UCL122003,0,0,3,3,0,3,0,0,4,0,0,0,0,0,6,0,6,3,3,5,5,0,6,9,8,0,8,8,0,8,0,0,3,4,0,6,14,3,11,19,0,16,16,0,16,3,0,3,25,0,25,5,0,5,3,0,3,115,28,140
UCL122004,0,0,0,0,0,0,0,0,0,0,6,6,0,6,4,0,0,3,0,5,4,5,3,6,12,5,13,12,0,12,0,0,0,5,0,3,9,4,15,3,0,5,0,0,6,0,0,0,9,0,13,7,0,7,0,0,0,60,21,88
UCL122005,0,6,7,0,0,0,0,5,5,0,13,13,0,27,29,3,10,13,22,0,26,9,5,8,7,0,12,10,3,15,4,4,11,0,0,4,5,0,10,5,0,5,6,0,6,0,0,0,0,0,4,4,0,4,0,8,10,81,86,167
UCL122006,0,3,3,0,3,3,0,0,3,0,0,5,0,10,10,0,11,16,8,4,12,11,7,14,3,6,11,7,0,7,5,0,5,5,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,4,5,10,73,46,125
UCL122007,0,0,3,0,0,0,0,12,10,0,8,11,3,21,25,8,10,20,26,0,26,11,7,21,10,3,18,13,0,17,10,4,10,8,0,9,8,0,6,3,0,3,4,0,3,0,0,0,0,0,3,8,0,11,0,6,6,118,95,213
UCL122008,0,0,0,0,0,0,0,0,0,0,3,3,0,6,10,0,0,0,6,3,3,3,0,5,4,3,5,8,0,8,4,0,4,4,4,8,13,0,13,9,0,9,6,0,6,4,0,4,3,0,3,7,0,7,0,6,4,66,28,92
UCL122009,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,15,3,17,9,4,9,3,3,5,6,5,14,9,3,10,12,0,10,14,0,19,8,0,8,5,0,7,0,0,0,0,0,0,7,0,7,0,0,0,86,40,129
UCL122010,0,0,0,0,0,0,0,0,0,0,3,3,0,6,10,0,4,3,3,0,8,0,3,6,7,4,11,7,5,5,4,4,10,3,0,7,16,0,16,4,0,4,6,0,3,5,0,5,17,0,17,7,0,10,6,0,6,87,30,124
UCL122011,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,8,4,0,13,5,0,3,10,0,8,6,4,6,12,0,11,14,0,14,15,0,15,11,0,10,4,0,4,19,0,19,7,0,7,0,0,4,103,13,118
UCL122012,0,4,5,0,4,0,0,3,3,0,4,4,8,17,18,0,9,9,5,0,6,9,3,9,4,0,8,8,7,12,4,4,12,4,0,3,10,0,12,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,4,7,66,62,129
UCL122013,0,5,5,0,0,0,0,0,0,0,6,4,4,8,11,4,8,8,14,0,18,4,0,5,0,0,6,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,6,0,4,4,49,41,89
UCL122014,0,0,0,0,0,0,0,0,4,0,9,6,0,12,17,6,6,9,4,0,4,7,4,16,6,0,11,16,0,15,5,0,3,10,3,9,3,6,9,3,0,8,9,0,9,0,0,0,0,0,0,12,0,12,0,6,8,80,54,137
UCL122015,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,0,0,0,3,0,3,3,0,7,0,5,4,4,0,4,9,5,7,10,0,10,8,0,8,9,0,9,8,0,8,4,0,6,17,5,21,7,0,6,0,0,0,81,31,109
UCL122016,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,4,3,4,0,6,8,0,8,6,0,6,4,4,10,14,4,17,9,0,9,4,0,4,5,0,5,13,0,13,4,0,4,0,3,3,67,21,86
UCL122017,0,0,0,0,0,0,0,0,5,0,5,5,9,7,12,0,12,10,5,4,9,4,3,9,3,7,8,8,0,4,0,0,5,0,5,4,14,0,15,10,0,5,5,0,5,4,0,4,5,4,9,5,0,5,0,0,10,70,58,128
UCL122018,0,10,5,0,0,0,4,0,10,0,9,8,6,34,40,0,9,12,25,3,24,10,13,15,3,3,10,6,3,8,8,0,12,10,0,10,4,0,4,3,0,3,0,0,0,0,0,0,6,0,5,7,0,7,6,13,18,91,92,190
UCL122019,0,4,4,0,0,3,0,0,0,0,4,4,0,15,18,3,5,10,7,0,9,5,3,7,3,4,5,7,4,13,5,0,3,8,0,6,5,5,12,5,0,5,0,0,0,0,0,0,7,0,7,6,3,8,0,9,9,68,57,123
UCL122020,0,3,5,0,3,0,0,9,8,0,8,9,9,36,37,5,11,13,17,7,13,4,0,7,7,8,10,5,0,6,7,0,6,5,5,11,5,0,7,0,0,0,3,0,3,0,0,0,0,0,4,4,0,8,0,4,0,69,90,156
UCL122021,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,0,5,10,0,10,0,4,3,9,6,14,0,0,3,0,0,0,9,0,9,9,0,9,4,0,4,3,0,4,7,0,7,0,0,0,0,0,0,55,17,71
UCL122022,3,0,4,0,0,0,0,0,0,0,5,5,0,0,0,8,4,9,16,4,21,6,7,13,7,5,13,7,4,8,13,0,13,8,0,8,19,0,18,19,0,19,3,0,6,11,0,11,10,0,10,9,0,9,0,3,4,132,38,169
UCL122023,0,0,0,0,0,4,0,4,4,0,0,0,3,4,10,0,3,5,7,3,9,3,6,8,4,0,4,6,0,5,7,0,10,7,0,12,10,4,14,18,0,18,4,0,4,10,0,10,15,0,15,8,0,8,0,0,0,112,25,138
UCL122024,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,5,0,6,7,0,8,0,0,3,3,3,6,6,0,9,9,0,9,9,0,8,13,0,13,3,0,3,5,0,5,9,0,9,7,3,7,0,3,4,79,25,103
UCL122025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,4,8,0,0,3,9,0,6,10,0,10,5,0,4,7,0,10,15,0,15,11,0,9,0,0,0,9,0,5,4,0,4,0,0,6,72,16,93
UCL122026,0,0,0,0,3,3,0,0,0,0,3,3,0,5,3,5,0,5,6,0,8,3,3,8,0,6,4,6,0,7,6,0,5,3,0,3,6,3,11,8,0,8,8,0,8,4,0,4,5,0,5,6,0,6,3,0,4,65,23,86
UCL122027,0,0,0,0,0,0,0,3,3,0,8,8,0,19,22,4,11,20,8,8,17,10,11,18,3,3,11,0,9,6,0,5,5,0,0,4,8,0,10,4,0,4,0,0,0,3,0,3,3,4,10,4,0,0,5,4,4,56,80,136
UCL122028,0,3,3,0,0,3,0,5,5,0,5,7,3,13,17,0,0,6,19,0,18,11,3,6,8,4,15,10,0,12,6,3,7,7,0,7,9,0,9,0,0,4,6,0,7,0,0,0,0,0,0,5,0,10,3,0,8,98,46,144
UCL122029,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,0,5,0,3,6,0,0,9,7,3,8,4,0,4,5,0,4,6,0,12,10,0,10,3,0,3,4,0,4,14,0,20,8,0,6,3,0,7,81,23,106
UCL122030,0,0,0,0,0,0,0,0,0,0,3,4,4,16,17,3,7,7,10,3,7,7,7,20,11,7,15,13,5,17,6,0,4,11,0,7,9,0,11,13,0,13,3,0,4,0,0,0,3,0,3,12,0,12,0,0,8,103,55,159
UCL122031,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,6,0,7,7,0,4,7,0,7,4,0,3,7,0,7,20,0,20,20,0,19,14,0,14,11,0,11,24,0,24,8,0,8,0,0,0,118,6,125
UCL122032,0,3,3,0,0,3,0,5,5,0,8,8,0,5,8,4,0,5,0,3,3,10,3,9,10,10,24,4,9,16,7,6,14,3,4,8,24,3,21,10,0,10,10,0,10,8,0,8,11,0,11,13,0,13,0,4,4,124,65,185
UCL122033,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,0,3,3,3,5,5,0,5,3,0,3,9,0,9,8,4,10,7,0,7,12,0,18,11,0,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,66,14,83
UCL122034,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,5,5,0,4,0,0,0,6,0,6,3,0,4,0,0,4,4,0,4,14,0,14,13,0,13,12,0,12,9,0,9,0,0,0,0,0,0,71,5,73
UCL122035,0,3,3,0,0,0,0,4,5,0,7,7,3,23,28,9,15,18,13,4,20,14,5,13,8,3,15,13,6,17,5,0,11,5,0,5,10,0,10,13,0,8,0,0,0,4,0,4,6,0,6,11,0,12,0,6,6,111,70,179
UCL122036,0,0,0,0,3,3,0,5,5,0,12,9,4,9,14,0,3,4,16,0,16,5,7,15,9,5,10,6,4,11,4,3,8,3,0,4,4,3,7,3,0,3,0,0,0,3,0,3,10,0,6,8,0,8,3,0,9,81,50,133
UCL122037,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,7,0,0,0,7,0,5,4,0,3,4,7,7,4,0,4,9,4,15,5,0,5,3,0,3,7,0,7,16,0,16,10,0,10,0,0,0,75,15,90
UCL122038,0,5,5,0,0,0,0,0,3,0,0,0,6,11,17,4,0,3,9,6,17,0,4,9,5,5,12,8,3,10,6,0,9,0,0,0,12,0,12,4,3,11,4,0,3,0,0,0,3,3,7,5,0,5,0,3,3,73,49,122
UCL122039,0,0,0,0,0,3,0,0,0,0,0,3,4,7,18,3,8,9,9,4,11,14,10,22,5,10,18,7,0,7,10,0,10,7,0,11,13,0,19,3,0,3,0,0,4,0,0,0,3,0,3,11,5,14,6,3,5,112,49,160
UCL122040,0,4,0,0,0,0,0,0,0,0,3,3,0,10,13,3,4,4,5,0,6,11,4,13,4,3,9,16,0,18,4,6,4,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,59,30,88
UCL122041,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,0,0,3,13,5,17,8,4,12,8,3,16,7,0,10,11,0,10,13,0,18,11,4,14,18,0,18,3,0,3,0,0,0,3,0,0,10,0,10,4,0,7,112,29,140
UCL122042,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,5,0,6,5,0,3,6,0,6,4,0,9,0,0,0,4,0,0,8,0,11,7,0,7,0,0,4,4,0,4,7,0,10,7,0,7,0,0,0,75,16,91
UCL122043,0,0,5,0,0,0,0,0,0,0,5,4,0,10,17,0,7,3,11,3,16,3,10,12,9,5,10,10,0,12,4,3,11,8,0,8,9,0,9,12,0,12,7,0,7,3,0,3,0,0,0,9,0,10,0,4,6,88,46,137
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,5,3,4,7,0,0,0,0,4,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,3,0,3,4,0,0,3,0,3,34,12,45
UCL122045,0,0,0,0,0,0,0,3,3,0,4,4,5,9,13,0,9,11,8,4,10,6,0,4,12,5,22,6,3,13,4,0,8,6,5,8,7,0,7,3,0,3,3,0,3,0,0,0,4,0,4,5,0,5,0,3,3,69,43,109
UCL122046,6,4,7,3,4,7,0,8,7,0,6,6,4,14,18,0,10,14,12,5,11,12,8,18,18,10,25,11,7,24,10,0,15,6,4,8,17,11,25,10,0,10,11,4,14,7,0,7,16,14,28,9,0,9,0,0,4,142,96,240
UCL122047,0,0,3,6,0,6,0,0,0,0,4,4,4,8,12,0,9,9,3,5,12,4,3,8,0,8,8,5,3,9,4,0,4,3,3,8,13,3,13,6,0,6,8,0,8,9,0,9,23,6,28,0,0,7,0,0,3,87,57,143
UCL122048,3,3,3,0,0,0,0,12,12,0,4,8,10,7,18,3,5,14,16,4,25,6,10,13,15,7,16,4,0,13,0,0,0,3,0,4,0,0,3,3,0,11,5,0,6,0,0,0,5,0,3,4,0,4,5,9,15,99,68,164
UCL122049,0,0,0,0,0,0,0,6,6,0,13,10,3,32,35,0,3,8,17,4,24,10,4,9,5,0,5,6,3,10,7,0,7,0,0,5,12,0,12,5,0,7,3,0,3,0,0,0,0,0,0,4,0,4,6,0,7,82,67,146
UCL122050,0,5,6,0,0,0,0,0,4,0,9,11,0,15,18,3,6,11,6,0,10,3,3,3,0,6,10,13,0,13,0,0,0,3,3,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,5,0,3,0,3,6,45,61,99
UCL122051,0,3,3,0,0,0,0,0,5,0,4,4,3,16,14,3,4,9,16,0,14,6,4,9,9,0,15,5,0,8,6,3,6,5,0,5,3,0,3,4,0,4,0,0,0,0,0,0,3,0,3,6,0,9,0,8,4,69,40,112
UCL122052,0,0,0,0,0,0,0,0,0,0,3,3,9,4,6,0,5,4,7,5,4,3,0,7,6,0,8,3,4,5,9,0,11,8,3,8,10,4,14,10,0,11,7,5,8,5,0,5,9,4,12,3,0,3,3,8,6,81,40,125
UCL122053,0,4,7,0,0,4,0,3,5,0,0,0,5,26,29,0,7,13,13,4,14,6,11,12,7,6,14,8,0,14,6,0,6,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,7,0,7,0,4,0,72,79,145
UCL122054,3,3,6,0,0,0,0,0,0,0,3,9,4,5,8,0,0,0,12,6,10,9,0,10,12,8,20,8,0,13,4,0,4,10,3,18,16,5,22,5,0,5,0,0,0,6,0,6,4,5,6,3,0,3,0,6,3,101,42,141
UCL122055,0,0,7,0,0,0,0,8,8,0,0,0,7,8,5,4,7,7,8,12,14,10,10,19,8,5,9,12,0,13,6,0,8,12,7,12,11,5,20,9,0,6,12,3,14,5,0,5,19,5,27,7,0,7,0,0,3,122,68,187
UCL122056,0,0,5,0,0,0,0,0,0,0,0,3,0,9,11,7,0,7,15,3,12,4,0,10,8,0,7,16,0,16,5,3,3,4,0,4,10,0,10,0,0,6,7,0,7,0,0,0,9,0,5,6,0,6,0,0,0,92,17,113
UCL122057,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,3,3,8,0,9,8,0,7,4,0,3,6,3,10,3,0,3,3,0,3,8,0,14,9,0,11,4,0,4,0,0,0,8,0,7,4,0,4,0,0,5,72,23,100
UCL122058,4,0,4,0,0,0,0,3,3,4,6,10,0,19,24,4,5,10,19,6,29,12,3,15,15,10,26,13,0,18,10,3,14,13,0,18,15,0,18,8,0,8,0,0,0,0,0,0,0,0,5,6,0,6,3,0,4,139,80,216
UCL122059,0,0,4,0,0,0,0,3,3,0,0,3,0,9,12,3,3,8,11,4,11,13,8,12,14,3,16,15,9,18,3,0,9,9,6,13,17,4,20,9,0,9,8,0,7,3,0,3,0,0,0,5,0,5,3,5,4,113,60,174
UCL122060,4,0,4,0,0,0,0,3,3,0,4,3,0,13,13,4,0,6,16,5,27,9,0,12,9,3,8,9,5,18,0,0,0,7,0,7,15,0,15,0,0,0,4,0,4,0,0,0,0,0,0,10,0,11,7,4,6,105,42,143
UCL122061,6,4,6,0,0,3,0,8,8,0,0,5,0,4,4,0,0,0,4,0,4,0,0,0,4,0,9,0,0,0,0,0,0,3,5,3,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,5,0,5,0,6,3,35,26,64
UCL122062,0,6,6,0,0,0,0,0,0,0,0,0,0,15,15,4,3,6,7,0,11,8,4,8,11,7,17,0,0,0,11,4,15,6,4,7,11,0,9,8,0,8,7,0,7,5,0,5,0,0,3,9,0,9,0,0,0,80,37,110
UCL122063,0,0,3,0,0,0,4,0,3,0,0,0,5,13,11,0,7,5,10,4,14,9,0,13,5,4,7,9,0,6,7,0,7,5,0,8,6,0,8,11,0,12,0,0,0,0,0,0,5,0,5,7,0,7,3,0,9,88,36,126
UCL122064,3,6,8,0,6,6,0,3,3,0,6,7,9,14,26,3,13,18,3,6,8,8,11,14,6,9,11,5,3,6,5,3,6,0,0,0,9,5,8,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,3,0,3,72,74,149
UCL122065,4,3,8,4,0,4,0,0,0,0,9,9,3,19,25,7,8,16,15,8,21,9,3,14,5,5,14,12,4,18,6,6,10,9,4,12,16,3,14,10,3,13,5,3,11,0,0,7,0,8,6,8,0,5,0,8,9,102,102,204
UCL122066,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,0,0,0,3,7,9,10,0,7,11,0,11,9,6,11,4,0,9,14,5,13,6,0,6,18,0,18,9,0,9,16,0,16,9,0,9,7,0,7,108,25,133
UCL122067,0,0,4,0,0,0,4,0,9,0,0,0,5,18,21,4,14,18,16,7,18,9,8,16,10,5,15,10,3,11,12,6,13,6,3,6,16,0,16,7,0,7,0,0,0,3,0,3,8,0,8,13,0,12,0,3,3,126,66,186
UCL122068,4,5,8,0,0,0,4,0,4,0,0,3,0,3,3,0,0,0,3,0,5,0,6,6,3,9,8,0,3,5,0,0,3,0,5,5,3,0,4,0,0,0,0,0,0,3,0,5,0,0,8,3,0,3,3,3,7,35,38,74
UCL122069,0,5,6,0,0,0,0,4,6,0,8,8,0,8,11,3,6,10,5,5,12,8,3,11,9,3,10,5,0,10,10,0,8,8,0,9,10,11,18,12,0,12,7,0,10,6,0,6,13,7,18,10,0,10,0,0,0,87,70,153
UCL122070,0,0,0,3,0,4,0,0,0,0,0,0,0,11,11,0,14,18,3,0,7,8,4,8,3,0,5,5,3,5,3,0,3,8,0,8,10,0,10,5,0,5,15,0,15,5,0,5,38,0,33,8,0,8,0,6,3,117,43,163
UCL122071,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,3,6,13,12,0,12,10,5,11,9,6,14,8,3,13,11,0,13,11,4,9,10,0,10,8,0,8,4,0,3,5,0,5,4,0,4,4,0,4,0,0,0,105,40,141
UCL122072,0,0,0,0,0,0,0,0,0,0,8,9,0,12,11,0,6,3,9,0,10,3,5,9,7,4,11,6,3,11,0,4,4,0,4,4,8,18,24,5,0,5,5,3,11,0,0,0,5,3,9,0,0,4,0,0,0,61,68,130
UCL122073,4,0,0,6,0,7,0,0,0,0,4,4,5,13,19,0,10,10,11,5,13,5,3,12,9,7,10,4,9,14,3,7,8,0,3,3,8,3,14,3,0,9,5,0,4,3,0,3,4,4,3,0,0,7,0,5,8,71,73,146
UCL122074,0,4,4,0,0,0,0,3,3,0,6,11,5,15,21,3,9,9,11,11,25,9,3,11,9,4,10,7,0,4,3,0,3,3,0,5,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,7,7,15,67,70,137
UCL122075,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,3,10,0,10,3,0,3,4,3,4,7,0,7,3,0,3,7,4,8,6,0,9,6,0,6,6,0,6,5,0,5,14,0,15,7,0,3,3,0,3,70,19,90
UCL122076,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,5,5,0,0,4,0,4,4,3,4,4,8,0,7,11,0,11,0,0,0,15,0,17,0,0,0,0,0,0,4,0,4,5,0,5,4,0,6,9,0,8,63,24,81
