UCL_CODE_2021,DC15_17FSEOMUolsET,DC15_17FSEOM_LpEns,DC15_17FSEOMT,DC15_17FUolsEVwwMSEO,DC15_17FUolsEVwwMUolsEVww,DC15_17FUolsEVwwMUolNwna,DC15_17FUolsEVwwMUol_pEns,DC15_17FUolsEVwwMUolsET,DC15_17FUolsEVwwM_LpEns,DC15_17FUolsEVwwMT,DC15_17FUolNwnaMSEO,DC15_17FUolNwnaMUolsEVww,DC15_17FUolNwnaMUolNwna,DC15_17FUolNwnaMUol_pEns,DC15_17FUolNwnaMUolsET,DC15_17FUolNwnaM_LpEns,DC15_17FUolNwnaMT,DC15_17FUol_pEnsMSEO,DC15_17FUol_pEnsMUolsEVww,DC15_17FUol_pEnsMUolNwna,DC15_17FUol_pEnsMUol_pEns,DC15_17FUol_pEnsMUolsET,DC15_17FUol_pEnsM_LpEns,DC15_17FUol_pEnsMT,DC15_17FUolsETMSEO,DC15_17FUolsETMUolsEVww,DC15_17FUolsETMUolNwna,DC15_17FUolsETMUol_pEns,DC15_17FUolsETMUolsET,DC15_17FUolsETM_LpEns,DC15_17FUolsETMT,DC15_17F_LpEnsMSEO,DC15_17F_LpEnsMUolsEVww,DC15_17F_LpEnsMUolNwna,DC15_17F_LpEnsMUol_pEns,DC15_17F_LpEnsMUolsET,DC15_17F_LpEnsM_LpEns,DC15_17F_LpEnsMT,DC15_17FTMSEO,DC15_17FTMUolsEVww,DC15_17FTMUolNwna,DC15_17FTMUol_pEns,DC15_17FTMUolsET,DC15_17FTM_LpEns,DC15_17FTMT,DC18_20FSEOMSEO,DC18_20FSEOMUolsEVww,DC18_20FSEOMUolNwna,DC18_20FSEOMUol_pEns,DC18_20FSEOMUolsET,DC18_20FSEOM_LpEns,DC18_20FSEOMT,DC18_20FUolsEVwwMSEO,DC18_20FUolsEVwwMUolsEVww,DC18_20FUolsEVwwMUolNwna,DC18_20FUolsEVwwMUol_pEns,DC18_20FUolsEVwwMUolsET,DC18_20FUolsEVwwM_LpEns,DC18_20FUolsEVwwMT,DC18_20FUolNwnaMSEO,DC18_20FUolNwnaMUolsEVww,DC18_20FUolNwnaMUolNwna,DC18_20FUolNwnaMUol_pEns,DC18_20FUolNwnaMUolsET,DC18_20FUolNwnaM_LpEns,DC18_20FUolNwnaMT,DC18_20FUol_pEnsMSEO,DC18_20FUol_pEnsMUolsEVww,DC18_20FUol_pEnsMUolNwna,DC18_20FUol_pEnsMUol_pEns,DC18_20FUol_pEnsMUolsET,DC18_20FUol_pEnsM_LpEns,DC18_20FUol_pEnsMT,DC18_20FUolsETMSEO,DC18_20FUolsETMUolsEVww,DC18_20FUolsETMUolNwna,DC18_20FUolsETMUol_pEns,DC18_20FUolsETMUolsET,DC18_20FUolsETM_LpEns,DC18_20FUolsETMT,DC18_20F_LpEnsMSEO,DC18_20F_LpEnsMUolsEVww,DC18_20F_LpEnsMUolNwna,DC18_20F_LpEnsMUol_pEns,DC18_20F_LpEnsMUolsET,DC18_20F_LpEnsM_LpEns,DC18_20F_LpEnsMT,DC18_20FTMSEO,DC18_20FTMUolsEVww,DC18_20FTMUolNwna,DC18_20FTMUol_pEns,DC18_20FTMUolsET,DC18_20FTM_LpEns,DC18_20FTMT,DC21_24FSEOMSEO,DC21_24FSEOMUolsEVww,DC21_24FSEOMUolNwna,DC21_24FSEOMUol_pEns,DC21_24FSEOMUolsET,DC21_24FSEOM_LpEns,DC21_24FSEOMT,DC21_24FUolsEVwwMSEO,DC21_24FUolsEVwwMUolsEVww,DC21_24FUolsEVwwMUolNwna,DC21_24FUolsEVwwMUol_pEns,DC21_24FUolsEVwwMUolsET,DC21_24FUolsEVwwM_LpEns,DC21_24FUolsEVwwMT,DC21_24FUolNwnaMSEO,DC21_24FUolNwnaMUolsEVww,DC21_24FUolNwnaMUolNwna,DC21_24FUolNwnaMUol_pEns,DC21_24FUolNwnaMUolsET,DC21_24FUolNwnaM_LpEns,DC21_24FUolNwnaMT,DC21_24FUol_pEnsMSEO,DC21_24FUol_pEnsMUolsEVww,DC21_24FUol_pEnsMUolNwna,DC21_24FUol_pEnsMUol_pEns,DC21_24FUol_pEnsMUolsET,DC21_24FUol_pEnsM_LpEns,DC21_24FUol_pEnsMT,DC21_24FUolsETMSEO,DC21_24FUolsETMUolsEVww,DC21_24FUolsETMUolNwna,DC21_24FUolsETMUol_pEns,DC21_24FUolsETMUolsET,DC21_24FUolsETM_LpEns,DC21_24FUolsETMT,DC21_24F_LpEnsMSEO,DC21_24F_LpEnsMUolsEVww,DC21_24F_LpEnsMUolNwna,DC21_24F_LpEnsMUol_pEns,DC21_24F_LpEnsMUolsET,DC21_24F_LpEnsM_LpEns,DC21_24F_LpEnsMT,DC21_24FTMSEO,DC21_24FTMUolsEVww,DC21_24FTMUolNwna,DC21_24FTMUol_pEns,DC21_24FTMUolsET,DC21_24FTM_LpEns,DC21_24FTMT,TDCFSEOMSEO,TDCFSEOMUolsEVww,TDCFSEOMUolNwna,TDCFSEOMUol_pEns,TDCFSEOMUolsET,TDCFSEOM_LpEns,TDCFSEOMT,TDCFUolsEVwwMSEO,TDCFUolsEVwwMUolsEVww,TDCFUolsEVwwMUolNwna,TDCFUolsEVwwMUol_pEns,TDCFUolsEVwwMUolsET,TDCFUolsEVwwM_LpEns,TDCFUolsEVwwMT,TDCFUolNwnaMSEO,TDCFUolNwnaMUolsEVww,TDCFUolNwnaMUolNwna,TDCFUolNwnaMUol_pEns,TDCFUolNwnaMUolsET,TDCFUolNwnaM_LpEns,TDCFUolNwnaMT,TDCFUol_pEnsMSEO,TDCFUol_pEnsMUolsEVww,TDCFUol_pEnsMUolNwna,TDCFUol_pEnsMUol_pEns,TDCFUol_pEnsMUolsET,TDCFUol_pEnsM_LpEns,TDCFUol_pEnsMT,TDCFUolsETMSEO,TDCFUolsETMUolsEVww,TDCFUolsETMUolNwna,TDCFUolsETMUol_pEns,TDCFUolsETMUolsET,TDCFUolsETM_LpEns,TDCFUolsETMT,TDCF_LpEnsMSEO,TDCF_LpEnsMUolsEVww,TDCF_LpEnsMUolNwna,TDCF_LpEnsMUol_pEns,TDCF_LpEnsMUolsET,TDCF_LpEnsM_LpEns,TDCF_LpEnsMT,TDCFTMSEO,TDCFTMUolsEVww,TDCFTMUolNwna,TDCFTMUol_pEns,TDCFTMUolsET,TDCFTM_LpEns,TDCFTMT
UCL313008,0,0,148,7,12,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,11,0,17,0,0,0,0,0,0,0,149,12,0,0,11,0,164,10,0,0,0,0,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,4,0,0,4,0,14,7,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,1249,17,0,0,17,0,1268,54,88,0,0,90,0,140,0,4,0,0,4,0,4,0,0,0,5,5,0,5,54,92,0,5,98,0,149,0,0,0,0,0,3,6,1301,111,0,5,119,3,1421
UCL313009,0,0,296,11,50,0,0,50,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50,0,0,55,0,62,0,0,0,0,0,0,0,300,57,0,0,58,0,359,29,0,0,0,0,0,29,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,29,11,0,0,11,0,41,4,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,6,2416,73,0,0,73,4,2491,113,399,0,0,399,0,513,5,20,0,0,25,0,24,0,0,0,0,0,0,0,116,421,0,0,424,0,541,0,0,0,0,0,5,5,2536,489,0,0,492,12,3037
UCL313010,3,0,227,5,5,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,0,7,0,0,0,0,0,0,0,226,7,0,0,8,0,234,18,0,0,0,0,0,21,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,18,4,0,0,4,0,25,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1656,27,0,0,23,0,1677,28,93,0,0,93,0,117,5,0,5,0,5,0,9,0,0,0,0,0,0,0,35,93,5,0,98,0,131,0,0,0,0,0,4,4,1683,117,3,0,121,8,1817
UCL313011,3,0,88,3,26,0,0,26,0,31,0,0,7,0,3,0,3,0,0,0,0,0,0,0,3,25,7,0,30,0,37,0,0,0,0,0,0,0,88,30,7,0,35,0,122,8,0,0,0,0,0,8,0,14,0,0,14,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,17,0,17,0,0,0,0,0,0,0,8,16,3,0,17,0,25,3,0,0,0,0,0,3,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,5,0,0,5,0,11,1711,82,0,0,82,3,1798,81,319,6,0,329,0,411,0,23,17,0,40,0,41,0,0,0,0,0,0,0,84,342,22,0,367,0,453,0,0,0,0,0,9,12,1799,426,22,0,450,14,2257
UCL313012,3,0,311,3,8,0,0,8,0,15,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,8,4,0,15,0,18,0,0,0,0,0,0,0,319,10,4,0,13,0,332,55,0,0,0,0,0,55,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,60,3,0,0,3,0,62,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,2332,15,0,0,16,3,2354,58,102,0,0,100,0,158,0,0,5,0,5,0,10,0,0,0,0,0,0,0,55,102,13,0,109,0,163,3,0,0,0,0,0,7,2390,117,13,0,124,0,2521
UCL314001,0,0,110,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,6,111,4,0,0,4,0,121,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,14,0,0,14,0,742,20,54,5,0,53,0,72,0,0,3,0,5,0,5,0,0,0,0,0,0,0,20,54,5,0,60,0,81,0,0,0,0,0,0,3,751,63,5,0,71,4,824
UCL314002,0,0,125,0,9,0,0,8,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,7,0,12,0,0,0,0,0,0,0,124,6,0,0,11,0,137,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,844,17,0,0,17,0,859,21,51,8,0,57,0,74,0,18,3,0,17,0,17,0,0,0,0,0,0,0,19,67,5,0,75,0,95,0,0,0,0,0,0,0,861,85,5,0,90,0,951
UCL314003,0,0,127,7,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,10,0,0,0,0,0,0,0,131,9,0,0,9,0,140,22,0,0,0,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,10,979,15,5,0,21,0,1000,40,47,0,0,47,0,88,0,0,0,0,0,0,0,0,0,0,3,3,0,3,40,46,0,3,53,0,93,0,0,0,0,0,0,0,1020,62,5,3,69,0,1089
UCL314004,3,0,87,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,11,0,0,0,0,0,0,0,87,7,0,0,7,0,95,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,36,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,854,9,0,0,9,0,865,33,43,0,0,43,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,0,0,44,0,80,9,0,0,0,0,0,9,896,56,0,0,56,0,945
UCL314005,0,0,83,3,3,0,0,3,0,10,0,4,6,0,11,0,11,0,0,0,0,0,0,0,3,7,6,0,12,0,13,0,0,0,0,0,0,0,83,7,6,0,12,0,95,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,762,30,91,0,0,89,0,121,0,8,19,0,34,0,32,0,0,0,0,0,0,0,35,100,26,0,124,0,156,0,0,0,0,0,3,3,791,101,21,0,127,3,922
UCL314006,3,0,137,5,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,12,0,17,4,0,0,0,0,0,4,140,12,0,0,14,0,155,7,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,4,0,0,4,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1106,35,0,0,35,0,1140,44,57,5,0,63,0,104,0,5,6,0,13,0,17,0,0,0,0,0,0,0,42,67,11,0,80,0,119,3,0,0,0,0,3,6,1153,97,11,0,114,3,1269
UCL314007,0,0,112,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,111,5,0,0,5,0,117,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,3,0,0,3,0,757,13,33,0,0,33,0,47,0,10,0,0,10,0,10,0,0,0,0,0,0,0,13,41,0,0,43,0,56,0,0,0,0,0,0,0,771,42,0,0,47,0,818
UCL314008,0,0,85,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,0,0,0,0,0,0,0,87,5,0,0,3,0,92,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,879,13,55,0,0,55,0,69,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,62,0,0,64,0,72,8,0,0,0,0,0,8,902,62,0,0,64,0,963
UCL314009,6,0,229,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,221,9,0,0,9,0,232,40,0,0,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,43,0,0,0,0,0,42,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,1557,31,0,0,33,0,1594,49,90,11,0,102,0,149,0,9,5,0,11,0,11,0,0,0,0,0,0,0,49,101,12,0,115,0,166,3,0,0,0,0,0,3,1616,135,11,0,143,0,1762
UCL314010,0,0,79,4,10,0,0,10,0,14,0,0,10,0,11,0,11,0,0,0,0,0,0,0,4,10,10,0,20,0,20,0,0,0,0,0,0,0,83,10,10,0,20,0,101,10,0,0,0,0,0,10,0,5,0,0,5,0,5,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,3,3,0,11,0,11,0,0,0,0,0,0,0,10,3,3,0,11,0,20,6,0,0,0,0,0,6,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,3,0,0,3,0,4,567,0,0,0,0,0,569,17,175,25,0,199,0,217,0,36,62,0,95,0,95,0,0,0,0,0,0,0,17,205,84,0,296,0,314,0,0,0,0,0,0,0,587,215,84,0,298,0,885
UCL314011,0,0,78,6,9,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,9,0,5,0,0,0,0,0,0,0,76,6,0,0,6,0,85,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,8,0,0,8,0,795,11,41,0,0,42,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,0,0,42,0,59,0,0,0,0,0,0,0,807,49,0,0,51,0,855
UCL314012,0,0,122,3,8,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8,0,11,0,0,0,0,0,0,0,128,8,0,0,8,0,135,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,18,6,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,6,880,17,0,0,17,0,897,29,35,0,0,35,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,0,0,38,0,66,0,0,0,0,0,0,0,910,56,0,0,54,0,963
UCL314013,0,0,72,12,12,0,0,12,0,25,0,0,4,0,6,0,6,0,0,0,0,0,0,0,12,12,7,0,14,0,27,0,0,0,0,0,0,0,80,12,7,0,19,0,100,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,6,4,0,3,0,10,0,0,0,0,0,0,0,0,6,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,9,0,0,9,0,520,39,202,9,0,215,0,251,0,20,24,0,40,0,42,0,0,0,0,0,0,0,44,224,33,0,254,0,298,0,5,0,0,5,8,10,551,233,33,0,267,8,823
UCL314014,5,0,151,3,9,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,16,0,13,0,0,0,0,0,0,0,144,16,0,0,16,0,164,37,0,0,0,0,0,37,4,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,4,0,0,0,0,0,0,0,35,6,0,0,6,0,45,12,0,0,0,0,0,12,0,4,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,0,0,0,0,0,13,4,0,0,5,0,20,1056,23,0,0,23,0,1074,34,54,3,0,58,0,95,4,13,5,0,11,0,16,0,0,0,0,0,0,0,38,66,5,0,75,0,112,0,0,0,0,0,0,0,1091,91,5,0,98,0,1190
UCL314015,0,0,157,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,162,0,0,0,0,0,161,26,0,0,0,0,0,26,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0,0,25,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1058,8,0,0,8,0,1070,20,20,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,23,0,44,0,0,0,0,0,0,0,1079,32,0,0,32,0,1113
UCL314016,0,0,107,0,5,0,0,5,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,10,0,0,7,0,11,0,0,0,0,0,0,0,108,10,0,0,7,0,120,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,825,29,0,0,28,0,857,39,77,3,0,85,0,125,3,12,10,0,15,0,18,0,0,0,0,0,0,0,41,89,12,0,96,0,140,0,0,0,0,0,3,3,867,114,16,0,127,0,998
UCL314017,0,0,178,12,16,0,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,16,0,28,0,0,0,0,0,0,0,184,17,0,0,20,0,203,13,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1664,20,0,0,26,0,1689,61,143,0,0,143,0,201,0,14,0,0,14,0,7,0,0,0,0,0,0,0,68,151,0,0,151,0,213,0,0,0,0,0,0,0,1724,173,0,0,176,0,1901
UCL314018,3,0,222,4,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,11,0,0,0,0,0,0,0,224,6,0,0,6,0,234,55,0,0,0,0,0,55,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,63,3,0,0,3,0,67,14,0,0,0,0,0,14,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,14,3,0,0,3,0,18,1701,36,0,0,36,0,1732,46,79,0,0,81,0,129,6,0,0,0,0,0,6,0,0,0,0,0,0,0,48,79,0,0,81,0,129,0,0,0,0,0,0,0,1752,109,0,0,115,0,1861
UCL314019,0,0,112,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,115,0,0,0,0,0,109,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,779,17,0,0,17,0,794,26,33,0,0,33,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,0,0,33,0,56,0,0,0,0,0,0,0,805,41,0,0,45,0,847
UCL314020,4,0,88,0,12,0,0,12,0,18,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,11,0,0,11,0,13,0,0,0,0,0,0,0,93,16,0,0,16,0,108,5,0,0,0,0,0,5,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,9,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,17,0,0,17,0,874,14,101,0,0,101,0,119,0,7,0,0,7,0,7,0,0,0,0,0,0,0,14,106,0,0,106,0,128,3,0,0,0,0,0,3,883,123,0,0,123,0,1007
UCL314021,3,0,183,10,6,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,3,0,11,0,0,0,0,0,0,0,188,11,0,0,9,0,195,31,0,0,0,0,0,31,3,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,7,0,0,0,0,0,0,0,32,3,0,0,4,0,42,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,1147,20,3,0,17,0,1170,54,33,4,0,43,0,96,6,0,0,0,0,0,6,0,0,0,0,0,0,0,64,33,4,0,41,0,105,0,0,0,0,0,0,0,1210,57,6,0,64,0,1269
UCL314022,0,0,179,10,16,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,16,0,21,0,0,0,0,0,0,0,187,16,0,0,16,0,199,60,0,0,0,0,0,60,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,68,3,0,0,3,0,68,18,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,20,1094,31,0,0,31,7,1133,61,40,0,0,47,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,40,0,0,47,0,106,5,0,0,0,0,7,7,1157,72,0,0,76,9,1246
