LGA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
LGA20110,39,269,56,0,363,38,226,41,0,297,88,519,51,3,663,186,520,61,3,765,227,569,54,0,857,267,710,71,0,1050,276,649,63,0,987,123,312,35,0,466,20,115,13,0,151,1280,3877,449,8,5609,48,241,37,0,318,44,212,34,0,290,111,487,57,11,663,227,526,48,0,804,282,597,63,3,939,269,741,67,3,1081,315,570,58,0,949,122,387,52,0,569,22,175,32,0,232,1440,3941,449,19,5850,88,507,86,0,688,81,436,76,0,590,200,1002,110,16,1328,420,1046,108,3,1570,506,1167,121,5,1799,544,1453,139,3,2135,597,1219,117,0,1931,247,694,88,0,1034,44,292,44,0,380,2715,7816,897,25,11454
LGA20260,48,222,22,0,287,37,204,49,0,296,86,504,229,0,828,105,410,216,0,733,132,475,206,0,816,180,584,162,0,924,200,532,113,0,845,103,282,62,0,445,20,114,20,0,152,909,3331,1079,10,5330,32,218,22,0,270,50,203,29,4,274,91,498,41,0,633,136,412,43,0,585,157,506,43,0,709,203,571,46,0,816,198,501,49,0,754,114,313,27,0,457,15,180,24,0,220,991,3404,320,3,4712,85,443,42,0,561,83,407,74,3,575,175,1005,274,3,1460,238,819,260,0,1320,291,979,249,0,1523,381,1157,203,0,1739,398,1043,159,0,1597,219,598,89,0,901,31,294,40,0,366,1902,6732,1395,9,10044
LGA20570,472,2873,191,0,3536,363,2994,231,0,3585,743,6513,430,11,7693,955,5356,326,13,6646,1115,5104,343,9,6570,948,4945,268,4,6171,1068,3959,279,6,5311,529,2198,219,4,2951,78,796,156,0,1027,6267,34727,2443,49,43484,608,2617,243,0,3469,543,2923,220,3,3692,894,6530,430,3,7861,1262,5838,338,0,7447,1266,5683,311,6,7265,1118,5512,282,9,6928,1264,4702,276,7,6244,607,2756,300,3,3663,90,1468,279,0,1835,7660,38028,2676,40,48404,1082,5489,430,0,7007,903,5919,448,3,7277,1637,13037,863,16,15556,2213,11193,669,17,14089,2381,10791,653,13,13838,2071,10455,551,15,13096,2326,8659,551,19,11553,1141,4949,521,3,6614,175,2264,425,0,2863,13925,72758,5121,92,91888
LGA20660,430,3074,125,4,3627,407,3067,173,11,3650,726,6950,341,17,8035,1097,7363,329,6,8798,1375,6578,262,11,8229,959,5755,231,6,6953,976,4581,213,10,5787,559,2738,181,5,3485,86,1086,128,4,1310,6609,41205,1993,80,49886,506,2596,92,8,3196,544,2726,121,3,3394,918,7048,328,21,8313,1615,7427,299,10,9350,1566,6861,232,8,8668,1091,6481,200,15,7791,1193,5260,248,25,6728,626,3351,211,8,4199,110,1867,184,3,2166,8168,43612,1920,98,53808,933,5667,223,6,6829,950,5792,294,6,7047,1641,14000,673,33,16348,2716,14790,623,14,18149,2938,13438,497,24,16896,2051,12242,434,21,14745,2171,9845,467,34,12522,1182,6094,391,17,7685,195,2955,313,15,3479,14776,84823,3914,178,103693
LGA20740,104,757,95,7,957,71,637,53,3,762,177,1434,129,0,1742,299,1580,161,0,2039,398,1776,182,3,2353,504,2359,170,0,3036,744,2353,217,0,3309,333,1227,167,0,1728,53,351,89,0,492,2690,12458,1261,11,16418,115,732,87,0,940,92,579,41,5,714,203,1552,138,4,1895,425,1636,166,5,2233,506,1851,152,3,2511,693,2564,202,3,3463,833,2436,237,8,3514,403,1206,172,0,1785,66,537,116,0,723,3339,13102,1306,20,17766,226,1490,180,7,1891,161,1211,94,7,1479,379,2988,261,3,3628,727,3217,329,7,4279,901,3627,332,9,4864,1200,4926,376,0,6501,1578,4786,454,8,6824,742,2432,333,0,3509,121,886,207,0,1210,6023,25560,2567,33,34185
LGA20830,162,1328,113,0,1607,133,1216,84,0,1438,339,2824,186,4,3352,489,2457,218,6,3173,572,2490,196,4,3259,561,2742,186,3,3491,696,2415,152,0,3264,370,1334,127,0,1830,64,408,54,0,525,3386,17213,1315,25,21942,208,1288,116,0,1617,188,1156,68,5,1415,448,3067,231,11,3761,667,2514,195,3,3378,656,2753,180,9,3592,718,2970,175,3,3873,822,2459,160,0,3445,384,1418,147,0,1945,60,665,87,0,806,4143,18295,1364,27,23834,371,2614,229,0,3223,329,2371,153,5,2856,788,5893,419,17,7113,1152,4972,412,16,6550,1225,5245,375,10,6854,1283,5712,358,7,7361,1515,4876,315,0,6709,747,2747,275,0,3772,122,1072,135,0,1339,7533,35513,2676,50,45772
LGA20910,463,2989,99,0,3555,382,2284,67,8,2737,348,3273,147,10,3784,717,4476,202,11,5417,1486,5790,256,24,7553,1223,5174,151,13,6555,1028,3743,141,13,4929,607,2230,142,9,2987,108,973,120,0,1205,6359,30939,1331,96,38722,540,2687,103,6,3334,428,1925,50,0,2403,463,3473,145,11,4094,1151,4930,222,3,6312,1905,6349,254,24,8533,1402,5585,173,12,7175,1211,4311,217,17,5756,632,2901,225,12,3771,169,1744,254,3,2167,7899,33903,1649,90,43544,1006,5677,201,8,6887,806,4205,115,4,5140,810,6748,297,27,7881,1869,9415,428,17,11730,3389,12131,509,51,16082,2619,10761,322,27,13731,2240,8056,358,28,10685,1240,5129,372,18,6758,276,2718,375,5,3378,14261,64839,2985,183,82266
LGA21010,46,297,45,0,391,30,255,28,0,318,74,545,70,0,687,123,458,69,0,649,129,604,65,0,799,226,802,91,0,1119,280,747,95,0,1119,150,439,55,0,642,22,172,26,0,218,1069,4327,538,0,5937,45,260,39,0,344,27,237,23,0,292,88,556,66,0,704,169,483,70,0,718,144,715,69,0,928,246,889,85,0,1219,311,775,70,0,1160,151,460,96,0,706,36,252,51,0,340,1208,4623,579,0,6412,94,559,85,0,734,54,493,54,0,606,157,1098,133,0,1396,290,941,142,0,1376,270,1317,134,0,1725,471,1692,172,0,2341,591,1527,165,0,2276,296,901,147,0,1350,51,418,78,0,555,2282,8948,1117,9,12353
LGA21110,1003,4874,153,16,6043,998,4970,191,21,6176,1168,8767,406,27,10364,1331,7774,318,28,9446,2356,8175,341,83,10957,1968,7491,257,58,9769,1628,5364,197,42,7232,929,3146,159,14,4242,170,1518,117,3,1815,11556,52066,2128,284,66034,1179,4434,157,11,5777,1256,4489,185,14,5950,1411,8721,367,25,10531,1984,8528,322,26,10864,3108,9193,350,36,12694,2154,8184,250,53,10645,1853,6196,249,37,8338,1029,4107,255,19,5417,189,2644,289,0,3124,14173,56510,2428,227,73342,2182,9308,310,23,11820,2256,9461,382,31,12129,2580,17486,771,55,20897,3312,16300,639,53,20303,5476,17367,688,120,23653,4128,15671,506,109,20414,3489,11559,448,78,15569,1958,7250,417,32,9659,358,4164,403,8,4937,25728,108577,4561,509,139372
LGA21180,344,4875,418,8,5645,483,5945,586,13,7025,859,13548,1475,36,15918,829,11325,1070,31,13256,775,10271,807,20,11872,740,10004,633,27,11399,590,7718,473,28,8812,249,4003,382,10,4636,54,1204,148,0,1405,4920,68883,5994,167,79968,429,4693,354,7,5481,693,5196,435,14,6342,986,12396,1189,26,14603,1057,11181,953,20,13208,968,11007,730,29,12736,953,10120,586,53,11710,690,8211,495,43,9434,254,4406,362,14,5030,29,1944,293,3,2269,6061,69151,5400,196,80804,775,9564,775,10,11127,1177,11144,1019,23,13363,1846,25948,2665,58,30520,1889,22509,2018,48,26460,1735,21281,1535,44,24606,1693,20117,1220,78,23111,1283,15927,971,70,18241,497,8408,742,25,9666,85,3144,441,4,3672,10979,138035,11388,367,160769
LGA21270,71,90,33,0,198,38,80,10,0,135,71,165,28,0,271,95,144,30,0,274,144,223,42,0,415,197,309,46,0,545,172,314,39,0,526,83,155,29,0,265,8,78,21,0,104,890,1559,279,0,2727,51,71,9,0,134,13,83,8,0,99,81,179,27,0,286,109,115,23,0,245,159,200,35,0,396,184,293,41,0,519,138,264,32,0,431,93,148,33,0,275,13,121,45,0,174,838,1474,246,8,2563,131,164,42,0,335,56,161,15,0,230,155,346,51,0,556,206,257,50,0,518,306,422,75,0,808,376,604,84,0,1067,307,579,73,0,958,173,304,67,0,542,27,197,61,0,278,1730,3032,522,8,5290
LGA21370,142,948,89,0,1178,96,799,68,0,961,206,1549,181,9,1947,312,1397,141,0,1851,422,1770,182,0,2376,483,2153,177,0,2821,537,1750,193,5,2482,290,1077,148,0,1511,53,387,71,0,509,2534,11823,1254,23,15632,153,797,91,0,1044,118,757,55,0,926,260,1632,155,4,2051,389,1518,143,0,2054,477,1894,154,0,2520,523,2178,160,0,2859,543,1759,158,5,2464,326,1093,172,0,1591,59,539,162,3,757,2852,12166,1252,15,16281,294,1747,180,0,2221,213,1550,121,0,1885,465,3181,340,16,4001,704,2910,287,0,3906,904,3665,336,0,4902,1005,4334,332,7,5680,1079,3506,353,5,4946,616,2163,321,0,3105,107,924,233,3,1266,5384,23987,2508,35,31911
LGA21450,334,3208,248,4,3791,296,3074,199,0,3571,613,7733,518,9,8873,962,7215,443,10,8622,954,5702,377,3,7036,707,4581,224,5,5519,603,3150,199,12,3969,301,1683,141,14,2141,44,469,68,0,585,4811,36817,2417,56,44113,425,2841,223,0,3492,406,2892,170,0,3467,805,8343,516,7,9672,1240,7153,433,7,8829,1087,5914,352,8,7360,806,4854,281,30,5976,752,3503,217,24,4493,313,1851,192,13,2367,45,695,141,4,889,5883,38040,2525,86,46532,759,6049,476,4,7281,701,5966,365,5,7037,1421,16069,1031,15,18543,2200,14366,875,11,17452,2037,11620,729,11,14397,1514,9442,507,35,11490,1351,6650,415,40,8457,616,3533,333,21,4511,86,1165,210,8,1470,10697,74857,4939,149,90640
LGA21610,839,10379,633,9,11860,981,10778,750,8,12517,1690,23562,1752,39,27043,2465,25065,1513,29,29070,2240,19031,1008,30,22307,1465,15542,750,63,17822,1096,9545,458,80,11181,488,4559,309,23,5376,69,1329,129,9,1539,11346,119788,7300,277,138709,1138,9576,557,0,11272,1291,9761,636,15,11704,2061,24816,1690,35,28596,2979,24522,1362,22,28891,2352,19413,1026,28,22821,1651,15744,745,148,18283,1317,10211,567,107,12202,558,5239,418,29,6246,89,2279,256,5,2631,13434,121562,7252,396,142648,1980,19955,1185,12,23131,2270,20543,1381,26,24224,3749,48372,3442,70,55638,5443,49587,2877,51,57958,4589,38449,2040,55,45127,3117,31284,1494,210,36105,2417,19756,1024,184,23378,1044,9797,731,53,11626,164,3603,387,13,4164,24778,241354,14553,677,281354
LGA21670,40,274,38,0,353,35,229,21,0,291,65,445,42,0,554,73,401,49,0,521,125,612,87,0,825,159,771,72,0,1007,213,810,85,0,1110,110,540,62,0,719,18,165,26,0,205,834,4252,484,3,5570,52,231,35,0,324,47,198,17,0,261,68,499,38,0,606,119,413,51,0,586,149,627,63,0,834,206,811,70,0,1090,261,789,73,0,1119,124,524,72,0,720,12,249,33,0,294,1039,4346,451,4,5841,90,508,71,0,674,76,428,41,0,550,137,944,81,0,1161,200,818,101,0,1114,271,1242,154,0,1663,366,1582,136,0,2093,469,1601,157,0,2227,232,1067,136,5,1433,27,409,62,0,499,1874,8597,935,6,11412
LGA21750,103,506,54,0,662,68,455,38,0,560,161,1059,114,8,1340,238,918,84,0,1237,260,1036,94,0,1392,325,1171,119,0,1617,353,990,95,0,1442,138,575,59,0,776,21,182,29,0,232,1669,6898,678,11,9253,92,430,41,0,571,65,411,25,0,500,170,1058,82,8,1320,308,859,75,5,1249,299,1057,88,3,1450,315,1191,100,4,1606,417,998,112,4,1537,162,562,76,0,804,39,326,37,0,402,1876,6896,644,14,9430,195,942,93,0,1234,128,865,60,0,1059,332,2115,196,10,2656,543,1773,161,8,2485,566,2090,185,0,2842,643,2361,219,4,3224,775,1990,207,3,2972,307,1134,131,0,1571,61,513,67,0,638,3545,13791,1322,24,18684
LGA21830,73,337,81,0,496,57,314,34,5,409,143,609,69,0,817,173,539,56,0,768,264,672,82,0,1022,307,857,76,0,1240,270,737,70,3,1082,137,399,52,0,591,24,153,33,0,209,1439,4616,552,5,6621,71,294,79,0,450,51,249,30,3,333,135,578,57,0,772,236,522,56,0,810,280,705,73,0,1050,295,900,62,0,1261,303,613,56,4,979,174,454,54,0,685,25,235,38,0,296,1566,4550,499,10,6621,144,631,159,0,936,106,564,63,4,738,280,1186,118,3,1590,403,1056,111,0,1574,539,1379,154,0,2069,608,1757,137,0,2498,574,1352,130,5,2055,311,856,106,0,1267,45,393,71,0,510,3005,9167,1051,12,13241
LGA21890,330,2928,149,0,3410,548,3899,306,9,4754,1367,11687,738,21,13817,1289,9735,553,14,11586,1361,8074,449,6,9891,864,6101,348,10,7332,549,4008,272,21,4848,215,2720,233,8,3172,53,1267,198,0,1519,6561,50421,3251,92,60324,514,2684,177,5,3378,755,3641,215,15,4623,1937,11935,644,18,14538,1918,9622,471,14,12027,1781,8205,368,12,10364,1133,6451,306,24,7913,704,4578,289,14,5583,279,3533,305,8,4129,54,1969,347,3,2373,9071,52618,3119,114,64919,838,5612,329,11,6787,1295,7538,515,27,9381,3304,23620,1386,41,28351,3203,19353,1024,25,23613,3140,16281,819,21,20252,1998,12562,655,33,15239,1250,8582,565,35,10430,492,6257,540,16,7300,108,3232,543,3,3891,15631,103036,6369,203,125246
LGA22110,159,926,143,0,1230,96,769,89,0,954,239,1693,202,15,2148,336,1603,219,3,2162,489,1920,230,0,2648,691,2712,257,3,3655,991,2999,292,5,4285,480,1666,201,0,2342,62,473,97,0,636,3544,14757,1729,30,20060,145,817,127,0,1096,109,711,85,0,906,325,1803,187,6,2312,474,1736,201,0,2409,628,2156,230,0,3008,832,2901,259,8,3996,1144,2685,275,5,4106,537,1589,211,6,2336,98,602,158,0,856,4283,14994,1743,15,21026,300,1750,274,0,2325,199,1474,180,0,1861,559,3493,393,16,4461,806,3338,421,3,4568,1119,4074,460,0,5656,1519,5607,515,9,7652,2131,5683,567,7,8388,1015,3251,407,6,4680,158,1069,259,0,1490,7820,29755,3474,38,41083
LGA22170,290,3616,217,3,4135,296,3383,202,0,3887,636,8070,591,15,9315,897,8064,545,6,9519,1001,7715,559,9,9274,734,6913,433,5,8081,713,4920,290,7,5931,359,2623,250,5,3236,65,868,186,3,1125,4993,46165,3281,56,54501,393,3051,239,0,3687,457,3168,213,6,3841,855,8360,566,10,9791,1356,8257,504,3,10117,1244,7932,443,3,9628,948,7362,348,8,8667,998,5437,309,15,6750,479,3119,368,16,3975,89,1483,359,0,1931,6813,48158,3350,66,58388,686,6667,462,6,7819,751,6555,416,9,7725,1495,16424,1160,30,19110,2253,16314,1046,15,19632,2243,15645,998,13,18900,1680,14273,786,12,16746,1711,10355,600,24,12686,835,5745,620,14,7211,155,2350,546,7,3059,11811,94325,6631,126,112888
LGA22250,39,181,13,0,237,35,172,35,0,243,64,351,34,0,448,123,316,57,3,502,138,441,54,0,633,174,581,57,0,811,202,591,79,0,876,138,334,36,0,502,23,128,20,0,170,937,3096,383,5,4424,56,170,33,0,254,36,152,8,0,201,65,344,30,0,446,147,317,41,0,505,172,438,53,0,662,194,585,47,5,832,252,501,64,0,814,137,346,50,0,537,27,178,21,0,227,1090,3028,365,3,4480,96,345,46,0,489,77,318,45,0,436,123,698,70,3,894,271,630,99,6,1012,304,875,110,0,1300,367,1165,106,5,1644,455,1089,144,0,1689,274,681,87,0,1047,48,307,43,0,399,2020,6122,750,14,8902
LGA22310,559,3567,114,5,4248,726,3801,206,19,4755,1059,9315,553,16,10945,1354,8768,381,17,10523,1706,7679,295,21,9706,1230,6189,214,24,7648,1105,4709,193,27,6028,445,2496,162,4,3102,101,1178,111,0,1383,8286,47700,2233,134,58347,761,3120,135,7,4030,970,3482,179,16,4644,1317,9486,492,22,11311,1825,9038,384,30,11271,2096,8184,299,9,10592,1411,6579,215,34,8246,1261,5214,264,41,6778,576,3210,238,9,4035,118,2156,279,0,2558,10339,50467,2483,181,63474,1320,6689,248,15,8273,1690,7283,389,40,9401,2377,18803,1042,37,22256,3182,17809,766,42,21802,3809,15860,595,39,20300,2644,12767,426,61,15894,2363,9921,458,67,12809,1017,5703,401,13,7138,219,3337,388,4,3947,18621,98164,4713,313,121814
LGA22410,74,435,53,0,559,64,379,33,0,474,122,726,66,0,916,191,721,89,0,1002,248,960,102,0,1309,345,1218,109,0,1676,398,1016,94,0,1505,161,503,66,0,730,20,170,21,0,216,1618,6136,640,8,8401,83,392,28,0,504,51,320,31,0,407,134,764,62,0,963,224,748,86,0,1054,314,987,69,0,1368,388,1149,89,0,1627,365,947,86,0,1401,135,556,61,0,759,18,302,43,0,363,1724,6167,557,0,8442,161,822,80,0,1065,111,705,64,0,880,257,1494,128,0,1885,411,1472,177,0,2054,563,1946,172,0,2680,729,2369,203,0,3295,770,1962,179,0,2912,298,1059,132,0,1488,44,464,69,0,576,3336,12301,1194,4,16843
LGA22490,104,716,59,0,882,58,512,36,0,603,108,1095,62,0,1269,239,1241,71,0,1556,289,1459,102,0,1848,292,1211,72,0,1574,272,979,71,0,1323,100,397,36,0,534,5,84,10,0,96,1462,7692,508,0,9667,127,617,50,0,795,65,420,28,0,518,141,1059,53,0,1252,362,1311,81,0,1755,353,1359,89,0,1809,289,1224,77,0,1591,231,872,48,0,1150,91,336,37,0,459,8,146,13,0,171,1665,7351,483,4,9498,225,1334,117,0,1673,129,929,65,0,1126,242,2153,117,0,2517,607,2560,151,0,3315,646,2818,190,0,3659,582,2433,145,0,3159,502,1852,119,0,2467,184,738,70,0,989,13,231,18,0,262,3132,15043,990,0,19170
LGA22620,416,2909,235,0,3562,418,3044,199,9,3668,734,6343,489,11,7578,951,5616,440,9,7013,1181,5415,455,4,7063,1099,5530,429,3,7056,1295,4595,353,9,6249,624,2579,257,3,3460,115,899,177,0,1197,6839,36936,3032,44,46845,530,2773,215,0,3513,522,3013,185,4,3717,935,6762,469,4,8179,1324,5929,430,4,7689,1399,5794,396,0,7591,1262,6322,417,4,8002,1469,4989,330,8,6797,624,2943,346,4,3913,100,1454,326,6,1881,8156,39972,3115,34,51282,946,5680,451,0,7077,937,6053,380,11,7383,1673,13110,958,17,15756,2272,11544,870,12,14699,2583,11213,857,7,14657,2358,11845,846,9,15057,2769,9580,681,12,13047,1247,5521,603,4,7374,208,2358,506,9,3079,14990,76902,6153,77,98132
LGA22670,281,3869,273,6,4422,462,5087,455,15,6018,891,12585,1293,26,14803,769,10256,854,32,11912,593,8162,599,21,9380,519,7292,538,27,8375,472,5504,331,36,6347,276,3227,292,8,3797,47,1202,105,0,1358,4324,57171,4734,173,66403,348,3576,264,7,4187,607,4428,329,12,5367,926,11131,949,27,13034,852,9656,697,20,11224,675,7980,497,29,9181,633,7262,427,43,8362,606,5965,397,45,7009,289,3673,294,11,4272,57,1850,187,3,2091,4972,55518,4035,199,64731,627,7443,533,13,8608,1069,9516,782,21,11387,1817,23711,2244,62,27835,1629,19916,1550,52,23138,1272,16141,1101,52,18558,1145,14555,962,74,16737,1081,11461,734,80,13351,565,6905,585,17,8069,103,3047,291,3,3446,9296,112694,8772,377,131136
LGA22750,969,6376,425,12,7783,965,7160,615,6,8740,1691,15907,1433,17,19043,2063,13415,1110,26,16608,2378,12528,932,9,15846,2074,12001,744,13,14832,2396,10241,629,14,13279,1270,5583,505,9,7365,187,2103,292,0,2575,13979,85309,6681,107,106077,1147,5870,384,16,7420,1296,6721,427,5,8453,2045,16061,905,23,19032,2908,13958,821,20,17701,2830,13573,705,15,17118,2488,13730,603,22,16842,2804,11605,697,24,15128,1361,6877,701,8,8951,207,3444,577,0,4224,17083,91842,5817,133,114872,2111,12251,810,31,15202,2261,13878,1038,17,17194,3738,31970,2336,38,38079,4965,27369,1930,44,34309,5207,26101,1634,28,32965,4559,25729,1347,36,31677,5198,21850,1324,38,28405,2633,12462,1207,14,16310,386,5547,867,0,6806,31058,177149,12494,242,220948
LGA22830,262,1701,220,0,2191,171,1615,192,3,1980,417,3487,466,8,4386,544,3026,395,6,3971,631,3287,400,5,4326,591,3198,334,7,4125,643,2498,240,0,3374,318,1454,189,0,1959,55,504,80,0,644,3631,20776,2510,43,26957,276,1521,159,0,1950,229,1544,157,8,1938,479,3732,371,9,4592,654,3208,337,3,4210,702,3251,279,6,4242,659,3319,282,0,4260,726,2594,220,7,3546,349,1559,227,5,2143,72,812,119,0,1001,4138,21542,2156,40,27884,537,3226,374,0,4136,397,3155,347,11,3915,896,7222,844,19,8977,1197,6237,731,9,8183,1329,6543,681,12,8570,1250,6517,612,7,8388,1366,5088,459,12,6923,666,3014,413,3,4105,125,1321,197,3,1647,7773,42326,4668,81,54842
LGA22910,37,297,33,0,376,15,214,19,0,250,94,498,56,0,647,158,635,71,0,865,253,842,87,3,1180,274,997,94,0,1370,351,918,93,0,1353,131,447,70,0,643,31,108,42,0,179,1339,4958,562,10,6866,62,256,27,0,351,25,171,19,0,215,112,495,61,0,672,222,623,71,0,917,298,870,77,0,1246,326,1094,95,0,1513,388,912,110,0,1408,146,422,79,0,641,22,198,62,0,279,1607,5037,592,7,7242,98,558,67,3,727,37,387,39,0,468,206,996,114,3,1315,383,1262,142,0,1780,552,1712,163,4,2428,596,2087,195,3,2879,738,1826,194,0,2764,279,866,143,0,1285,54,303,101,0,457,2944,9996,1156,17,14105
LGA22980,31,124,11,0,169,30,81,0,0,119,68,222,15,0,302,74,173,20,0,270,81,210,13,0,310,161,297,18,0,476,131,250,33,0,415,79,144,26,0,252,16,76,16,0,114,672,1580,158,0,2421,32,85,7,0,132,18,75,0,0,95,69,222,18,0,305,100,147,15,0,262,126,211,13,0,350,123,287,20,0,435,116,219,20,0,354,95,154,32,0,282,13,117,39,0,165,693,1512,167,0,2377,69,209,21,0,303,48,161,5,0,212,138,441,31,0,606,171,321,38,0,536,207,423,28,0,656,284,585,38,0,907,246,470,49,0,770,174,299,64,0,536,30,191,60,0,274,1372,3099,331,0,4795
LGA23110,201,1947,113,3,2263,236,2002,148,3,2387,485,5227,395,13,6123,740,5790,384,12,6928,904,4993,278,3,6170,696,4440,222,10,5370,518,3073,142,15,3748,217,1677,120,0,2014,49,685,55,0,790,4037,29831,1855,64,35789,251,1835,100,4,2188,286,1766,106,6,2162,581,5293,382,3,6259,1025,5900,301,8,7238,1068,5292,262,4,6625,767,4605,191,16,5575,609,3375,169,15,4169,250,2110,150,0,2515,48,1166,107,0,1322,4897,31344,1758,49,38047,454,3780,210,8,4454,524,3763,245,9,4548,1065,10515,782,18,12375,1764,11694,687,16,14163,1970,10278,538,8,12793,1463,9050,413,27,10951,1129,6449,312,26,7915,468,3789,266,0,4523,95,1849,166,0,2109,8937,61174,3615,117,73841
