LGA_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
LGA24650,49,70,494,468,191,1819,176,896,74,4238,346,830,1368,990,932,1256,655,851,192,7428,1660,4302,3097,2486,2751,1353,2148,1662,526,19983,2829,4864,2872,2599,3365,1270,2619,1642,499,22556,2176,2647,2048,1923,2691,1047,2056,1590,371,16550,906,1025,1095,1028,1401,635,1356,1040,198,8681,173,207,205,192,292,105,261,267,38,1750,13,17,11,9,13,4,7,29,6,104,0,0,0,0,0,0,0,0,8,5,8153,13965,11196,9686,11634,7487,9291,7980,1908,81295
LGA24780,37,19,209,150,52,612,38,362,29,1503,126,202,463,358,181,315,113,336,71,2178,551,1195,861,742,454,380,336,844,136,5491,789,963,673,557,537,287,324,634,110,4861,907,931,574,617,625,375,357,626,139,5155,811,667,461,546,589,326,451,641,91,4582,326,189,121,98,170,75,118,176,29,1300,50,14,8,7,14,8,8,17,23,146,10,0,0,0,0,0,0,0,8,24,3609,4183,3362,3065,2621,2373,1749,3636,636,25240
LGA24850,21,16,213,228,32,429,77,378,33,1428,119,151,498,451,156,255,151,295,48,2121,467,889,1133,790,618,335,442,544,125,5347,679,847,893,640,685,262,507,454,117,5088,703,706,740,588,747,297,507,474,95,4863,528,467,522,397,556,231,453,420,63,3632,195,159,132,78,142,53,108,99,26,1003,41,27,13,4,16,0,0,8,3,116,6,0,0,0,0,0,0,0,0,9,2761,3253,4149,3181,2966,1856,2255,2679,514,23608
LGA24900,22,11,158,130,18,243,17,213,25,834,77,78,242,155,63,115,49,185,17,978,278,396,441,321,171,124,133,420,47,2325,448,348,336,245,252,139,141,334,45,2291,570,362,319,316,330,190,216,408,44,2750,521,349,262,295,309,178,257,442,53,2676,272,113,60,61,92,50,98,102,20,866,76,6,7,3,6,3,4,16,15,136,10,0,0,0,0,0,0,0,0,19,2276,1654,1831,1522,1250,1046,911,2116,274,12876
LGA24970,45,197,214,746,272,1455,104,711,66,3807,405,2120,1017,1711,1270,1847,521,1069,193,10154,2159,8713,2399,1891,2506,1595,998,1591,537,22392,3974,7940,1890,1408,2510,1157,584,822,443,20720,3589,5766,1784,1508,2650,1095,689,990,349,18422,2034,3568,1360,1049,2016,706,664,955,222,12569,479,1001,351,277,631,199,191,282,74,3481,91,123,40,23,100,27,16,51,28,512,6,5,3,0,4,0,3,3,16,48,12778,29435,9059,8615,11956,8075,3776,6483,1929,92109
LGA25060,35,82,190,499,163,1134,75,540,34,2745,267,1110,783,980,815,1012,233,544,101,5847,1796,5950,1632,1418,1910,848,443,751,284,15026,3194,5400,1229,956,1908,675,367,491,287,14499,3057,3965,1227,1061,2252,781,455,644,234,13686,1698,2579,833,728,1769,543,451,505,155,9264,354,764,237,160,465,158,137,178,56,2509,48,60,29,8,32,24,9,32,18,259,4,0,0,0,3,0,0,0,6,10,10451,19906,6153,5817,9320,5187,2164,3684,1166,63848
LGA25150,6,25,190,143,33,325,33,281,22,1055,57,133,368,237,158,226,97,174,30,1474,332,734,838,467,486,220,281,322,58,3732,587,881,676,435,581,210,338,297,80,4088,658,728,542,438,636,217,394,288,80,3974,440,460,368,384,485,173,339,285,47,2979,165,110,91,53,135,49,95,91,16,798,54,10,3,0,9,5,13,10,11,118,14,0,0,0,0,0,0,0,0,12,2304,3077,3080,2151,2522,1430,1588,1750,337,18235
LGA25250,25,81,234,473,108,1017,80,590,27,2646,350,1508,1220,1785,1051,1414,375,1073,155,8933,3199,12017,3301,3110,3292,1652,979,1622,518,29694,4307,9624,2086,1567,2673,881,664,797,397,22994,2991,5252,1621,1240,2297,780,655,748,293,15879,1398,2711,1055,876,1654,543,592,704,156,9689,227,582,205,197,327,123,147,216,40,2066,34,49,15,17,16,15,14,36,17,206,4,5,0,0,0,0,0,0,4,15,12528,31830,9741,9265,11415,6431,3501,5787,1614,92121
LGA25340,65,68,753,1139,130,1548,106,1019,99,4922,272,522,1585,1394,438,1003,220,643,112,6195,1312,2818,2833,1576,1037,841,365,941,207,11925,2825,3607,2489,1424,1618,865,406,903,244,14378,3662,4029,2568,1867,2304,1318,668,1260,331,18004,2673,3205,1967,1487,2191,1130,735,1201,235,14826,1006,1329,523,344,877,424,236,395,140,5267,208,192,64,26,120,56,37,70,55,826,10,17,0,0,3,0,0,0,6,53,12040,15791,12787,9247,8717,7179,2764,6438,1429,76389
LGA25430,6,0,57,71,12,140,9,120,11,421,14,26,105,83,24,52,27,79,4,415,117,272,233,149,109,59,58,133,13,1142,278,589,206,164,152,69,51,118,27,1666,325,663,291,225,203,102,83,154,30,2083,329,511,239,267,227,111,109,215,30,2030,151,217,60,49,96,45,37,58,7,713,40,24,9,0,8,3,0,5,0,92,0,0,0,0,0,0,0,0,0,10,1253,2310,1185,1012,833,584,376,873,134,8566
LGA25490,20,3,88,69,13,150,15,134,17,502,61,30,99,90,34,58,32,118,14,538,253,290,257,156,108,75,66,181,19,1405,351,339,226,150,149,79,71,167,18,1544,496,327,189,180,178,88,111,200,35,1803,536,272,164,181,157,88,138,233,24,1797,359,83,43,43,57,35,38,54,16,737,110,3,3,4,4,9,0,13,14,152,20,0,0,0,0,0,0,0,5,27,2215,1353,1063,868,703,577,470,1102,162,8503
LGA25620,0,4,61,76,12,56,3,97,8,316,20,37,128,86,16,31,17,64,10,409,111,154,276,124,110,55,58,97,13,998,213,211,253,145,137,51,63,103,18,1206,291,251,263,173,196,91,123,173,24,1577,327,243,205,153,178,101,141,184,42,1571,171,96,63,52,52,32,38,55,14,577,85,15,0,0,10,3,4,10,3,139,12,0,0,0,0,0,0,0,4,16,1232,1001,1261,808,715,426,449,784,133,6813
LGA25710,21,45,300,427,92,674,47,431,24,2059,145,414,688,537,339,511,118,292,43,3088,550,1539,931,494,528,265,112,215,59,4677,1389,2252,852,468,827,230,134,184,114,6456,1926,2495,1004,775,1221,402,243,288,102,8453,1315,1705,823,579,1164,398,254,312,84,6642,339,500,175,103,329,127,88,109,36,1806,57,62,24,13,34,18,17,24,6,254,5,3,0,0,0,3,0,0,0,11,5747,9008,4798,3400,4537,2627,1012,1845,466,33447
LGA25810,5,0,29,41,7,95,8,88,10,286,28,34,83,93,28,47,25,99,6,440,116,155,145,146,81,56,71,233,21,1025,150,151,103,118,75,57,54,119,14,842,207,142,130,170,109,61,72,155,19,1057,250,130,97,167,121,49,104,168,16,1104,138,52,35,41,36,20,36,31,11,406,52,3,9,3,7,6,4,5,3,90,3,0,0,0,0,0,0,0,5,7,952,673,628,783,461,392,367,900,99,5257
LGA25900,13,48,62,376,73,372,44,219,9,1214,252,865,418,955,547,568,128,282,68,4083,2745,7886,1915,1826,2035,1248,380,807,323,19164,3751,5968,1046,832,1579,733,201,343,278,14737,3118,4188,635,643,1316,600,167,280,193,11140,1790,2729,451,481,955,420,153,237,101,7325,473,964,115,112,303,133,48,73,60,2285,78,144,14,15,37,29,7,14,27,372,0,10,0,0,0,0,0,0,4,16,12234,22804,4659,5240,6842,4094,1129,2263,1068,60333
LGA25990,7,0,28,17,0,30,10,41,6,143,14,14,53,33,13,21,11,40,0,201,66,67,81,66,37,28,34,58,9,439,103,92,62,45,57,23,45,54,9,489,161,85,79,96,85,36,69,79,17,713,155,90,67,85,76,40,74,84,14,681,95,38,19,21,23,18,16,27,12,271,34,5,5,0,5,5,0,0,0,52,10,0,0,0,0,0,0,0,0,10,639,388,391,367,296,199,253,393,76,3006
LGA26080,0,0,7,14,3,12,0,18,0,59,0,12,6,19,11,13,3,12,0,83,19,47,27,11,11,10,0,0,4,146,41,73,29,19,12,7,4,11,4,192,50,81,21,20,45,21,3,16,4,265,78,124,34,37,51,27,4,20,12,384,34,87,13,7,27,11,0,3,11,201,18,13,3,0,5,4,0,0,5,45,3,0,0,0,0,0,0,0,0,5,247,448,132,134,165,106,18,79,35,1362
LGA26170,28,10,135,165,19,246,7,189,29,833,63,67,218,147,64,109,37,158,18,884,257,373,433,259,179,163,111,240,32,2049,459,504,401,242,245,138,167,234,54,2438,669,568,399,323,386,182,193,321,64,3110,645,510,325,262,340,182,246,344,59,2910,441,178,118,75,112,61,70,128,30,1218,123,13,7,6,15,4,6,13,18,212,10,0,0,0,0,0,0,4,6,23,2700,2227,2033,1483,1364,1096,843,1626,294,13675
LGA26260,15,3,65,80,16,132,10,128,10,468,47,52,126,88,43,75,13,113,3,574,190,295,231,168,88,101,61,172,19,1324,306,301,174,128,151,99,65,117,14,1342,356,289,202,177,176,109,87,160,17,1574,395,239,185,191,197,107,103,195,23,1638,299,93,53,50,70,29,37,68,11,703,69,17,3,3,3,10,3,8,12,126,8,0,4,0,0,0,0,3,6,23,1679,1291,1035,874,756,654,383,966,128,7766
LGA26350,32,69,51,493,113,495,24,261,17,1554,344,1498,420,1190,898,971,143,373,88,5921,2979,9631,1489,1434,2148,1320,295,554,327,20172,3224,5366,695,572,1222,694,121,224,216,12330,2789,3775,411,510,1201,557,113,192,188,9731,1808,2815,310,373,903,413,92,192,114,7015,642,1316,125,121,447,201,52,91,74,3062,138,291,18,17,64,51,9,21,29,637,26,27,0,0,3,0,0,0,10,74,11969,24785,3522,4696,7006,4708,848,1914,1062,60508
LGA26430,15,0,34,39,6,68,0,85,12,259,15,24,72,36,18,25,13,78,7,299,92,129,142,97,57,41,39,100,14,712,159,147,146,92,84,42,54,115,16,859,212,177,133,114,114,59,53,115,17,996,261,156,135,105,155,69,87,160,16,1137,228,84,48,32,48,18,26,62,18,565,79,4,4,5,6,4,4,7,9,123,5,0,0,0,0,0,0,0,4,14,1078,726,714,522,491,324,280,725,110,4966
LGA26490,10,9,102,277,22,331,25,267,14,1056,69,142,287,297,94,182,45,156,19,1286,406,1053,549,413,236,187,62,175,35,3113,987,1617,597,373,449,213,96,170,60,4561,962,1265,556,389,507,258,102,232,69,4356,678,875,377,316,465,224,126,197,57,3315,289,325,87,58,147,76,46,84,18,1122,63,38,3,5,14,14,4,8,0,146,7,0,0,0,0,0,0,0,0,8,3464,5326,2558,2127,1943,1483,507,1290,277,18965
LGA26610,22,3,95,78,25,175,26,121,10,551,85,71,183,131,67,106,37,164,12,846,291,382,321,233,197,126,128,493,69,2240,381,305,229,182,210,108,105,393,64,1983,356,246,164,205,210,106,121,307,29,1735,397,223,185,200,217,107,162,311,34,1833,176,85,55,39,64,28,50,78,22,602,42,6,3,8,5,4,3,14,13,103,11,0,0,0,0,0,0,0,0,14,1759,1322,1229,1074,992,764,634,1882,251,9908
LGA26670,9,0,25,16,3,39,0,40,4,131,10,7,22,27,11,17,7,36,3,138,75,68,57,39,26,18,18,56,4,354,88,96,75,56,55,18,29,41,13,464,149,81,65,48,75,33,43,62,11,567,168,112,73,82,87,27,64,78,13,709,172,28,23,12,18,9,21,34,5,329,75,0,3,0,4,0,0,4,6,96,4,0,0,0,0,0,0,0,3,10,742,401,349,285,273,157,183,360,63,2805
LGA26700,15,8,122,170,38,305,18,303,34,1008,51,91,233,176,69,128,46,157,16,977,254,633,461,343,202,166,119,260,29,2473,409,662,390,320,265,156,152,253,39,2636,479,577,355,424,385,215,232,336,52,3062,445,489,308,349,347,194,262,327,35,2754,276,146,83,68,96,59,77,105,12,934,123,9,4,5,10,5,5,17,4,176,10,0,0,0,0,0,0,0,0,14,2061,2607,1959,1868,1410,1222,913,1760,230,14042
LGA26730,19,8,168,168,58,499,32,318,22,1287,69,141,273,286,120,229,60,252,28,1462,263,906,680,494,289,279,147,541,69,3670,421,893,524,418,355,217,144,375,42,3386,528,742,394,466,490,251,234,375,64,3541,415,598,295,393,439,254,255,397,42,3084,122,149,79,66,98,62,71,117,19,790,26,18,11,4,8,3,3,11,6,101,0,0,0,0,0,0,0,0,0,3,1873,3456,2427,2295,1863,1790,948,2393,295,17334
LGA26810,30,14,217,202,34,380,42,257,28,1198,150,205,346,282,107,173,58,216,27,1565,427,863,683,522,299,213,230,382,81,3709,613,789,607,445,351,205,221,396,74,3700,723,647,560,546,434,254,288,422,58,3930,688,584,458,470,463,226,325,476,78,3780,376,201,99,100,140,61,95,136,32,1240,116,15,8,10,13,10,4,26,24,219,13,0,0,0,0,0,5,0,9,25,3142,3325,2975,2577,1841,1521,1265,2313,399,19365
LGA26890,5,0,11,12,4,11,3,33,4,82,12,9,24,9,0,8,10,30,0,95,79,53,30,33,18,8,18,51,8,293,115,50,22,27,30,9,17,30,0,296,132,52,27,37,40,9,20,38,10,359,194,32,39,42,31,19,26,62,7,456,127,15,8,9,17,3,7,16,3,204,50,0,0,0,0,0,0,3,3,57,9,0,0,0,0,0,0,0,0,7,714,215,158,159,127,76,107,259,36,1860
LGA26980,69,169,228,789,199,1452,100,820,29,3852,382,1597,1014,1551,1025,1642,381,906,180,8672,1827,7340,1965,1684,2149,1290,578,1042,407,18297,3509,7819,1603,1204,2281,943,416,624,329,18731,3683,6029,1661,1438,2574,970,516,826,277,17980,1980,3566,1197,1104,1867,651,506,802,168,11842,435,1053,305,268,541,198,156,290,43,3293,66,141,29,35,72,28,14,44,27,451,0,11,3,0,4,5,0,3,7,37,11952,27730,8010,8068,10713,7182,2665,5362,1469,83154
LGA27070,77,87,553,610,195,1980,134,931,91,4656,411,1128,1803,1614,1093,1859,638,1235,251,10027,2255,6593,4474,3366,3353,1855,1962,2291,646,26796,3645,6817,3944,3459,4030,1662,2295,2060,637,28543,2697,3331,2823,2391,3442,1422,2013,2017,385,20515,1380,1634,1708,1560,2279,966,1653,1706,251,13135,275,361,375,314,467,203,400,455,53,2923,34,22,20,11,32,17,18,43,21,222,4,3,0,0,0,0,0,3,4,15,10780,19975,15698,13327,14885,9974,9114,10745,2332,106839
LGA27170,26,22,302,240,83,524,49,302,36,1576,92,148,557,435,158,238,142,201,25,1996,385,1005,884,748,455,289,345,458,88,4653,594,982,633,589,509,236,302,405,75,4329,608,788,463,498,606,296,353,388,65,4067,412,504,342,397,520,225,300,397,47,3141,135,133,75,77,114,62,100,117,7,833,26,12,10,8,8,10,8,21,6,100,4,0,0,0,0,4,0,0,0,9,2268,3587,3269,2991,2462,1880,1591,2298,357,20706
LGA27260,76,147,504,615,235,2150,270,1131,114,5254,488,1131,1995,1672,1222,1849,1533,1652,349,11885,2881,8703,4606,4074,4496,2392,4634,3092,1029,35896,5937,12816,4361,4604,6006,2282,4119,2610,1019,43754,3277,4598,2700,2724,3623,1281,2756,2004,492,23455,1480,1864,1507,1383,2219,837,1800,1444,222,12760,305,426,284,222,392,164,323,313,57,2489,32,26,18,10,13,6,15,26,8,158,4,0,0,0,0,0,0,4,5,11,14480,29715,15973,15304,18204,10968,15446,12283,3287,135659
LGA27350,16,30,39,231,67,351,25,179,17,950,259,1382,327,1058,720,692,93,276,79,4891,3296,11863,1631,1709,2196,1140,238,469,305,22841,3029,5842,773,614,1088,479,162,277,222,12486,2059,3247,442,411,780,286,143,243,125,7751,1099,2205,312,294,617,225,144,209,70,5171,279,835,94,74,190,77,22,63,17,1647,44,129,14,3,36,10,5,16,0,262,5,3,0,0,0,0,0,0,4,7,10078,25543,3635,4397,5689,3262,833,1733,837,56009
LGA27450,56,63,837,841,129,1349,95,1101,71,4546,298,595,1745,1265,621,997,294,855,127,6804,1565,3775,3674,1930,1778,872,649,1153,304,15708,2738,4232,2965,1641,2128,827,752,1155,272,16720,3114,3504,2692,1845,2572,1025,1033,1293,318,17398,2185,2444,2081,1492,2235,879,994,1185,204,13700,665,843,507,335,598,265,285,368,63,3926,127,102,34,28,48,33,23,58,14,468,7,7,0,0,0,0,0,0,8,26,10753,15578,14537,9373,10109,6256,4125,7177,1395,79290
LGA27630,7,0,17,28,0,25,9,54,0,134,18,15,36,21,13,17,24,20,5,163,61,88,57,52,39,32,26,66,5,435,101,60,52,64,39,29,31,39,6,417,157,60,40,62,54,31,45,41,5,505,191,96,67,80,71,35,59,71,12,689,81,23,9,26,21,8,10,30,4,216,40,5,4,0,3,0,5,0,3,58,6,0,0,0,0,0,0,0,0,6,664,344,272,340,241,184,201,328,45,2633
LGA29399,0,3,10,83,7,31,20,43,0,195,26,13,51,196,30,79,91,71,12,569,56,67,80,164,28,56,82,89,12,622,121,92,37,32,23,3,10,0,5,337,135,100,19,32,31,19,4,9,17,361,86,55,11,51,21,16,5,12,10,269,42,16,6,15,6,9,0,3,3,97,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,462,354,207,577,145,211,213,236,54,2461
LGA29799,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,4,4,0,0,3,4,0,16,3,11,9,8,0,0,5,8,0,44,9,10,11,3,4,0,8,6,4,56,0,8,7,3,0,0,12,11,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,36,22,4,0,29,33,5,170
LGA30250,0,0,0,0,0,0,0,0,0,5,7,3,0,8,0,0,0,0,0,16,0,9,9,10,0,4,0,0,0,40,0,5,0,8,4,0,0,6,0,29,8,9,0,4,0,0,6,7,0,36,10,5,0,8,5,0,3,7,0,31,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,14,36,11,7,10,26,9,159
LGA30300,0,0,28,21,5,31,15,27,6,124,11,37,29,32,14,10,16,47,5,195,54,77,59,43,39,15,38,58,12,405,92,49,40,36,47,20,32,59,8,382,143,65,41,38,38,34,51,65,10,480,130,44,32,23,41,21,62,68,15,429,66,19,16,10,20,3,12,31,3,171,20,3,4,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,523,291,245,199,200,142,229,354,55,2227
LGA30370,6,0,81,57,15,119,17,106,13,419,30,83,129,57,64,50,96,98,7,615,141,225,309,104,121,73,215,220,37,1454,264,205,314,111,149,68,282,209,50,1643,303,168,251,101,158,62,293,200,24,1561,327,121,173,95,120,55,268,197,19,1377,217,27,38,19,34,14,52,45,15,472,106,0,3,0,12,3,4,15,3,142,8,0,0,0,0,0,5,0,4,16,1403,825,1306,549,671,438,1233,1087,178,7697
LGA30410,7,5,18,12,0,14,0,22,5,79,12,16,21,15,3,10,3,44,5,121,43,52,46,25,24,10,8,48,7,270,76,35,23,15,27,12,23,29,7,253,95,30,31,37,47,14,24,48,8,333,101,36,24,14,44,9,35,45,3,323,53,15,11,6,12,9,11,20,11,136,19,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,402,191,175,126,160,76,116,262,39,1548
LGA30450,0,0,0,0,0,0,0,10,0,10,0,0,3,3,3,0,6,21,0,40,7,5,0,0,4,0,0,12,0,25,13,3,3,3,0,0,0,6,0,27,16,3,10,4,8,0,5,10,3,48,17,0,5,0,8,4,0,18,0,53,9,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,62,17,24,8,26,5,12,70,3,233
LGA30760,3,3,7,4,0,6,0,32,5,59,5,15,11,7,11,6,7,33,0,86,33,24,24,18,16,15,10,26,5,168,45,20,23,15,26,14,20,21,3,175,50,17,21,20,19,16,16,36,3,186,48,15,17,16,14,12,17,37,0,186,44,10,12,10,9,0,10,17,5,106,14,0,3,0,0,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,231,98,118,89,97,67,74,201,22,997
LGA30900,0,0,0,0,0,0,4,17,0,14,0,4,0,0,6,0,0,17,0,29,17,5,3,3,5,6,6,8,0,51,10,0,5,4,4,0,3,8,4,36,13,8,3,0,5,0,7,9,0,48,14,5,13,5,3,3,10,7,0,60,9,0,5,5,0,0,8,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,19,28,13,21,10,38,66,3,272
LGA31000,524,1380,2505,7289,2126,11173,1525,6865,400,33793,3240,14764,7677,13777,9620,10098,3390,6524,1165,70258,17074,60492,18890,17581,19675,9985,6881,10427,2873,163877,27550,58307,14786,11868,19158,6790,5617,7195,2746,154020,26304,43579,11494,10807,18861,6261,5041,6835,1996,131176,13917,24764,7644,6792,13454,4635,4240,5779,1180,82404,3176,6596,1694,1463,3504,1555,1229,1706,332,21256,527,805,157,107,378,251,94,204,139,2667,43,32,5,3,21,16,9,13,47,190,92356,210718,64863,69704,86797,50770,28029,45540,10877,659643
LGA31750,0,0,0,0,0,5,0,16,0,16,0,5,3,0,0,0,6,20,0,38,7,7,6,0,5,0,7,18,0,54,23,5,15,4,6,0,3,3,0,61,9,3,16,5,4,0,11,7,6,60,14,6,22,3,4,0,10,15,4,70,14,0,0,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,22,60,15,22,0,43,83,11,322
LGA31820,43,30,330,469,111,920,93,690,59,2746,168,269,557,644,329,441,197,679,64,3342,672,1234,1185,976,721,533,474,1363,135,7297,963,1450,947,1007,853,467,552,967,142,7341,1137,1550,1046,1134,1099,569,733,1040,154,8475,956,1149,918,1009,991,490,757,1053,102,7428,382,305,196,169,241,150,204,289,41,1971,113,31,23,12,35,18,19,39,34,310,10,6,0,0,8,0,0,0,3,26,4443,6011,5204,5425,4383,3586,3045,6107,730,38943
LGA31900,8,16,112,42,31,178,20,108,5,530,19,62,157,68,50,64,47,163,16,647,131,188,266,132,126,66,127,297,19,1353,225,192,217,114,165,80,146,164,22,1330,316,184,175,171,212,108,222,239,24,1653,337,135,161,161,181,83,226,274,27,1583,156,50,55,40,55,22,87,69,21,550,61,6,3,5,7,0,9,19,10,115,7,0,0,0,0,0,0,0,4,12,1257,823,1145,739,836,608,887,1341,146,7770
LGA31950,0,0,0,0,0,0,0,11,0,20,3,10,8,3,5,0,0,14,0,44,6,16,15,6,3,0,10,19,0,74,13,20,12,0,6,0,10,8,0,70,12,13,11,3,9,0,4,8,0,71,24,26,18,6,10,4,7,12,4,107,16,3,0,0,6,0,7,9,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,77,80,70,22,39,8,44,78,3,431
LGA32080,81,88,610,855,216,1835,151,1017,96,4956,273,731,1247,1302,581,851,276,742,114,6117,1322,3924,2957,2736,1638,1127,679,1305,281,15962,2270,4171,2576,2533,2151,1010,885,1412,283,17284,2576,3884,2362,2568,2438,1255,1102,1546,307,18032,1765,2699,1621,1612,2001,1075,1007,1390,207,13372,554,799,396,332,524,351,290,378,73,3696,118,85,32,24,68,44,20,51,22,458,12,3,5,0,4,3,0,6,7,36,8975,16370,11798,11966,9620,7545,4403,7845,1380,79905
LGA32250,0,3,6,9,0,3,3,44,0,65,8,10,17,13,16,9,6,70,5,140,24,34,43,34,14,13,17,48,9,225,34,34,28,33,25,9,20,20,9,204,46,32,38,26,37,3,41,24,8,252,48,39,23,18,26,18,43,49,5,271,23,22,17,6,16,8,15,19,9,121,0,0,0,0,0,0,5,3,0,14,0,0,0,0,0,0,0,0,0,0,180,180,162,127,126,58,147,275,42,1295
LGA32260,15,5,125,74,20,235,12,179,21,689,49,79,171,104,49,85,55,259,20,856,243,297,341,262,174,120,184,646,49,2316,347,290,323,258,232,127,172,442,45,2233,460,330,328,311,302,156,273,427,61,2647,458,382,316,304,345,186,312,458,56,2816,245,134,93,63,105,73,101,126,34,976,70,20,10,7,16,13,14,15,13,166,9,0,0,0,0,0,0,0,3,18,1892,1531,1703,1384,1240,993,1118,2562,293,12714
LGA32270,14,8,192,119,38,293,35,247,20,964,70,169,275,131,105,110,179,257,11,1311,332,525,678,232,268,178,580,442,76,3313,500,465,665,229,352,143,712,332,69,3471,557,309,536,192,319,163,690,301,74,3145,454,234,358,122,273,135,578,282,50,2482,205,57,80,20,70,26,132,66,16,668,71,8,6,0,15,0,7,12,17,137,9,0,0,0,0,0,0,0,0,7,2203,1770,2798,1054,1443,1057,2910,1934,329,15497
LGA32310,9,5,63,47,8,113,18,101,8,375,13,46,74,54,23,42,43,74,11,389,76,197,166,83,93,49,105,124,18,904,160,148,149,126,93,53,122,94,16,963,193,173,154,134,126,43,140,122,28,1107,197,144,123,99,89,47,121,129,27,986,86,37,33,24,34,25,34,38,20,325,25,4,3,0,0,0,0,7,3,45,0,0,0,0,0,0,0,0,0,0,763,747,767,556,468,385,588,697,132,5095
LGA32330,0,0,0,0,0,0,0,3,0,6,0,0,0,3,7,0,0,4,0,17,4,8,0,23,6,0,6,4,0,52,0,10,3,17,4,0,0,8,0,44,3,4,4,10,4,0,0,12,0,35,0,5,0,3,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,12,64,21,0,11,35,0,184
