LGA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
LGA45090,3622,3332,6957,1827,773,2604,452,1030,1481,125,132,252,80,45,124,2479,1976,4454,863,1135,1995,3.2,2.3,2.8,68.5,59.3,64.1,66.3,58,62.3,34,46,82,17,70,80,210,460,675,218,281,504,826,422,1250,48,60,107,68,47,112,943,529,1472,3493,3238,6735,574,522,1096,2399,2189,4587,1446,1379,2820
LGA45120,1854,1833,3685,820,362,1181,197,542,736,51,54,108,40,28,69,1110,983,2092,637,758,1395,3.9,2.6,3.3,60,53.8,56.9,57.7,52.3,55,20,33,55,20,41,62,98,255,351,80,210,295,515,250,763,20,45,70,24,25,48,557,318,878,1927,1867,3792,196,215,412,1438,1376,2812,567,605,1176
LGA45290,15261,16595,31855,6633,4453,11084,2700,4593,7289,363,502,866,571,453,1029,10265,9996,20264,4477,6078,10553,5.6,4.6,5.1,67.3,60.2,63.6,63.5,57.5,60.4,1824,1871,3703,457,803,1257,3949,4543,8487,1285,1547,2831,2023,1166,3188,100,142,240,215,270,485,2335,1583,3915,14071,15271,29344,3131,3238,6372,8752,9641,18392,7768,8174,15946
LGA45340,68045,73304,141345,28639,16436,45081,10105,21193,31297,2023,2687,4711,2836,1979,4809,43606,42290,85899,21934,28350,50293,6.5,4.7,5.6,64.1,57.7,60.8,59.9,55,57.4,1793,2302,4091,859,1935,2798,6364,10298,16658,5312,7851,13168,20407,12112,32519,1060,1475,2539,1169,1819,2990,22636,15407,38043,71269,74661,145930,8585,9388,17973,49886,51422,101311,25938,28760,54699
LGA45400,375,386,759,180,80,257,34,90,125,10,16,32,7,10,14,230,194,431,113,159,267,3,4.1,3.5,61.9,50.9,56.3,60,48.8,54.3,0,3,5,0,8,14,16,47,67,17,45,63,109,54,166,0,8,8,5,5,15,114,73,178,386,375,760,34,32,66,303,294,599,87,85,177
LGA45540,746,732,1481,148,91,236,72,127,197,31,29,54,44,16,63,293,259,554,365,377,741,15.2,7.3,11.4,38.8,35.6,37.2,32.9,33,33,9,8,18,4,10,14,16,44,67,22,60,83,140,83,221,20,19,36,12,16,27,170,115,285,662,647,1309,62,71,134,533,495,1027,171,193,367
LGA45680,37201,38871,76067,14718,8009,22727,4760,9030,13787,1280,1429,2708,2221,1843,4066,22982,20308,43296,11976,16209,28184,9.7,9.1,9.4,61.8,52.2,56.9,55.8,47.5,51.6,464,489,956,171,544,717,1767,2969,4735,2013,3117,5136,9153,7079,16233,773,972,1750,506,763,1268,10436,8808,19249,38658,39520,78178,6305,6653,12955,24396,24313,48707,17477,18811,36285
LGA45890,53976,55170,109149,22526,13924,36442,8629,14193,22820,1499,1853,3351,2409,1873,4283,35056,31848,66902,16690,21285,37970,6.9,5.9,6.4,64.9,57.7,61.3,60.5,54.3,57.4,3498,3939,7432,738,1481,2221,8246,10208,18459,4352,5013,9361,10313,6258,16574,613,777,1387,671,990,1656,11596,8021,19614,52451,53621,106076,9025,8852,17876,32442,33774,66216,25464,25556,51022
LGA46090,6130,5600,11729,2069,1375,3449,608,1224,1832,214,224,441,230,154,382,3133,2971,6098,2421,2180,4606,7.3,5.1,6.3,51.1,53,52,47.3,50.3,48.7,109,118,223,45,111,155,271,527,799,304,406,708,1549,731,2277,67,106,181,89,74,165,1703,914,2621,5215,5320,10543,827,891,1724,3755,3786,7541,1963,2103,4064
LGA46300,5641,6024,11669,2127,1261,3383,844,1741,2580,294,242,540,188,114,303,3449,3355,6807,1797,2316,4115,5.5,3.4,4.4,61.2,55.7,58.3,57.8,53.8,55.7,87,116,201,44,96,144,356,681,1035,322,508,832,1563,950,2510,80,153,228,88,133,215,1723,1237,2962,5449,5669,11126,934,1030,1967,3720,3803,7518,2308,2576,4886
LGA46450,6994,7271,14257,2501,1318,3823,743,1823,2571,201,234,435,317,210,529,3774,3588,7365,2744,3260,6002,8.5,5.8,7.2,53.9,49.4,51.6,49.3,46.5,47.9,91,85,176,40,113,151,286,636,920,305,503,803,1870,1081,2952,107,155,263,73,97,172,2051,1340,3388,6910,7085,13995,904,1026,1933,5059,5112,10173,2357,2588,4946
LGA46510,8965,9201,18162,4352,2855,7205,1643,2752,4398,252,300,556,296,226,518,6546,6133,12680,2157,2806,4962,4.5,3.7,4.1,73.1,66.6,69.8,69.7,64.2,66.9,932,946,1878,295,424,722,2179,2531,4711,815,889,1705,1401,746,2151,65,80,142,118,128,246,1577,963,2543,8938,9069,18006,1643,1547,3196,5637,5836,11473,4403,4325,8722
LGA46670,4229,4130,8362,1763,851,2616,500,1120,1625,169,166,339,129,88,219,2567,2230,4799,1364,1629,2993,5,4.1,4.6,60.7,54,57.4,57.7,51.8,54.8,46,63,107,22,55,74,232,408,633,232,335,567,990,587,1580,39,71,111,68,79,146,1097,739,1835,3941,3941,7884,645,556,1201,2773,2672,5450,1583,1613,3199
LGA46860,694,699,1394,278,132,404,96,187,280,38,51,88,12,8,14,417,375,792,243,286,528,1.9,1.6,1.8,60.2,53.7,57,59.1,52.9,56,24,15,38,8,32,32,63,88,151,56,71,130,194,91,287,3,9,12,12,19,31,213,118,334,635,642,1278,112,117,227,407,405,810,319,316,641
LGA46970,4000,1738,5739,2374,817,3195,215,277,495,222,117,344,45,29,74,2859,1243,4099,120,216,332,1.6,2.1,1.8,71.5,71.5,71.5,70.3,70,70.2,94,44,139,33,37,64,278,235,512,201,122,321,1319,333,1657,41,29,67,24,37,60,1389,397,1781,2620,1370,3990,761,508,1272,1453,611,2060,1773,1121,2896
LGA47140,57613,58662,116276,23804,13075,36874,8642,14376,23016,1663,1728,3391,2795,2319,5115,36904,31493,68395,18261,24763,43022,7.6,7.4,7.5,64.1,53.7,58.8,59.2,49.7,54.4,1970,2062,4027,471,925,1392,5213,6920,12133,3665,4815,8482,13039,8294,21330,812,1137,1947,725,1045,1771,14574,10471,25044,60051,60609,120664,8340,7974,16315,40682,41202,81878,23565,23618,47179
LGA47290,894,773,1663,477,186,671,83,214,294,15,15,31,14,14,31,592,435,1027,224,273,494,2.7,3.5,3,66.2,56.2,61.5,64.4,54.2,59.7,15,17,29,3,5,16,62,102,161,44,76,119,186,95,284,21,18,38,18,18,32,226,128,352,837,726,1564,109,112,218,588,519,1110,304,280,581
LGA47490,965,866,1834,360,142,503,135,248,379,41,51,88,19,11,30,557,447,1000,320,345,670,3.8,2.4,3.2,57.3,51.8,54.7,55.2,50.6,53,9,15,21,3,22,25,58,125,183,52,79,134,268,113,387,6,17,23,20,10,29,294,146,436,930,842,1770,112,128,239,720,650,1375,284,260,546
LGA47630,2998,2622,5619,1677,708,2385,315,773,1091,114,107,220,28,34,64,2140,1622,3762,576,805,1379,1.5,2.1,1.8,71.5,61.9,67,70.4,60.6,65.8,19,34,58,10,47,58,147,354,501,154,243,404,717,376,1096,39,52,96,52,62,120,810,488,1302,2869,2584,5452,409,368,776,1987,1739,3731,1133,1072,2203
LGA47700,39956,42463,82418,18639,10749,29392,5846,12187,18036,1119,1503,2626,1331,1079,2407,26942,25520,52461,12078,15925,27999,4.9,4.2,4.6,67.4,60.1,63.7,64.1,57.6,60.7,1748,1783,3533,597,1192,1792,5051,7058,12109,3834,4745,8577,10877,5824,16701,450,691,1142,678,1010,1682,12003,7517,19522,42348,44067,86413,4907,5144,10047,30516,31799,62312,14436,15241,29682
LGA47800,2334,2185,4522,966,390,1361,243,592,831,73,84,155,55,46,99,1335,1115,2449,758,876,1630,4.1,4.2,4.2,57.3,51,54.2,54.9,48.8,52,19,37,59,13,26,46,103,207,312,111,176,291,524,333,858,46,52,97,30,40,69,605,419,1025,2195,2029,4223,281,298,577,1612,1448,3063,761,773,1530
LGA47910,1151,1200,2356,476,196,668,119,348,469,42,39,80,23,16,32,656,595,1252,431,541,968,3,2.2,2.6,57,49.4,53.1,55.2,48.3,51.7,9,21,34,7,27,30,74,137,209,51,134,179,300,164,472,20,12,36,18,21,41,345,203,543,1168,1202,2369,127,129,257,853,852,1702,378,410,788
LGA47980,14933,17231,32162,6738,4599,11330,2613,4858,7471,352,519,875,471,428,900,10176,10408,20579,4438,6442,10881,4.6,4.1,4.4,68.1,60.4,64,65,57.9,61.2,2094,2013,4106,552,939,1492,4248,5105,9347,1246,1642,2880,1713,1000,2710,99,141,247,198,275,467,2008,1416,3427,14766,16514,31276,2736,3018,5760,9670,10936,20600,7054,7844,14895
LGA48050,6394,7513,13905,1466,842,2309,990,1648,2641,181,227,407,179,143,319,2815,2863,5684,3356,4386,7741,6.4,5,5.7,44,38.1,40.8,41.2,36.2,38.5,177,198,373,97,183,278,614,874,1493,530,878,1406,1722,1047,2768,70,137,206,152,191,337,1943,1370,3317,6148,7008,13154,931,1065,1994,3931,4528,8464,2905,3306,6215
LGA48130,2748,2707,5456,1111,451,1556,313,759,1079,106,107,207,89,62,144,1617,1371,2995,962,1188,2150,5.4,4.4,4.9,58.9,50.8,54.9,55.7,48.6,52.2,23,29,55,12,51,65,129,260,393,129,206,329,670,399,1069,46,56,104,40,49,90,755,504,1257,2760,2715,5481,424,386,813,1952,1889,3839,1042,1064,2109
LGA48260,3182,3694,6871,1367,926,2299,514,954,1465,77,103,184,91,81,172,2054,2062,4118,1017,1510,2531,4.4,3.9,4.2,64.6,55.9,59.9,61.7,53.7,57.4,447,436,882,104,163,271,864,1010,1870,275,343,617,357,257,612,18,39,52,40,61,101,414,353,763,2973,3451,6419,616,718,1336,1931,2263,4195,1528,1766,3300
LGA48340,4867,4794,9664,1946,885,2833,531,1362,1899,196,165,360,132,94,232,2812,2509,5316,1700,1966,3672,4.8,3.8,4.3,57.8,52.3,55.1,55,50.3,52.7,41,81,119,28,87,109,249,470,721,214,394,607,1234,734,1973,69,100,164,61,100,162,1365,935,2302,4732,4589,9318,619,663,1281,3503,3288,6799,1611,1766,3377
LGA48410,25353,26865,52218,11267,7290,18554,4739,7775,12514,688,959,1651,916,723,1637,17613,16749,34354,6946,9349,16294,5.2,4.3,4.8,69.5,62.3,65.8,65.9,59.7,62.7,1957,2178,4134,526,920,1448,5020,6238,11254,2339,2632,4973,4683,2516,7206,235,285,515,377,503,878,5291,3306,8596,24096,25342,49437,4632,4694,9328,14981,15938,30922,12436,12871,25305
LGA48540,8958,8716,17678,3748,1898,5657,901,1974,2877,309,302,610,427,302,727,5392,4484,9872,2948,3677,6625,7.9,6.7,7.4,60.2,51.4,55.9,55.4,48,51.7,141,172,313,59,134,193,508,843,1347,408,602,1011,2847,1332,4185,155,238,395,99,153,254,3104,1721,4825,8715,8406,17117,1260,1286,2542,6338,6069,12407,3119,3142,6262
LGA48640,471,458,935,259,126,384,38,130,168,19,22,39,5,3,13,327,273,600,109,129,238,2.5,1.4,2,68.4,60,64.2,66.7,59.1,63,3,7,12,3,7,12,19,46,62,14,45,53,118,55,172,10,4,12,7,12,15,130,74,195,468,465,931,46,51,97,373,373,747,120,122,241
LGA48750,2471,2550,5020,694,374,1065,387,663,1050,81,100,184,63,57,119,1233,1190,2421,1108,1226,2331,5.4,4.6,5,49.9,46.6,48.2,47.2,44.4,45.8,64,73,138,39,70,109,196,307,504,215,339,554,664,337,1008,30,43,76,54,79,134,750,465,1213,2351,2327,4673,364,401,767,1586,1571,3155,1015,1073,2086
LGA48830,5200,4895,10091,1562,646,2208,547,1140,1685,170,173,349,129,84,219,2415,2047,4460,2400,2463,4865,5.5,4.1,4.9,46.4,41.8,44.2,43.9,40.1,42.1,55,75,123,34,79,116,229,457,688,255,447,701,1424,663,2086,53,80,136,80,89,167,1556,831,2390,4880,4544,9423,588,601,1186,3700,3383,7088,1566,1543,3111
LGA49399,3884,1911,5793,1712,504,2213,223,264,488,270,150,422,63,37,99,2267,956,3224,631,591,1223,2.7,4,3.1,58.3,50.1,55.6,56.7,48.1,53.9,63,59,124,22,48,70,231,244,480,239,167,405,1016,246,1257,50,32,84,50,33,76,1114,304,1415,2622,1461,4080,459,303,758,1853,1042,2897,1121,642,1761
LGA49799,34,0,34,19,0,19,0,0,0,0,0,0,0,0,0,22,0,22,6,0,6,4.3,0,4.3,67.6,0,67.6,64.7,0,64.7,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,7,0,7,22,0,22,5,0,5,16,0,16,13,0,13
LGA50080,15094,16157,31252,6023,3511,9532,2163,4606,6771,552,539,1092,406,297,712,9144,8958,18101,5073,6380,11453,4.5,3.4,3.9,60.6,55.5,57.9,57.9,53.6,55.7,345,432,779,190,439,631,1261,2320,3582,1128,1785,2910,4102,2402,6503,290,447,735,209,389,606,4602,3242,7838,14412,15449,29861,2590,2831,5420,9568,10102,19665,6560,7358,13918
LGA50210,33884,36333,70226,17299,9424,26726,4362,9796,14155,1148,1380,2530,1472,1520,2994,24278,22117,46404,8003,12558,20562,6.1,6.9,6.5,71.7,60.9,66.1,67.3,56.7,61.8,1421,1582,3000,422,826,1251,3894,5878,9772,2991,3848,6838,8779,5532,14308,567,816,1390,440,769,1211,9788,7119,16903,37070,38604,75678,5372,5765,11133,23244,23784,47028,15979,17561,33544
LGA50250,9528,4149,13677,4799,1417,6211,420,536,959,589,330,919,65,54,115,5867,2340,8203,708,889,1601,1.1,2.3,1.4,61.6,56.3,60,60.9,55,59.1,199,115,309,63,81,144,600,572,1172,599,385,984,2869,579,3447,102,84,183,67,75,143,3037,732,3772,5757,2933,8688,1563,966,2526,3352,1466,4821,3683,2190,5872
LGA50280,6289,6759,13047,2603,1413,4016,1147,2350,3494,324,312,637,133,113,242,4211,4187,8389,1561,2080,3639,3.2,2.7,2.9,66.9,61.9,64.3,64.8,60.3,62.4,212,261,478,118,242,356,885,1427,2309,542,843,1387,1667,834,2502,86,117,205,103,163,263,1856,1119,2971,5984,6282,12268,1283,1358,2642,3762,3883,7646,3071,3385,6460
LGA50350,6055,6686,12739,2864,1942,4805,908,1805,2715,156,213,372,216,191,412,4151,4156,8304,1603,2246,3846,5.3,4.7,5,68.5,62.2,65.2,64.9,59.2,61.9,305,368,676,134,275,412,896,1343,2243,532,663,1194,1472,785,2254,93,121,209,68,157,229,1627,1064,2690,6149,6618,12774,916,964,1879,4130,4484,8619,2491,2717,5213
LGA50420,27752,29088,56847,13302,8542,21841,4305,7859,12164,816,1010,1829,1040,941,1976,19464,18347,37811,7135,9666,16803,5.3,5.1,5.2,70.1,63.1,66.5,66.4,59.8,63,1673,1994,3672,586,1056,1645,5356,6389,11745,2703,2999,5703,5467,2910,8374,307,463,775,350,645,993,6127,4022,10145,27230,27984,55219,4521,4748,9267,17548,18120,35675,12477,13005,25483
LGA50490,17719,17350,35062,8471,5255,13729,2597,4179,6775,669,614,1283,713,601,1315,12445,10648,23097,4008,5625,9637,5.7,5.7,5.7,70.3,61.4,65.9,66.2,57.9,62.1,1051,1006,2054,236,462,702,2788,3463,6256,1714,1830,3544,3685,1875,5555,273,291,571,226,333,553,4181,2496,6682,16050,15751,31800,3376,3394,6766,9248,9152,18404,9153,9005,18155
LGA50560,706,700,1406,214,109,326,71,150,217,31,33,65,25,17,44,339,307,648,274,309,584,7.4,6.2,6.8,47.7,44.1,45.9,44.2,41.3,42.8,5,9,17,8,10,15,44,80,123,42,65,108,155,72,233,10,12,17,11,16,25,168,96,266,619,623,1246,70,72,140,475,466,940,185,210,396
LGA50630,951,681,1631,523,183,708,91,129,224,81,51,134,18,15,38,714,385,1099,180,236,418,2.5,4.4,3.2,75,56.6,67.4,73.1,54.1,65.2,11,8,28,8,11,18,75,81,157,53,59,118,321,92,415,11,23,39,11,12,31,348,125,482,875,608,1485,188,158,348,565,402,965,446,325,771
LGA50770,704,719,1423,315,163,474,73,177,249,39,18,58,12,19,36,436,383,823,191,258,451,3,6,4.4,62.4,53.6,57.9,60.5,50.3,55.4,3,8,12,6,14,16,45,109,159,35,75,107,166,97,261,8,12,17,8,26,36,187,136,317,695,694,1386,80,94,175,524,491,1016,204,253,461
LGA50840,2137,2173,4313,852,400,1252,244,612,853,96,75,171,58,32,90,1254,1119,2367,713,914,1630,4.5,2.9,3.8,58.5,51.5,55,55.9,50,52.9,63,39,102,15,60,78,191,286,476,150,282,426,650,335,987,37,55,89,40,47,92,727,436,1165,1954,1949,3904,398,445,845,1326,1351,2676,918,951,1873
LGA50910,379,371,749,157,78,237,35,82,114,18,15,31,16,13,22,221,189,410,118,157,272,5.4,5.9,5.6,58.7,50.3,54.5,55.6,47.3,51.5,0,12,7,4,10,15,22,42,61,16,24,34,74,51,127,6,5,9,5,7,8,81,66,145,360,352,710,40,53,96,256,248,507,115,136,249
LGA50980,9921,10840,20761,3287,2777,6062,876,1775,2650,842,949,1783,242,217,459,5248,5709,10956,3255,3574,6833,4.6,3.8,4.2,52.9,52.7,52.8,50.4,50.7,50.6,313,461,776,147,402,545,1101,1918,3019,787,1117,1906,2472,1065,3528,105,218,321,159,216,372,2730,1496,4229,8488,8834,17328,1881,2328,4210,5602,5687,11289,4194,4888,9085
LGA51080,406,387,790,212,85,292,38,105,141,12,14,27,13,10,22,277,215,489,96,122,218,5.1,5.2,5.2,67.3,55.1,61.4,63.9,52.2,58.2,0,11,10,0,8,5,24,60,83,20,31,51,79,43,121,3,10,10,15,4,14,94,55,149,420,387,805,42,44,91,316,288,602,115,116,235
LGA51120,435,352,788,203,84,287,30,80,104,9,9,14,8,5,15,247,171,421,94,123,222,3.2,4,3.6,57.2,49.3,53.6,55.3,47.3,51.7,0,0,3,3,15,16,21,42,59,14,32,45,103,41,147,7,8,14,5,5,15,113,60,175,366,331,700,57,47,98,286,241,527,118,106,222
LGA51190,13063,13927,26990,5460,3148,8615,1521,3577,5099,432,436,875,463,414,872,7880,7574,15456,4365,5541,9903,5.9,5.4,5.7,60.3,54.4,57.3,56.8,51.4,54,336,327,668,163,345,505,1130,1819,2948,836,1257,2093,3608,2285,5888,240,362,603,161,322,480,4006,2968,6973,11741,12757,24491,2479,2662,5139,7781,8354,16136,5665,6353,12021
LGA51260,15166,17155,32320,6178,3521,9698,2376,5326,7696,676,659,1334,325,287,616,9552,9791,19337,4710,6407,11117,3.4,2.9,3.2,63,57.1,59.8,60.8,55.4,57.9,374,431,807,184,525,713,1633,2761,4390,1293,1976,3266,4401,2418,6815,223,370,598,227,456,685,4857,3244,8099,14870,16262,31133,2949,3288,6239,9540,10256,19795,7356,8369,15726
LGA51310,10837,11898,22737,5404,3111,8513,1845,3711,5557,273,405,678,299,289,583,7807,7522,15331,2787,4063,6854,3.8,3.9,3.8,72,63.2,67.4,69.3,60.8,64.8,1753,1454,3211,363,680,1047,3592,4057,7648,904,1195,2102,1004,520,1523,58,105,165,103,220,325,1167,851,2014,11433,12090,23524,1909,2082,3995,7557,7981,15541,5177,5582,10763
LGA51330,37796,38875,76671,16984,9818,26803,6947,11177,18131,1128,1163,2295,1543,1437,2976,26605,23600,50200,9747,13914,23657,5.8,6.1,5.9,70.4,60.7,65.5,66.3,57,61.6,3661,3466,7124,694,1249,1945,8218,9435,17652,3653,3990,7642,6196,3282,9476,488,545,1030,424,706,1130,7101,4530,11639,37620,38549,76165,7117,6794,13908,23089,24325,47416,19282,18853,38134
LGA51400,6346,7077,13419,3320,1845,5162,752,2230,2986,304,280,584,171,192,370,4546,4549,9095,1550,2247,3798,3.8,4.3,4,71.7,64.3,67.8,68.9,61.5,65,155,188,348,69,212,280,614,1133,1743,499,699,1200,2034,1279,3310,102,206,313,84,191,280,2219,1682,3899,6842,7272,14111,1154,1311,2469,4564,4795,9362,2983,3357,6340
LGA51470,275,228,506,134,53,187,19,51,72,9,4,13,7,6,14,163,119,289,69,73,143,4.2,5,4.5,60,53.3,57,57.5,50.7,54.4,4,7,11,3,3,6,10,20,33,19,24,36,80,20,98,8,11,14,0,5,4,87,36,122,218,189,406,35,29,67,150,119,269,93,86,184
LGA51540,3583,3384,6973,995,742,1735,276,471,745,349,305,653,83,53,139,1697,1581,3277,1364,1370,2733,5,3.5,4.3,47.4,46.6,47,45.1,45,45,73,74,144,36,73,113,285,436,722,235,303,537,879,341,1218,50,63,109,53,76,131,987,478,1462,3027,2865,5889,523,501,1024,2175,1997,4170,1200,1222,2422
LGA51610,608,609,1211,282,164,454,59,154,212,32,30,57,22,12,31,397,353,754,143,177,321,5.3,2.8,4.1,65.3,59,62.2,61.8,57.4,59.6,3,6,16,4,15,18,33,83,119,39,72,113,177,87,257,3,7,13,10,20,32,195,109,303,586,569,1152,77,75,151,416,392,809,215,222,433
LGA51680,2278,2318,4591,1100,600,1700,225,631,859,121,95,212,58,52,109,1502,1377,2879,623,787,1411,3.9,3.8,3.8,65.9,59.4,62.7,63.4,57.2,60.3,24,45,70,15,47,62,125,262,390,169,268,428,752,355,1102,26,60,87,32,64,93,808,476,1283,2245,2280,4522,361,372,738,1656,1653,3307,830,891,1715
LGA51710,1025,680,1699,411,244,649,67,130,194,33,25,52,3,6,12,513,404,918,311,115,428,1,1.7,1.3,50.2,59.7,54,49.7,58.7,53.3,21,26,45,15,21,33,53,91,144,51,60,109,190,64,258,20,19,37,6,11,12,213,99,313,617,518,1141,125,115,237,442,384,833,254,217,469
LGA51750,4254,4920,9173,1778,1199,2976,756,1255,2010,96,151,248,126,129,254,2753,2734,5485,1336,1975,3308,4.5,4.7,4.6,64.7,55.5,59.8,61.8,52.9,57,688,594,1278,139,287,426,1455,1631,3087,322,499,817,289,153,445,14,26,45,22,97,124,332,280,609,4047,4396,8445,912,1052,1966,2359,2655,5011,2387,2632,5023
LGA51820,44427,48036,92459,23693,13920,37612,6022,14565,20588,1533,1771,3310,1610,1505,3118,32860,31763,64625,9923,14587,24509,4.9,4.7,4.8,74,66.1,69.9,70.3,63,66.5,2239,2405,4644,697,1551,2252,6492,9603,16097,3891,5225,9116,11605,6100,17707,634,882,1523,633,1062,1696,12874,8047,20921,45764,47976,93739,7639,8453,16091,29463,30804,60266,20580,22528,43108
LGA51860,292,286,577,105,75,182,44,42,88,12,7,18,7,6,5,168,135,301,61,87,153,1.8,3.8,2.7,56.3,46.3,51.4,55.3,44.6,50,8,11,16,0,5,9,18,27,51,13,15,23,60,22,86,3,7,17,0,0,0,69,33,98,254,231,484,34,38,64,207,180,392,63,70,132
LGA51890,3541,3487,7032,1362,606,1967,302,865,1165,155,124,275,161,122,286,1977,1711,3681,1273,1510,2778,8.1,7.2,7.7,55.7,49,52.4,51.2,45.5,48.4,20,28,40,15,49,65,100,225,329,136,247,382,1179,643,1821,53,96,151,62,78,136,1296,814,2114,3460,3341,6799,532,560,1093,2599,2426,5027,1167,1258,2424
LGA51960,2378,1412,3792,948,365,1311,125,208,331,108,49,160,50,36,85,1228,660,1887,333,399,730,4.1,5.5,4.6,51.7,46.4,49.7,49.6,43.8,47.5,35,14,48,11,20,25,83,78,164,76,83,152,549,151,703,28,32,64,18,21,39,595,207,802,1426,1018,2449,382,274,655,940,628,1573,777,584,1364
LGA52030,496,422,918,180,74,254,36,92,122,17,17,38,17,10,21,246,196,435,179,172,354,5.7,5.7,5.7,49.8,45.6,47.9,47,43,45.1,6,3,6,0,15,14,17,47,68,25,33,56,127,43,170,7,9,14,15,9,24,141,71,212,430,360,793,50,65,112,330,267,597,131,137,265
LGA52100,405,387,794,236,111,354,38,104,142,12,12,25,9,3,12,292,238,527,97,125,221,3.1,2.1,2.7,71.6,60.6,66.2,69.4,59.3,64.4,4,5,8,0,13,11,17,54,75,18,48,61,102,46,147,15,13,23,4,13,20,119,71,186,379,375,755,64,62,130,298,269,565,128,140,274
LGA52170,3080,3314,6396,1416,809,2225,578,994,1571,88,116,204,82,69,150,2163,1991,4156,815,1207,2020,3.9,3.4,3.7,70.2,60,64.9,67.4,58,62.5,491,374,866,72,176,251,1107,1264,2371,218,306,521,200,94,301,15,25,38,27,67,97,247,188,437,3016,3125,6139,575,625,1204,1888,2007,3892,1531,1601,3135
LGA52240,447,396,849,227,86,309,30,113,147,23,15,36,13,7,16,293,219,508,110,128,240,3.1,2.7,2.9,64.7,55.4,60.4,62.7,53.9,58.6,0,0,7,0,9,9,23,39,66,23,34,64,90,65,156,13,7,21,3,7,17,107,76,189,439,374,815,46,56,104,320,261,580,140,150,288
LGA52310,375,346,721,148,85,236,40,92,133,14,13,24,8,3,16,214,193,414,132,116,248,4.2,2.6,3.4,56.9,56.7,56.8,54.5,55.2,54.8,0,7,11,0,4,9,22,39,62,37,24,61,91,45,134,0,15,14,3,13,10,96,69,159,376,337,711,27,39,65,288,255,541,99,107,206
LGA52380,400,155,554,224,39,265,29,9,40,36,17,55,4,0,4,297,74,369,74,63,135,1.7,2.8,1.9,74.2,47.7,66.9,72.9,46.4,65.6,12,0,16,0,0,0,28,18,45,35,21,54,132,20,158,3,3,9,0,3,4,142,29,170,304,107,414,71,26,95,196,64,266,166,64,232
LGA52450,568,492,1058,263,93,354,48,134,190,28,21,48,15,17,30,356,262,616,183,189,375,4.7,5,4.8,63,53.4,58.6,60,50.7,55.7,3,3,14,5,5,11,28,45,71,17,23,46,141,64,205,13,8,23,13,4,20,163,79,243,547,483,1033,97,82,181,384,323,709,226,210,434
