POA_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
POA2765,13364,43180,100,292,169,487,271,778,113,152,0,0,0,0,0,0,64,155,179,311,41,58,52,69,5,11,7,18,105,157,38,85,13943,44508,561,..,14505,44508
POA2766,3936,12542,213,632,755,2664,969,3304,24,48,53,60,53,124,0,0,51,129,184,364,0,0,0,0,0,3,22,69,20,74,14,39,5121,16318,256,..,5376,16318
POA2767,6479,20680,170,382,663,1995,832,2377,70,133,0,0,0,0,0,0,40,97,109,232,0,0,0,0,0,0,6,9,6,9,3,10,7428,23298,271,..,7699,23298
POA2768,7536,25514,154,470,524,1608,681,2080,5,3,0,0,0,0,0,0,7,16,8,14,0,0,0,0,0,0,0,0,0,0,0,8,8223,27625,211,..,8433,27625
POA2769,3855,14066,298,640,423,1400,727,2038,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,18,70,18,70,8,26,4610,16203,157,..,4770,16203
POA2770,15647,48910,859,2471,1826,5525,2686,7993,346,530,390,744,1184,2690,0,0,153,408,2073,4369,0,0,0,0,8,19,3,8,12,25,32,84,20446,61385,1340,..,21782,61385
POA2773,2032,5729,61,92,21,52,87,141,6,0,11,14,0,0,0,0,4,9,23,29,0,0,0,0,0,0,0,0,0,0,0,0,2134,5902,103,..,2238,5902
POA2774,4481,12408,135,219,105,211,233,435,0,3,0,0,0,0,0,0,15,39,15,41,0,0,0,0,0,0,0,0,0,0,4,3,4743,12886,192,..,4934,12886
POA2775,700,1443,0,8,0,0,0,8,8,7,0,0,0,0,0,0,0,0,8,7,13,16,8,12,0,3,0,0,23,35,10,11,737,1500,317,..,1058,1500
POA2776,1475,4022,14,27,6,13,17,42,0,0,0,0,0,0,0,0,9,15,8,15,0,0,0,0,0,0,0,6,0,6,4,4,1506,4089,74,..,1582,4089
POA2777,6003,16316,262,417,187,292,445,715,150,191,24,27,17,24,0,0,29,63,219,293,0,0,0,0,0,0,0,3,0,3,9,14,6689,17345,293,..,6982,17345
POA2778,951,2385,3,9,0,4,6,11,4,7,0,0,0,0,0,0,7,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,965,2414,60,..,1024,2414
POA2779,1883,4847,50,84,5,9,56,92,8,9,0,0,0,0,0,0,4,15,13,24,0,0,0,0,0,0,0,0,0,0,0,0,1949,4961,127,..,2078,4961
POA2780,5270,11347,187,290,209,364,395,656,390,578,167,243,16,28,0,0,38,88,609,943,0,0,0,0,0,0,31,48,28,46,40,57,6350,13039,1300,..,7646,13039
POA2782,2605,6132,64,89,32,41,97,131,0,7,15,19,0,0,0,0,12,24,31,54,0,0,0,4,0,0,0,3,4,10,4,14,2733,6341,369,..,3102,6341
POA2783,1045,2512,10,13,5,17,12,30,44,53,0,0,0,0,0,0,4,14,51,67,0,0,0,0,0,0,8,7,8,7,3,3,1118,2622,87,..,1209,2622
POA2784,509,1262,3,11,0,0,3,11,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,515,1273,62,..,576,1273
POA2785,2216,4578,37,73,13,19,48,90,17,16,0,0,0,0,0,0,14,28,28,41,0,0,0,0,0,0,7,10,11,12,8,5,2312,4736,665,..,2971,4736
POA2786,575,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,588,1225,233,..,818,1225
POA2787,1821,4237,97,153,0,3,98,153,16,20,19,24,0,0,0,0,0,0,33,41,12,13,3,3,4,5,0,0,18,22,7,10,1975,4466,398,..,2375,4466
POA2790,5816,13482,561,830,98,157,655,991,131,176,14,14,0,0,0,0,8,16,153,216,14,18,13,15,3,3,21,44,51,79,26,46,6699,14820,863,..,7562,14820
POA2791,144,301,0,6,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,12,0,5,148,323,26,..,173,323
POA2792,164,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,379,13,..,175,379
POA2793,479,1071,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,488,1083,131,..,615,1083
POA2794,4056,9574,262,369,29,46,298,415,97,133,9,17,0,0,0,0,7,4,107,154,25,35,15,27,3,3,11,14,49,82,17,31,4526,10249,475,..,4999,10249
POA2795,14725,38268,1353,2271,419,728,1769,2995,742,1112,9,8,0,0,0,0,21,35,771,1158,35,77,8,16,17,22,23,56,88,174,55,105,17410,42698,1621,..,19027,42698
POA2797,180,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,427,22,..,198,427
POA2798,787,2124,9,23,0,0,9,23,8,7,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,3,3,3,3,4,10,807,2170,59,..,872,2170
POA2799,1542,3867,69,84,7,12,77,99,17,27,0,0,0,0,0,0,0,0,17,27,13,12,0,0,0,0,3,14,18,26,9,20,1663,4041,146,..,1803,4041
POA2800,16266,42802,1506,2388,234,398,1743,2790,578,854,62,103,0,0,0,0,18,33,657,988,33,48,8,13,0,4,86,206,134,266,60,133,18858,46978,1590,..,20443,46978
POA2803,110,259,12,27,0,4,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,285,39,..,163,285
POA2804,1124,2633,31,62,0,9,35,64,12,20,0,0,0,0,0,0,0,0,12,20,3,7,0,0,0,3,3,9,13,21,0,3,1187,2740,157,..,1345,2740
POA2805,177,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,180,408,32,..,215,408
POA2806,364,839,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,369,847,47,..,412,847
POA2807,189,408,20,32,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,450,53,..,257,450
POA2808,106,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,217,55,..,167,217
POA2809,91,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,207,9,..,99,207
POA2810,1307,2866,36,54,0,0,35,53,53,62,0,0,0,0,0,0,0,0,53,62,5,5,0,0,0,0,3,11,8,16,3,3,1405,3001,209,..,1613,3001
POA2817,149,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,13,0,0,0,0,9,22,0,0,157,364,32,..,191,364
POA2818,322,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,323,837,16,..,345,837
POA2820,2515,6126,114,193,0,3,116,193,64,84,0,0,0,0,0,0,0,3,65,87,15,20,13,15,10,6,25,50,62,100,24,41,2775,6551,416,..,3184,6551
POA2821,1720,4444,98,132,6,7,100,143,23,42,0,0,0,0,0,0,0,0,23,42,13,16,0,0,0,3,9,11,21,30,12,18,1869,4684,217,..,2089,4684
POA2822,168,426,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,7,5,10,175,440,31,..,200,440
POA2823,495,1204,0,0,0,0,0,0,26,33,0,0,0,0,0,0,0,0,26,33,17,30,0,0,0,0,0,0,17,30,6,10,544,1279,73,..,613,1279
POA2824,780,1852,51,63,4,6,49,71,17,21,0,0,0,0,0,0,0,0,17,21,3,8,5,4,0,0,0,4,6,10,9,23,863,1972,172,..,1034,1972
POA2825,835,2030,49,71,4,4,60,81,6,3,0,0,0,0,0,0,0,0,6,3,11,22,4,0,0,0,3,4,18,33,22,45,934,2195,234,..,1168,2195
POA2826,63,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,72,170,0,..,69,170
POA2827,1381,3308,35,54,0,0,35,54,63,93,0,0,0,0,0,0,0,0,63,87,21,41,15,14,4,9,7,11,46,73,5,6,1539,3527,247,..,1781,3527
POA2828,336,787,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,24,3,4,0,3,0,0,15,37,9,17,364,841,37,..,404,841
POA2829,1096,2752,22,47,0,6,23,53,54,76,0,0,0,0,0,0,0,0,54,76,4,13,4,3,0,0,3,17,13,32,8,11,1199,2923,217,..,1422,2923
POA2830,14305,38666,1488,2583,77,145,1562,2730,1241,1994,21,26,0,5,0,0,21,50,1282,2076,62,123,8,7,0,0,35,76,108,206,84,131,17336,43813,1117,..,18458,43813
POA2831,695,1817,0,3,0,0,0,3,4,3,0,0,0,0,0,0,0,3,3,7,5,6,0,0,0,3,0,0,5,11,12,28,720,1865,114,..,836,1865
POA2832,728,1881,29,40,0,0,29,40,21,33,0,0,0,0,0,0,0,0,21,33,3,5,0,0,91,157,0,0,92,157,7,20,879,2136,121,..,1005,2136
POA2833,228,580,12,14,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,7,18,5,12,4,4,0,0,16,30,0,11,264,640,75,..,337,640
POA2834,598,1363,58,67,0,0,58,67,17,25,0,0,0,0,0,0,0,5,16,31,94,181,10,17,188,315,10,27,297,539,113,192,1078,2185,147,..,1230,2185
POA2835,1411,3407,61,100,3,6,67,110,106,139,0,0,0,0,0,0,0,0,106,139,25,44,28,61,0,0,8,27,63,128,9,20,1654,3804,510,..,2166,3804
POA2836,254,722,18,22,0,0,18,22,12,14,0,0,0,0,0,0,0,0,12,14,27,42,0,4,0,0,0,0,26,42,86,161,391,957,81,..,472,957
POA2838,98,229,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,19,113,258,21,..,136,258
POA2839,394,934,43,87,0,0,43,87,0,0,0,0,0,3,0,0,0,5,5,13,6,8,0,8,0,3,4,6,14,27,10,23,472,1082,99,..,568,1082
POA2840,880,2241,12,18,0,3,8,21,17,17,0,0,0,0,0,0,0,0,17,17,30,51,13,20,8,9,0,0,49,82,49,88,1001,2445,336,..,1336,2445
POA2842,296,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,5,5,13,22,0,0,304,711,82,..,390,711
POA2843,485,1187,20,29,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,8,0,0,509,1222,93,..,597,1222
POA2844,560,1247,15,20,0,0,15,20,0,3,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,8,13,8,23,6,15,589,1302,115,..,705,1302
POA2845,728,1868,17,23,13,23,34,48,4,6,0,0,0,0,0,0,0,0,4,6,5,3,0,0,0,0,12,38,13,39,8,6,785,1970,77,..,861,1970
POA2846,128,249,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,3,134,257,97,..,228,257
POA2847,990,2347,8,21,0,0,8,21,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,10,16,10,16,3,6,1022,2395,122,..,1144,2395
POA2848,747,1470,21,23,0,0,21,23,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,9,15,9,15,0,0,786,1525,126,..,912,1525
POA2849,713,1646,14,14,0,0,14,14,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,9,736,1670,167,..,907,1670
POA2850,6786,17484,597,1004,21,42,624,1046,44,64,10,12,0,0,0,0,0,0,53,74,45,55,92,158,3,8,19,33,163,249,21,32,7641,18889,1345,..,8982,18889
POA2852,1427,3583,29,47,0,0,29,47,26,35,0,0,0,0,0,0,0,0,30,38,12,12,4,4,0,0,10,14,23,33,7,8,1512,3711,184,..,1694,3711
POA2864,317,778,0,6,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,8,0,0,6,3,3,11,0,4,328,803,38,..,365,803
POA2865,355,898,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,9,15,4,0,0,0,0,0,8,13,10,16,0,0,372,925,64,..,438,925
POA2866,1018,2595,21,35,8,9,34,49,25,37,0,5,0,0,0,0,0,3,29,39,5,10,0,0,0,0,128,334,135,347,3,7,1215,3038,143,..,1358,3038
POA2867,241,623,0,6,0,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,245,637,56,..,297,637
POA2868,218,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,221,548,23,..,245,548
POA2869,609,1414,24,25,0,0,24,25,10,13,0,0,0,0,0,0,0,0,10,13,13,19,3,4,0,0,3,8,21,35,11,29,676,1510,104,..,776,1510
POA2870,4301,10878,166,287,18,18,185,313,319,434,6,12,0,0,0,0,3,7,324,447,23,29,7,16,0,0,12,31,44,84,37,73,4895,11795,612,..,5506,11795
POA2871,3312,8105,166,259,9,18,181,279,190,240,5,7,0,0,0,0,4,0,198,249,18,39,29,41,0,0,22,33,69,117,18,25,3771,8770,425,..,4196,8770
POA2873,236,511,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,3,0,0,0,0,0,3,4,13,253,532,31,..,282,532
POA2874,138,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,7,149,334,5,..,152,334
POA2875,331,755,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,8,17,341,778,55,..,393,778
POA2876,177,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,6,179,478,57,..,237,478
POA2877,1351,3326,60,73,0,5,62,77,19,37,0,0,0,0,0,0,0,0,19,37,3,7,0,0,3,15,3,6,17,31,6,19,1453,3488,303,..,1757,3488
POA2878,121,273,6,7,0,3,8,10,0,0,0,0,0,0,0,0,0,5,0,5,3,5,0,0,0,0,0,0,3,5,7,13,140,304,36,..,174,304
POA2879,264,547,7,8,0,0,7,8,0,4,0,0,0,0,0,0,0,0,0,4,4,19,3,3,5,3,0,0,10,27,23,41,302,627,119,..,426,627
POA2880,7646,16894,187,263,23,48,206,308,226,287,0,0,0,0,0,0,0,0,226,289,92,198,4,26,3,11,5,7,107,238,73,148,8260,17883,1542,..,9804,17883
POA2898,150,336,0,3,32,56,34,59,4,0,0,0,0,0,0,0,13,19,10,21,0,0,0,0,0,0,0,0,0,0,0,0,193,420,38,..,235,420
POA3000,10,29,0,0,54,100,54,100,48,92,233,419,2075,3576,21372,36325,0,0,23733,40412,0,0,0,0,94,94,12,20,103,110,187,271,24085,40923,10259,..,34347,40923
POA3002,89,193,143,317,432,1008,576,1324,248,387,657,1000,339,585,676,1121,3,8,1916,3102,0,0,0,0,0,0,3,15,7,11,7,16,2598,4645,857,..,3455,4645
POA3003,53,126,255,579,496,1145,746,1719,475,839,170,336,1205,2083,1413,2556,0,5,3258,5814,0,0,0,0,0,0,24,45,24,45,7,4,4079,7713,1113,..,5190,7713
POA3004,6,6,0,4,5,18,7,18,154,261,293,504,628,1096,5119,8897,0,0,6197,10762,0,0,0,0,10,5,0,4,8,6,31,44,6244,10846,1914,..,8164,10846
POA3006,3,3,15,31,152,308,170,341,0,0,285,557,981,1679,11257,19826,0,0,12524,22061,0,0,0,0,3,3,6,15,7,23,51,112,12752,22540,4738,..,17492,22540
POA3008,41,89,0,0,121,314,121,314,0,0,4,11,1058,1898,7149,13013,0,0,8209,14929,0,0,6,8,0,0,0,0,9,9,21,31,8397,15374,2425,..,10827,15374
POA3011,3852,9712,484,980,1042,2367,1526,3350,1277,2441,847,1480,1332,2123,1109,1803,12,27,4579,7874,0,0,0,0,0,0,71,150,71,150,20,36,10047,21121,2229,..,12277,21121
POA3012,5990,16311,1135,2107,1823,4467,2962,6568,1205,1935,638,1053,240,410,0,0,21,52,2108,3444,0,0,0,0,0,0,41,102,41,102,18,29,11117,26460,1222,..,12337,26460
POA3013,4467,11834,342,639,677,1643,1023,2278,296,465,248,375,47,74,111,180,3,20,705,1117,0,0,0,0,0,0,73,134,73,134,5,0,6276,15371,563,..,6835,15371
POA3015,4507,12346,709,1406,1396,3611,2113,5013,422,732,42,64,24,36,0,0,0,0,494,832,0,0,0,0,0,0,27,56,33,54,3,12,7146,18267,626,..,7773,18267
POA3016,3392,9500,812,1545,1203,3068,2017,4610,419,645,139,239,172,277,159,247,4,17,905,1428,0,0,0,0,0,0,7,24,11,21,22,33,6343,15593,782,..,7116,15593
POA3018,3679,9296,807,1422,841,1937,1654,3355,228,356,76,85,149,230,0,0,3,0,456,675,0,0,0,0,0,0,15,26,13,29,5,11,5811,13362,502,..,6311,13362
POA3019,1688,4989,842,1761,923,2547,1764,4308,34,59,61,152,49,92,0,0,6,13,148,316,10,12,32,43,0,0,16,30,55,91,4,8,3661,9706,311,..,3973,9706
POA3020,12206,34626,1232,2917,1381,3857,2607,6777,1043,1934,52,79,24,43,96,148,28,59,1239,2268,0,0,0,0,21,25,19,41,46,63,19,44,16122,43783,1493,..,17617,43783
POA3021,15449,45295,1318,3061,1023,2819,2338,5876,1316,2954,29,46,17,27,0,0,20,51,1384,3084,0,0,0,0,27,25,39,94,66,119,26,73,19258,54453,1308,..,20566,54453
POA3022,943,2447,117,255,137,286,254,546,3,7,0,0,0,0,0,0,0,0,7,11,0,0,51,56,0,0,0,0,51,56,0,0,1249,3060,98,..,1341,3060
POA3023,18086,58549,890,2098,1098,3052,1993,5149,45,73,62,111,309,553,0,0,16,20,430,759,0,0,0,0,0,0,4,13,4,13,12,21,20527,64487,1056,..,21580,64487
POA3024,10480,32613,367,962,116,279,484,1243,9,22,0,0,0,0,0,0,9,11,17,29,0,0,0,0,0,0,0,4,0,4,3,10,10982,33904,625,..,11612,33904
POA3025,3411,9033,507,1097,851,2231,1359,3331,127,189,42,82,4,10,0,0,0,0,178,284,0,0,0,0,3,3,12,21,14,29,4,18,4961,12683,380,..,5341,12683
POA3026,2340,8503,23,42,62,113,80,157,0,0,0,0,0,0,0,0,0,0,0,0,8,13,60,89,0,0,0,0,70,98,8,7,2505,8768,62,..,2568,8768
POA3027,2620,8706,43,158,123,317,165,469,0,0,0,0,159,287,0,0,0,3,164,294,0,0,0,0,0,0,0,0,0,0,5,4,2953,9482,229,..,3186,9482
POA3028,9406,24469,753,1555,361,889,1111,2443,377,723,0,0,69,108,0,0,10,27,457,858,0,0,0,0,0,0,7,22,7,22,7,15,10996,27807,726,..,11718,27807
POA3029,35169,116544,2861,8163,797,2113,3661,10281,1030,1985,0,0,42,45,0,0,11,24,1077,2057,0,0,0,0,3,4,0,11,6,19,37,122,39956,129020,2197,..,42150,129020
POA3030,34809,105945,2863,6104,1763,4373,4624,10479,586,1078,22,42,326,503,0,0,13,16,949,1641,41,58,3,3,13,8,3,12,57,84,13,19,40457,118170,3101,..,43560,118170
POA3031,1526,4031,1158,2393,2173,4993,3334,7389,360,555,905,1379,862,1431,1251,2455,0,3,3385,5825,0,0,0,0,0,0,38,57,38,57,8,13,8285,17320,1149,..,9437,17320
POA3032,4714,13496,849,1947,2322,5771,3173,7718,1083,1821,1497,2676,1784,3031,426,665,8,16,4788,8214,0,0,0,0,0,0,23,46,23,46,20,36,12708,29512,1656,..,14370,29512
POA3033,4512,12274,401,861,628,1528,1027,2385,46,87,0,0,0,0,0,0,0,3,47,93,0,0,0,0,0,0,11,24,11,24,0,4,5600,14786,349,..,5956,14786
POA3034,3544,9295,305,619,743,1927,1044,2549,20,49,0,0,0,0,0,0,0,0,25,47,0,0,0,0,0,0,18,36,18,36,0,0,4634,11933,269,..,4906,11933
POA3036,1922,5444,236,333,49,119,284,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2205,5908,143,..,2343,5908
POA3037,13043,42787,1855,4476,1116,3038,2970,7517,240,381,78,132,0,0,0,0,3,5,315,514,0,0,0,0,0,0,0,6,0,6,9,22,16340,50848,582,..,16922,50848
POA3038,8127,23940,741,1720,279,803,1027,2532,50,103,0,0,0,0,0,0,5,4,51,110,0,0,0,0,0,0,3,19,3,19,7,0,9210,26600,368,..,9577,26600
POA3039,3133,8709,516,1111,599,1460,1118,2569,670,1100,591,872,1368,2133,178,268,0,0,2808,4371,0,0,0,0,0,0,23,53,24,52,9,13,7088,15715,996,..,8081,15715
POA3040,5424,15924,587,1167,1605,3647,2186,4810,1690,3077,331,509,1115,1698,41,61,0,10,3183,5354,0,0,0,0,4,6,30,64,30,59,9,23,10842,26178,1341,..,12182,26178
POA3041,3148,9196,370,790,550,1388,922,2179,370,642,147,227,345,564,0,0,0,0,870,1442,0,0,0,0,0,0,17,39,17,39,6,8,4955,12862,445,..,5403,12862
POA3042,4628,11994,1021,1874,1075,2575,2094,4446,64,113,5,17,55,65,0,0,4,10,132,207,0,0,0,0,0,0,14,25,14,25,5,10,6866,16684,579,..,7448,16684
POA3043,5421,14464,1310,2328,308,733,1614,3059,27,55,33,38,0,0,0,0,0,6,62,95,0,0,0,0,0,0,0,3,0,3,4,15,7108,17632,456,..,7565,17632
POA3044,6628,18398,1677,3053,2386,5636,4065,8691,308,555,114,186,140,199,0,0,3,4,571,948,0,0,0,0,0,0,33,70,33,70,15,28,11307,28136,1006,..,12309,28136
POA3045,8,12,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,..,9,13
POA3046,8544,23243,1445,2935,3252,8003,4696,10937,857,1701,104,208,10,22,0,0,11,50,989,1977,0,0,0,0,14,10,17,34,32,46,19,42,14288,36238,1344,..,15627,36238
POA3047,5249,16177,288,577,664,1848,955,2425,825,2196,0,0,74,186,0,0,10,14,901,2396,0,0,0,0,6,6,3,6,12,13,20,49,7136,21055,672,..,7805,21055
POA3048,4686,15323,695,1855,192,611,889,2469,42,119,0,0,0,0,0,0,8,22,53,139,0,0,0,0,0,0,0,0,3,0,7,18,5640,17949,360,..,5994,17949
POA3049,3058,8417,239,449,371,821,606,1263,12,26,0,0,0,0,0,0,8,18,21,43,0,0,0,0,3,4,3,7,9,6,4,4,3696,9732,173,..,3871,9732
POA3051,280,701,654,1475,1163,2842,1816,4319,482,952,1050,1904,1637,2779,1893,3539,3,5,5070,9182,0,0,0,0,12,12,42,76,51,84,8,11,7220,14304,1587,..,8809,14304
POA3052,49,156,151,370,657,1755,811,2123,149,269,241,411,473,782,529,937,0,0,1390,2396,0,0,0,0,3,3,4,10,8,12,5,13,2255,4702,566,..,2823,4702
POA3053,94,201,465,933,771,2014,1233,2944,204,401,664,1109,1517,2489,3643,6230,0,0,6029,10228,0,0,0,0,11,7,45,93,50,99,20,19,7429,13492,2911,..,10334,13492
POA3054,288,764,1807,4132,603,1514,2413,5642,203,364,509,828,137,217,0,0,4,5,853,1414,0,0,0,0,4,4,48,118,50,120,5,14,3605,7958,535,..,4137,7958
POA3055,2551,6902,575,1164,807,1793,1384,2960,1839,2866,308,479,632,985,100,133,5,12,2878,4477,0,0,0,0,0,0,31,86,31,86,7,19,6854,14448,1023,..,7878,14448
POA3056,3961,10217,1802,3685,1525,3354,3319,7043,963,1584,796,1312,1968,3067,256,381,6,23,3989,6370,0,0,0,0,46,48,140,324,192,372,10,27,11465,24034,1599,..,13059,24034
POA3057,1480,3806,701,1399,1005,2358,1699,3760,384,601,194,333,2048,3259,731,1118,0,5,3361,5302,0,0,0,0,0,0,50,109,50,109,10,15,6598,12987,891,..,7492,12987
POA3058,9196,24841,1194,2406,2022,4566,3220,6967,381,642,261,462,509,836,93,184,16,32,1256,2152,0,4,0,0,33,31,34,65,61,94,22,52,13750,34105,1200,..,14953,34105
POA3059,6293,20515,114,314,97,232,216,548,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,23,6514,21085,250,..,6766,21085
POA3060,4117,12017,332,734,454,1230,786,1960,23,41,0,0,0,0,0,0,5,5,24,55,0,0,0,0,0,0,17,36,17,36,6,21,4947,14086,462,..,5409,14086
POA3061,1424,4474,61,108,42,124,102,232,49,86,0,0,0,0,0,0,5,9,51,90,55,58,84,91,0,4,4,3,145,159,5,9,1729,4962,99,..,1828,4962
POA3062,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,..,10,10
POA3063,183,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,571,24,..,204,571
POA3064,30958,106165,1280,3516,1402,3589,2684,7104,251,623,4,7,79,142,0,0,18,28,352,803,5,3,0,0,5,8,4,7,9,19,29,86,34039,114181,1842,..,35875,114181
POA3065,152,379,683,1454,1064,2487,1746,3940,446,751,705,1150,786,1320,1037,2217,0,13,2971,5455,0,0,0,0,26,27,45,82,71,107,14,21,4958,9905,1057,..,6012,9905
POA3066,269,644,545,1081,656,1433,1205,2518,209,341,621,1101,1094,1712,1340,2531,15,33,3285,5715,0,0,0,0,7,4,14,39,23,45,9,9,4782,8929,859,..,5648,8929
POA3067,460,1181,635,1419,454,1089,1085,2506,204,345,340,584,689,1135,1733,2778,4,0,2974,4843,0,0,0,0,0,4,140,261,143,265,10,13,4673,8804,1005,..,5677,8804
POA3068,1457,3922,2798,6390,1338,3388,4137,9773,1036,1763,947,1522,817,1422,0,0,3,11,2807,4721,0,0,0,0,4,6,48,107,50,112,13,34,8460,18556,1032,..,9494,18556
POA3070,5144,14080,1510,3508,1395,2954,2902,6462,845,1243,497,763,976,1567,111,127,7,20,2441,3717,0,0,0,0,10,15,70,144,79,156,17,30,10582,24443,1039,..,11625,24443
POA3071,4191,11307,756,1541,1172,2409,1928,3949,1715,2538,184,267,147,251,0,0,3,3,2047,3054,0,0,0,0,0,5,55,118,56,119,3,6,8228,18438,909,..,9133,18438
POA3072,7791,20930,2033,4198,1552,3554,3583,7755,430,653,386,668,1523,2486,261,401,11,34,2608,4246,0,0,0,0,63,62,148,288,210,348,14,23,14203,33302,1457,..,15665,33302
