POA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
POA3808,14,56,75,142,162,142,28,7,0,631,38,32,12,15,32,23,31,4,0,188,11,0,4,4,4,4,5,0,0,27,3,0,0,0,0,5,0,0,0,16,62,94,84,170,196,177,64,10,0,860,0,0,0,3,5,0,4,0,0,14,4,0,0,0,0,0,0,0,0,15,12,0,0,3,6,0,4,0,0,24,76,95,89,170,201,178,69,12,0,890,53,8,7,11,14,33,90,53,14,277,12,5,0,15,15,8,8,4,0,64,136,107,100,200,227,217,166,70,16,1233,4,14,42,77,96,63,6,0,0,299,61,39,36,87,109,77,22,4,0,441,6,3,13,9,6,4,3,0,0,47,0,0,0,0,4,3,0,0,0,11,72,56,86,173,207,146,39,3,0,793,0,0,0,0,4,0,0,0,0,9,9,0,0,0,0,4,0,0,0,19,9,0,0,0,0,4,0,0,0,19
POA3809,50,276,1431,1346,760,335,65,3,0,4260,120,144,211,184,96,85,47,10,0,894,24,22,49,41,16,14,12,0,0,175,4,6,33,19,5,7,0,0,0,78,198,442,1719,1591,877,440,118,12,0,5397,10,21,36,29,17,8,8,0,0,137,46,15,4,4,4,9,4,0,0,85,59,42,47,38,18,18,7,0,0,222,256,480,1767,1623,904,457,130,12,0,5621,261,81,75,88,68,103,335,155,24,1187,25,29,75,61,32,15,12,7,0,250,535,594,1916,1772,1000,578,474,172,24,7058,17,199,930,651,430,235,32,0,0,2495,200,226,608,563,321,202,50,0,0,2171,21,33,166,75,28,26,4,0,0,358,3,14,35,13,12,3,0,0,0,74,236,472,1738,1300,792,462,89,3,0,5104,5,23,30,23,14,0,0,0,0,98,45,19,23,31,11,7,0,0,0,141,47,35,52,59,25,17,0,0,0,239
POA3810,191,818,3056,3015,2016,1174,202,13,0,10485,392,338,647,495,332,266,162,24,0,2661,52,52,90,89,74,64,19,0,0,454,13,39,93,65,44,15,3,0,0,270,648,1251,3888,3668,2468,1518,383,41,4,13873,37,66,96,71,74,54,7,0,0,402,113,53,41,19,13,21,14,0,0,272,143,116,134,94,84,74,22,0,0,673,796,1363,4025,3761,2552,1596,406,41,4,14543,790,226,327,301,292,492,1068,889,257,4651,74,90,265,204,149,72,60,64,37,1007,1660,1675,4620,4271,2988,2156,1542,998,302,20206,56,498,1717,1375,1205,610,81,0,0,5545,541,606,1330,1418,973,623,175,8,0,5681,70,83,331,160,103,65,32,3,0,847,16,29,64,44,35,11,0,0,0,201,677,1215,3440,3008,2315,1311,288,15,0,12269,19,57,103,76,31,23,3,0,0,312,136,66,95,86,44,30,6,0,0,463,158,122,191,158,74,57,14,0,0,772
POA3812,14,43,72,100,132,102,17,5,0,494,24,15,18,12,21,33,24,0,3,141,5,0,4,0,4,8,0,0,0,20,0,0,4,4,5,0,0,0,0,12,46,59,91,110,158,137,40,0,8,666,3,0,4,0,0,5,0,0,0,18,7,0,0,0,0,0,0,0,0,9,9,0,4,0,0,7,0,0,0,24,56,63,100,114,160,142,41,4,8,690,32,9,15,20,23,32,73,30,11,251,4,6,3,16,23,11,14,3,3,82,95,79,119,148,209,182,130,39,21,1016,4,22,48,29,72,43,11,0,0,227,27,26,42,61,77,67,17,0,0,322,6,3,8,8,5,10,4,0,0,39,0,0,0,0,5,0,0,0,0,8,34,52,104,106,158,121,32,3,0,610,0,0,0,3,0,0,0,0,0,5,4,0,6,5,4,3,0,0,0,12,4,0,4,6,4,3,0,0,0,17
POA3813,3,19,31,28,45,45,9,0,0,189,11,5,10,5,7,10,8,5,0,55,0,0,3,0,0,9,0,0,0,20,0,4,0,0,4,0,0,0,0,7,13,25,45,31,58,64,16,3,0,267,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,13,29,46,31,58,62,16,3,0,273,22,5,5,6,4,16,23,19,4,98,0,4,8,8,0,10,3,0,0,34,35,40,59,46,72,90,42,21,4,403,6,9,25,11,31,18,3,4,0,106,13,12,9,10,26,19,7,0,0,104,4,6,4,6,9,0,0,0,0,18,0,0,3,0,0,0,0,0,0,4,18,25,39,26,61,44,5,3,0,233,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,0,0,0,11,3,3,0,3,0,3,0,0,0,17
POA3814,16,39,94,122,122,92,20,0,0,511,25,15,9,19,21,22,14,4,0,129,0,0,0,0,3,6,0,0,0,14,3,4,4,5,0,3,4,0,0,16,44,57,111,147,149,122,42,6,0,676,5,0,0,7,0,7,0,0,0,21,9,0,0,0,0,0,0,0,0,8,9,4,0,7,3,7,0,0,0,26,52,62,111,148,152,128,39,6,0,703,25,7,6,9,8,24,82,68,12,241,7,9,10,8,8,19,10,5,0,75,83,70,126,161,171,166,132,83,12,1012,0,24,56,45,55,36,10,0,0,228,30,21,61,51,65,54,19,0,0,303,6,3,14,6,9,5,0,0,0,41,6,0,0,0,3,4,0,0,0,16,34,43,130,102,127,104,31,6,3,583,0,5,0,5,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,15,11,3,0,5,0,0,0,0,0,26
POA3815,24,60,131,165,153,129,30,0,0,694,23,13,12,13,15,25,21,3,0,139,3,0,4,0,5,10,0,3,0,32,5,3,4,6,7,9,0,0,0,35,57,83,148,188,183,172,49,16,0,901,3,0,5,3,4,7,0,0,0,20,4,0,0,0,0,0,0,0,0,3,3,0,5,3,4,8,0,0,0,23,62,82,156,194,182,182,55,16,0,923,74,5,16,12,17,47,103,81,29,393,4,8,19,11,17,10,8,13,5,85,136,100,183,212,218,237,165,110,35,1400,8,21,71,75,93,54,10,0,0,329,49,39,68,84,97,81,27,3,0,461,5,0,12,10,7,9,0,3,0,53,0,5,8,5,0,4,4,0,0,26,64,66,157,175,202,151,43,9,0,867,0,0,0,0,4,0,0,0,0,10,5,0,0,6,0,0,0,0,0,13,5,0,0,6,4,3,0,0,0,19
POA3816,13,52,144,146,108,91,17,3,0,584,18,7,18,14,19,27,9,3,0,124,0,4,7,10,3,9,4,0,0,32,0,5,9,6,3,7,0,0,0,28,34,73,179,173,133,138,34,10,0,769,0,0,7,8,3,12,0,0,0,33,6,0,0,0,0,0,0,0,0,8,8,3,7,8,3,13,0,0,0,40,46,73,185,179,141,148,31,10,0,809,29,10,18,15,27,52,108,59,11,323,10,3,13,21,24,17,10,8,0,117,81,89,216,217,187,218,151,76,17,1247,0,29,63,71,55,49,15,0,0,283,31,21,82,66,55,61,19,0,0,330,0,0,25,7,3,6,3,0,0,51,0,4,9,3,3,0,4,0,0,19,34,52,168,150,116,120,36,5,0,688,0,3,3,0,0,0,0,0,0,15,5,0,6,0,0,0,0,0,0,18,5,0,8,3,8,0,0,0,0,31
POA3818,81,207,757,655,554,482,106,20,6,2862,134,82,108,100,125,152,124,28,0,849,17,14,19,18,30,32,10,4,0,135,3,16,11,6,18,19,8,5,0,82,232,320,891,778,727,682,241,53,6,3936,9,22,25,14,13,20,0,0,0,115,20,10,4,3,4,5,4,0,0,58,32,33,35,20,26,21,9,0,0,170,263,355,924,798,754,701,247,63,6,4106,206,55,76,74,110,211,686,470,153,2047,18,14,45,44,50,47,47,35,11,306,488,421,1049,923,904,962,976,560,171,6463,37,115,417,276,370,227,45,5,0,1485,166,169,385,381,398,363,92,14,0,1967,10,28,79,47,25,42,17,4,0,257,3,9,25,16,17,6,4,0,0,70,223,317,903,712,809,639,157,19,0,3783,7,0,13,8,13,7,0,0,0,48,26,14,16,18,14,13,0,0,0,94,28,13,27,19,26,22,5,0,0,142
POA3820,72,273,865,755,755,541,116,15,0,3389,156,115,148,132,116,170,120,27,3,985,22,16,35,20,26,38,14,6,0,177,0,4,23,24,6,7,6,0,0,74,254,408,1071,925,905,753,250,53,7,4620,18,24,29,12,17,21,0,0,0,124,29,3,16,9,8,16,0,0,0,74,43,29,45,17,22,36,0,0,0,198,297,435,1114,942,931,792,251,56,7,4820,232,70,97,100,121,255,709,552,178,2318,18,24,65,61,54,31,34,28,14,342,547,535,1281,1102,1112,1075,993,640,202,7476,22,180,501,405,449,305,44,0,0,1921,243,209,435,452,467,405,103,13,0,2332,39,37,106,50,34,54,17,0,0,336,3,7,11,14,10,4,3,0,0,52,301,433,1057,924,954,776,180,23,0,4640,9,11,14,7,19,14,0,0,0,71,33,19,28,13,12,15,0,0,0,122,37,26,44,23,32,24,0,0,0,194
POA3821,18,41,87,94,140,140,39,10,0,567,28,5,15,20,28,35,41,15,0,189,10,3,4,10,3,8,3,0,0,43,0,0,0,3,3,4,0,0,0,20,52,49,113,126,175,187,91,23,0,819,3,0,3,0,4,0,0,0,0,11,3,4,0,0,0,0,0,0,0,7,4,0,3,0,4,0,0,0,0,19,62,53,116,129,182,183,91,23,0,839,31,5,11,11,12,53,98,47,9,282,6,0,14,18,4,11,17,11,0,79,96,63,138,153,199,253,205,83,9,1200,3,24,54,39,75,68,19,0,0,281,55,38,41,85,91,103,32,3,0,459,3,4,12,8,7,11,4,0,0,56,0,0,3,7,6,0,3,0,0,13,63,65,117,140,178,177,61,9,0,813,7,0,4,0,3,0,0,0,0,10,0,0,6,3,0,3,0,0,0,15,3,0,10,3,4,3,0,0,0,25
POA3822,5,13,36,36,44,34,10,5,0,195,6,10,4,4,8,9,4,5,0,51,3,0,0,0,4,4,0,0,0,11,0,0,0,6,5,0,0,0,0,10,20,19,47,45,59,50,14,8,5,263,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,20,22,46,46,60,50,14,8,5,272,10,0,0,8,9,16,32,20,4,96,0,0,0,5,6,4,3,0,0,29,35,27,51,60,82,70,56,29,5,400,0,14,15,17,24,18,17,0,0,103,10,13,15,26,28,22,5,0,0,121,0,0,0,4,5,0,0,0,0,13,0,0,0,0,3,5,0,0,0,5,13,25,35,46,60,46,18,3,0,247,0,3,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,7,3,0,0,3,0,0,0,0,11
POA3823,9,30,94,73,72,68,11,6,0,365,16,11,17,11,13,27,16,7,0,116,3,0,4,4,5,6,0,0,0,19,0,0,3,0,0,0,0,0,0,6,25,45,120,92,91,107,37,7,3,516,0,3,3,6,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,5,0,0,18,21,52,122,90,91,109,41,7,3,529,24,5,7,12,11,44,117,57,14,287,6,3,7,7,7,5,10,6,0,49,58,56,142,104,106,151,160,70,16,863,7,20,44,31,41,47,6,4,0,192,19,20,39,42,44,57,15,3,0,253,4,4,19,5,3,3,4,0,0,42,0,0,6,0,0,3,0,0,0,11,30,49,108,83,91,110,25,4,0,488,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,0,0,0,11,0,0,7,3,6,3,0,0,0,17
POA3824,23,72,179,216,235,169,44,10,0,941,39,26,27,32,25,45,39,4,0,246,0,0,0,6,5,6,5,0,0,36,3,3,17,13,8,6,0,5,0,52,63,109,228,268,273,228,85,15,0,1271,0,0,0,5,5,9,0,0,0,30,5,0,0,0,0,0,0,0,0,11,10,7,6,9,5,9,4,0,0,45,77,115,229,278,281,234,84,15,0,1316,60,17,25,31,22,70,209,128,46,611,8,9,14,21,7,11,14,19,11,119,145,143,270,324,311,320,306,161,58,2043,9,35,97,103,120,60,12,0,0,452,67,41,90,154,125,109,41,6,0,624,4,4,29,16,13,18,3,0,0,91,5,3,3,3,3,0,0,0,0,17,87,91,221,275,260,190,60,7,0,1191,3,0,7,5,0,4,0,0,0,20,13,0,0,5,5,3,3,0,0,25,16,4,3,6,6,5,3,0,0,45
POA3825,101,253,714,564,615,570,97,10,0,2931,128,88,131,115,123,182,97,21,0,889,13,15,31,35,31,38,15,0,0,178,18,6,31,31,20,11,0,3,0,126,253,365,913,751,790,802,210,30,5,4125,17,43,71,42,62,67,6,0,0,303,28,16,24,14,10,15,10,0,0,118,44,56,90,56,70,85,17,0,0,419,297,424,1001,802,859,885,232,29,5,4546,245,100,160,173,255,500,1007,623,218,3286,44,48,90,85,97,105,77,51,22,618,587,572,1253,1059,1216,1495,1322,704,240,8453,41,164,334,296,376,234,44,3,0,1494,185,182,374,409,454,425,119,10,0,2165,17,24,83,50,45,45,10,0,0,274,7,10,25,13,11,12,9,0,0,95,259,376,818,763,889,711,188,22,4,4021,9,23,30,20,24,23,0,0,0,128,20,8,30,27,25,24,0,0,0,138,27,30,56,45,47,43,5,0,0,265
POA3831,10,35,52,61,77,83,25,0,0,343,7,3,8,12,7,30,23,7,0,103,0,4,0,0,10,3,3,0,0,20,4,0,8,0,3,0,0,0,0,14,20,40,71,74,94,117,47,8,0,471,0,0,0,3,5,0,0,0,0,13,4,0,0,3,0,0,0,0,0,11,4,0,4,4,4,0,0,0,0,20,24,44,72,81,94,117,47,8,0,497,32,6,8,6,10,28,91,61,15,259,3,4,6,18,9,14,15,10,0,84,60,49,83,106,112,161,160,81,18,838,0,12,28,38,34,35,3,0,0,158,16,17,32,32,40,53,16,3,0,212,3,0,10,0,7,5,4,0,0,22,0,0,0,0,0,0,0,0,0,6,21,32,67,73,81,97,27,0,0,401,3,0,0,0,5,3,0,0,0,8,3,0,3,0,0,0,0,0,0,9,3,0,3,0,3,6,0,0,0,19
POA3832,0,6,6,5,13,6,3,0,0,42,0,0,0,0,0,11,5,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,6,7,14,11,15,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,14,11,16,0,0,60,5,0,0,0,0,0,7,17,0,32,0,0,0,0,0,0,0,0,0,5,4,4,12,11,18,14,20,16,0,95,0,0,4,8,5,7,3,0,0,25,4,3,0,3,3,10,7,3,0,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,7,11,8,14,12,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3833,0,12,13,8,13,9,4,0,0,59,0,0,9,5,0,4,5,0,0,24,0,0,5,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,4,19,23,14,18,15,11,3,0,90,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,19,23,14,15,15,11,3,0,101,3,0,0,0,0,13,18,14,0,54,5,3,0,6,5,6,5,0,0,28,12,16,20,21,20,42,36,20,0,181,4,4,8,8,7,7,3,0,0,34,0,5,10,0,4,11,0,0,0,35,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,7,21,9,12,23,3,0,0,86,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,4
POA3835,0,3,13,16,20,19,11,0,0,86,5,0,0,3,5,4,4,3,0,23,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,5,7,8,17,16,25,22,20,4,0,128,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,8,17,16,25,27,20,4,0,131,8,0,0,0,4,5,17,12,0,49,0,0,0,3,3,4,0,0,0,9,13,8,19,24,30,37,38,18,3,192,0,0,5,5,6,8,0,0,0,32,6,11,11,10,12,13,9,0,0,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,9,16,15,22,22,3,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3840,45,158,467,439,504,422,94,3,0,2141,118,98,148,117,101,127,66,12,0,780,7,14,24,22,18,34,15,3,0,129,4,14,24,17,20,17,9,5,0,97,177,280,657,590,647,600,178,24,0,3154,19,48,66,40,61,36,10,0,0,275,19,9,20,15,6,10,4,0,0,91,44,58,83,51,69,52,14,0,0,371,221,333,742,641,719,646,192,24,0,3517,198,94,143,174,247,456,795,488,155,2745,46,57,124,114,110,82,90,51,25,697,467,487,1001,929,1075,1184,1074,561,181,6953,24,105,240,223,297,204,28,0,0,1116,151,168,282,287,302,305,70,3,0,1570,17,21,62,23,30,30,14,0,0,195,5,12,14,5,15,13,10,0,0,67,188,299,603,539,638,553,120,9,0,2942,5,22,32,20,19,21,5,0,0,123,25,16,28,20,25,20,7,0,0,136,35,36,58,39,44,41,6,0,0,258
POA3842,13,69,155,142,134,109,16,0,0,643,24,33,43,35,21,33,16,8,0,203,4,3,5,8,0,5,3,0,0,33,0,0,4,10,3,0,3,0,0,22,33,106,209,193,160,150,42,7,0,900,0,12,15,10,15,12,0,0,0,64,8,4,7,4,0,3,3,0,0,29,3,18,23,6,15,12,4,0,0,92,38,120,235,201,177,163,42,7,0,988,80,27,46,44,69,125,212,141,18,757,23,26,22,27,11,10,9,6,3,143,146,175,302,267,259,301,266,152,25,1895,6,43,82,69,80,49,4,3,0,334,47,53,96,94,78,100,26,10,0,503,6,15,16,7,13,21,4,0,0,71,4,0,7,3,3,0,0,0,0,17,54,109,204,173,165,165,42,7,0,921,0,7,4,5,0,3,0,0,0,30,0,10,12,8,3,9,0,0,0,40,3,17,15,16,5,10,0,0,0,70
POA3844,126,422,1378,1293,1196,902,166,9,0,5498,318,181,228,191,170,187,138,28,0,1439,38,13,37,47,47,79,25,3,0,299,4,15,23,26,26,12,6,0,0,114,483,627,1672,1559,1444,1175,341,42,3,7349,27,47,71,58,49,46,6,0,0,298,58,17,24,10,13,8,5,0,4,145,87,65,98,67,54,50,11,4,4,443,573,692,1770,1625,1498,1230,350,45,6,7792,347,131,149,156,192,499,1124,721,232,3544,43,50,137,133,118,137,130,141,101,986,959,881,2060,1913,1805,1864,1608,907,335,12318,59,282,853,675,693,461,69,4,0,3098,446,301,663,788,666,599,158,10,0,3626,44,38,167,89,63,80,27,0,0,514,11,15,14,18,24,10,3,0,0,99,559,636,1704,1575,1446,1154,251,15,0,7335,9,16,31,23,15,20,6,0,0,118,59,19,31,27,21,15,4,0,0,176,68,40,67,43,37,32,9,0,0,292
POA3847,11,21,86,75,68,77,29,3,0,367,14,7,11,3,11,18,8,0,0,75,0,3,3,6,4,4,0,0,0,28,0,5,0,4,0,0,0,5,0,13,27,35,97,94,83,101,37,9,0,481,4,4,8,0,0,6,0,0,0,29,0,0,3,0,0,3,0,0,0,11,9,4,13,0,4,9,6,0,0,41,38,36,113,96,85,111,40,9,0,524,27,5,13,21,29,43,96,56,7,305,3,6,19,13,9,19,9,3,6,87,68,48,142,128,124,167,149,70,14,910,5,18,39,45,61,44,16,0,0,220,18,14,44,36,44,41,12,3,0,219,0,4,7,3,0,10,3,0,0,23,0,3,3,0,0,0,0,0,0,11,21,34,86,83,104,95,33,8,0,475,5,0,3,4,0,3,0,0,0,11,5,0,4,3,5,0,0,0,0,15,6,0,10,8,5,4,0,0,0,26
POA3850,67,172,592,557,527,454,84,8,0,2465,124,102,120,98,79,98,67,18,5,709,13,9,29,9,29,34,12,4,0,135,3,14,23,7,3,8,3,0,0,67,212,295,766,681,645,595,165,34,5,3379,13,27,19,15,18,16,5,0,0,122,17,10,10,9,5,7,3,0,0,69,31,32,33,27,29,26,6,0,0,186,240,327,796,704,671,620,173,36,5,3569,188,56,82,80,129,246,584,409,142,1927,22,29,58,63,45,32,41,29,29,344,455,414,940,852,843,894,793,475,172,5841,22,117,310,274,372,222,27,4,0,1348,170,132,327,349,348,290,90,7,0,1720,26,13,49,31,33,32,9,0,0,197,9,8,9,8,7,7,0,0,0,48,227,272,703,658,757,550,128,12,4,3311,9,14,23,11,17,5,0,0,0,80,20,7,11,19,16,8,3,0,0,85,32,23,38,27,34,12,3,0,0,164
POA3851,35,39,100,189,201,203,55,10,4,829,38,11,21,27,49,62,42,8,0,253,3,0,6,10,9,18,5,0,0,55,3,3,3,6,12,9,0,0,0,33,74,48,131,228,267,292,106,19,0,1163,8,5,7,0,15,16,7,0,0,58,3,0,0,0,0,9,0,0,0,15,10,3,13,10,15,26,4,0,0,74,86,55,135,229,284,315,112,19,0,1243,79,61,368,312,158,225,393,147,31,1773,10,7,13,18,20,32,39,5,7,153,174,122,517,562,455,576,543,181,35,3170,17,16,52,76,133,104,23,9,0,426,47,25,67,122,123,138,46,3,0,570,8,9,14,10,17,19,9,0,0,88,4,7,0,0,7,3,4,0,0,25,81,50,135,207,281,259,82,9,0,1106,0,0,5,5,3,3,0,0,0,16,9,3,3,0,7,3,0,0,0,30,9,5,4,5,12,11,0,0,0,42
