POA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
POA3152,152,864,36,0,1039,183,841,33,0,1048,208,1725,86,4,2015,298,1988,79,3,2368,350,1663,63,5,2080,300,1686,48,7,2038,252,1621,57,7,1944,133,742,86,4,964,31,316,60,0,408,1907,11438,538,37,13913,167,747,47,0,962,192,773,30,0,990,217,1678,68,0,1967,409,2034,82,4,2523,386,1831,59,5,2280,342,1979,64,10,2398,264,1831,62,14,2167,140,964,96,10,1203,36,599,143,0,781,2158,12435,651,46,15282,315,1611,77,4,2004,367,1605,60,0,2035,428,3399,152,9,3985,713,4019,157,4,4893,735,3496,126,8,4365,639,3666,115,16,4441,520,3449,118,21,4115,278,1702,184,6,2170,66,915,205,0,1193,4061,23869,1181,79,29196
POA3153,60,470,17,0,540,66,502,35,0,605,169,1397,69,0,1641,200,1410,81,0,1696,166,1036,64,0,1263,130,978,34,3,1142,123,682,24,0,831,63,414,41,0,517,7,163,42,0,203,983,7052,400,12,8451,54,378,19,0,451,86,474,19,0,584,222,1419,65,4,1711,256,1359,83,0,1703,221,1073,38,0,1329,131,1058,28,5,1226,159,830,33,0,1021,71,490,47,0,605,9,259,123,0,389,1203,7323,464,19,9017,113,845,37,0,993,155,977,56,3,1184,398,2816,138,5,3352,460,2774,163,0,3404,382,2112,101,7,2593,255,2030,64,11,2364,284,1510,62,3,1852,132,901,88,0,1125,19,415,163,0,593,2186,14376,864,26,17460
POA3154,20,108,6,0,130,14,96,4,0,114,35,191,10,0,231,58,237,4,0,295,50,250,9,0,307,43,225,7,0,275,40,145,6,0,189,16,87,9,0,112,4,38,5,0,46,278,1372,60,0,1709,24,113,9,0,145,19,81,4,0,105,28,251,13,0,290,62,240,8,0,306,70,260,9,0,337,49,213,9,0,270,33,181,4,0,225,16,93,9,0,117,4,72,10,0,80,303,1498,72,0,1872,43,223,11,0,278,35,171,9,0,219,63,438,22,0,527,115,473,13,0,600,120,506,17,0,650,90,440,17,0,544,71,332,16,0,418,34,176,16,0,231,7,106,15,0,125,584,2871,128,0,3586
POA3155,59,501,31,0,595,69,533,31,0,631,159,1520,108,0,1793,182,1513,82,0,1782,198,1230,67,0,1498,152,1033,45,7,1233,173,810,46,5,1033,72,507,21,0,605,23,181,11,0,209,1094,7823,434,13,9371,62,425,27,0,518,81,543,37,0,653,219,1624,88,0,1932,283,1462,80,4,1825,209,1223,45,0,1479,193,1148,53,8,1400,234,966,53,3,1256,120,590,56,0,759,12,278,26,0,319,1411,8254,466,20,10150,123,932,59,0,1112,141,1070,67,0,1285,385,3142,198,0,3728,469,2978,162,4,3610,407,2451,115,0,2974,349,2177,95,12,2635,401,1778,104,8,2292,194,1090,74,0,1365,36,459,33,0,527,2506,16079,904,27,19519
POA3156,114,1096,43,0,1255,153,1025,39,6,1225,197,2075,100,5,2372,321,2151,90,10,2562,384,2179,95,7,2659,298,2095,73,5,2465,249,1402,57,0,1716,139,720,42,3,901,11,215,34,0,264,1865,12955,565,28,15417,158,969,38,0,1172,172,863,36,0,1072,244,2037,88,0,2364,501,2147,93,0,2744,431,2320,76,0,2824,331,2216,78,4,2634,316,1524,58,0,1907,133,860,63,0,1058,23,348,45,0,418,2312,13287,581,15,16193,281,2068,79,0,2424,325,1889,81,0,2296,444,4109,184,4,4740,825,4296,182,10,5308,817,4496,165,4,5489,627,4316,150,6,5099,564,2929,117,4,3620,269,1575,101,3,1957,36,562,84,0,676,4181,26245,1145,40,31608
POA3158,36,185,3,0,225,19,162,7,0,193,49,307,10,0,366,89,351,15,0,462,100,381,8,0,494,69,380,14,0,463,66,251,6,0,323,19,86,4,0,112,0,22,0,0,24,460,2123,65,3,2649,33,155,3,0,194,24,134,5,0,163,49,305,15,0,366,110,379,7,0,490,121,409,10,0,535,73,402,13,0,491,93,260,8,0,364,25,79,8,4,111,7,28,3,0,38,537,2146,62,6,2750,67,334,10,0,412,51,294,8,0,352,93,611,24,0,726,200,727,26,0,953,215,795,13,4,1030,152,783,20,0,952,166,509,18,0,690,48,164,10,4,227,7,51,3,0,59,993,4271,128,7,5401
POA3159,11,87,7,0,97,4,51,10,0,68,13,89,3,0,107,30,129,13,0,171,41,154,10,0,212,33,127,3,0,158,34,102,4,0,130,12,34,4,0,51,0,5,0,0,11,172,772,62,0,1005,8,68,8,0,90,15,60,4,0,82,19,90,5,0,113,62,138,8,3,212,39,152,8,0,201,39,147,10,0,192,30,71,4,0,107,7,41,0,0,47,0,8,0,0,8,217,777,49,3,1044,13,155,17,0,184,20,114,12,0,143,27,177,12,0,218,93,273,21,3,383,80,304,22,0,405,70,271,13,0,351,66,171,7,0,239,19,72,11,0,97,0,21,0,0,19,387,1545,106,3,2046
POA3160,43,267,10,0,318,30,218,9,0,256,54,389,21,0,469,111,517,14,0,646,140,525,23,0,689,114,442,12,0,576,98,322,16,0,430,36,127,9,0,171,5,26,3,0,29,623,2837,110,3,3577,41,212,11,0,268,48,179,4,0,233,84,397,18,0,498,167,509,14,0,691,174,483,15,0,673,133,472,15,0,624,116,325,10,0,451,34,119,6,0,163,0,39,3,0,43,804,2742,105,6,3644,85,475,20,0,584,81,395,10,0,486,141,785,37,0,967,277,1027,27,0,1333,311,1002,37,0,1357,249,918,29,0,1200,211,643,22,0,885,68,252,15,0,331,11,61,4,0,75,1428,5572,212,9,7221
POA3161,83,324,14,0,415,124,430,36,5,599,192,1241,83,0,1518,188,850,52,4,1092,224,624,38,0,891,194,537,13,0,743,227,581,25,0,828,65,289,25,0,374,13,146,17,0,181,1314,5033,294,13,6653,121,284,10,0,414,177,512,36,4,726,192,1216,79,11,1500,247,806,54,4,1112,253,691,31,0,973,215,610,23,5,857,218,625,38,4,891,84,360,34,0,478,24,317,52,0,401,1543,5414,364,29,7349,201,607,24,0,837,302,944,68,9,1325,383,2462,160,10,3014,439,1652,103,6,2206,474,1319,67,0,1863,408,1146,35,9,1604,445,1201,68,4,1719,153,652,54,0,859,43,462,70,0,571,2850,10448,657,42,13995
POA3162,87,418,16,0,518,124,422,24,0,566,115,889,76,0,1086,174,930,38,0,1143,249,864,51,4,1171,177,787,34,3,1004,183,762,35,0,983,74,390,46,0,514,13,200,35,0,248,1196,5659,358,16,7233,91,360,14,0,466,125,309,16,0,449,143,943,55,3,1144,246,973,45,3,1272,296,944,32,0,1270,194,795,36,3,1032,209,832,45,4,1090,87,445,38,0,562,16,360,58,0,433,1404,5961,337,17,7724,173,779,34,4,985,250,725,40,4,1017,263,1830,132,0,2223,422,1903,87,5,2412,548,1805,84,9,2447,371,1586,76,8,2038,387,1602,81,5,2067,162,838,84,0,1079,31,560,95,0,681,2601,11621,700,32,14952
POA3163,71,574,15,0,660,167,962,58,0,1187,264,2886,163,3,3315,312,2257,91,0,2657,307,1534,75,3,1917,216,1310,37,4,1567,198,951,43,12,1198,82,533,35,0,653,14,220,26,0,259,1632,11220,535,26,13418,100,505,22,0,633,245,917,59,9,1227,411,2957,150,7,3519,381,2144,81,9,2610,419,1542,57,0,2018,269,1403,38,6,1716,236,1063,58,10,1362,118,671,58,0,840,15,349,81,0,445,2180,11551,601,40,14377,173,1080,35,0,1290,409,1885,112,10,2411,675,5836,313,12,6840,692,4399,171,9,5272,729,3078,126,5,3936,479,2714,79,15,3279,435,2015,97,20,2559,201,1207,90,5,1494,31,567,107,0,703,3814,22775,1134,66,27791
POA3165,106,864,29,6,1001,91,694,25,3,813,121,1372,61,0,1551,238,1877,63,3,2186,316,1895,52,9,2274,190,1395,47,0,1630,155,909,31,9,1099,66,508,28,5,606,25,275,18,0,322,1312,9792,350,26,11479,137,756,35,0,925,116,594,25,0,736,166,1318,46,4,1530,324,2105,62,3,2497,362,2009,62,0,2437,231,1429,39,7,1707,197,1026,40,13,1272,96,672,36,4,806,32,429,26,0,484,1660,10337,365,31,12393,248,1619,62,3,1926,204,1286,54,0,1548,284,2692,104,3,3081,562,3984,132,4,4682,678,3903,116,9,4707,424,2824,83,6,3336,348,1938,67,21,2372,164,1180,59,3,1413,59,704,41,0,805,2970,20127,722,56,23873
POA3166,54,494,15,0,570,141,842,63,3,1048,190,1942,143,8,2284,182,1528,83,0,1798,254,1343,62,3,1655,156,1081,41,3,1280,103,685,23,4,821,32,465,20,0,524,10,263,13,0,285,1128,8638,463,28,10260,94,517,20,0,629,196,755,40,0,991,227,1785,99,12,2128,234,1473,77,0,1785,263,1414,53,3,1735,192,1125,34,8,1364,108,798,34,5,950,52,625,29,6,702,22,368,11,0,405,1389,8852,403,32,10679,150,1010,34,0,1198,332,1593,102,8,2040,422,3732,238,20,4409,414,2993,165,0,3583,511,2759,118,8,3390,347,2204,80,7,2644,213,1485,59,13,1770,85,1089,44,6,1225,31,626,21,0,688,2509,17492,867,61,20938
POA3167,34,209,7,0,250,35,239,12,0,287,48,689,34,4,772,63,636,25,0,724,83,496,17,0,593,51,496,20,0,574,43,390,16,0,450,14,265,14,0,292,3,94,3,0,102,373,3509,149,14,4042,28,158,4,0,191,48,205,12,0,267,48,612,35,0,700,75,605,30,0,704,64,549,17,0,630,66,524,19,4,618,55,450,15,7,521,17,291,5,0,318,4,156,12,0,172,402,3549,152,7,4112,60,372,15,0,439,83,441,27,0,553,101,1296,72,7,1470,134,1234,54,0,1431,147,1039,35,0,1227,115,1026,37,6,1186,91,836,28,7,964,37,554,23,0,615,9,255,10,0,274,772,7062,301,23,8154
POA3168,119,494,51,3,664,434,1898,243,36,2606,338,3085,441,27,3894,118,1177,121,10,1423,73,640,76,10,788,51,500,43,9,607,42,360,59,5,470,19,239,73,0,330,9,152,61,0,221,1198,8546,1161,103,11009,177,481,58,12,729,525,1398,170,36,2132,300,2239,234,15,2793,116,933,109,3,1156,76,605,48,5,736,81,541,46,12,683,43,418,52,4,513,31,359,58,0,449,8,225,107,0,335,1371,7196,875,90,9529,302,972,105,16,1397,955,3299,412,73,4742,639,5326,677,48,6688,232,2116,228,12,2581,149,1240,125,14,1527,131,1044,92,18,1289,92,778,104,6,981,54,598,121,5,781,21,372,163,0,559,2576,15744,2035,193,20542
POA3169,31,427,24,0,483,71,728,76,0,874,134,1933,146,6,2213,105,1302,76,3,1488,82,1020,56,0,1166,58,917,30,7,1011,70,831,36,0,939,35,524,27,0,587,5,213,10,3,229,588,7892,478,26,8992,46,392,35,0,470,101,531,40,0,679,152,1527,94,3,1773,140,1218,59,3,1422,99,1039,45,11,1191,87,1017,38,3,1146,79,955,40,6,1082,46,652,40,0,735,5,321,7,0,341,747,7655,405,32,8841,73,821,54,0,951,178,1256,118,3,1552,283,3459,232,3,3987,246,2515,134,13,2911,178,2060,103,8,2356,147,1935,70,13,2160,147,1786,76,8,2026,80,1177,66,5,1326,12,534,15,0,570,1338,15547,880,60,17830
POA3170,58,471,16,0,547,68,516,30,6,619,101,1253,89,0,1445,131,1219,61,0,1415,137,1078,54,0,1271,84,909,43,8,1039,105,754,23,8,898,68,592,60,3,722,15,167,34,0,218,767,6960,421,28,8176,66,416,22,6,504,79,404,14,0,498,128,1084,55,0,1260,163,1267,56,3,1484,148,1121,43,0,1323,102,921,37,4,1064,121,916,37,11,1086,74,604,54,7,733,12,266,61,0,340,881,7006,363,31,8289,126,896,34,6,1051,144,926,47,4,1125,227,2340,139,6,2705,292,2489,113,5,2894,285,2207,99,6,2590,180,1831,78,12,2103,231,1669,62,18,1981,136,1191,108,13,1451,31,433,91,5,557,1650,13969,786,60,16463
POA3171,43,489,38,5,574,77,872,69,5,1019,155,2093,232,4,2478,95,1374,90,7,1569,68,1091,68,5,1234,67,1036,58,0,1164,63,774,39,4,877,46,463,30,0,537,12,231,11,0,254,610,8423,640,30,9706,46,428,36,0,514,85,700,50,0,849,140,1740,165,8,2053,113,1224,85,4,1424,71,1134,65,7,1283,111,996,61,3,1171,74,819,46,0,937,52,567,33,4,648,10,321,22,0,354,702,7931,564,34,9227,94,921,75,6,1090,161,1571,119,5,1861,291,3825,397,9,4527,205,2600,180,8,2995,142,2232,133,13,2515,177,2031,121,3,2331,135,1590,84,8,1817,97,1030,65,4,1189,21,550,35,0,606,1321,16354,1204,56,18935
POA3172,47,669,23,0,740,79,666,48,0,800,74,1275,86,0,1435,115,1287,71,3,1479,165,1302,48,3,1523,120,1282,52,6,1461,159,942,39,3,1137,82,527,32,0,646,16,204,15,0,231,870,8160,412,15,9455,64,617,20,0,699,108,577,29,0,711,82,1209,59,0,1351,149,1371,70,0,1589,166,1359,48,7,1579,170,1298,49,7,1522,159,1030,38,0,1224,93,617,52,0,759,11,274,32,0,313,999,8352,388,16,9758,116,1289,41,0,1443,188,1244,77,0,1508,155,2478,146,0,2783,259,2660,143,3,3068,333,2659,101,4,3104,295,2575,99,12,2987,314,1974,69,3,2368,180,1150,82,5,1408,26,473,46,0,544,1871,16515,793,30,19209
POA3173,70,871,37,0,972,100,918,35,3,1055,131,1918,97,4,2147,175,2033,74,5,2283,121,1648,51,3,1824,126,1422,51,7,1607,110,1024,34,11,1179,38,543,38,0,622,10,153,11,0,169,885,10523,420,36,11868,85,789,29,0,910,117,754,22,0,900,141,1887,74,7,2109,204,2143,90,3,2435,161,1791,52,4,2007,112,1435,40,18,1602,136,1132,58,17,1335,35,572,27,6,642,8,255,16,0,285,996,10759,411,50,12222,156,1665,69,0,1885,222,1672,56,6,1951,276,3807,173,9,4266,379,4166,163,8,4718,282,3438,104,5,3835,238,2859,87,19,3209,247,2156,95,22,2513,77,1121,59,10,1261,18,409,28,0,449,1881,21286,833,88,24088
POA3174,64,890,54,0,1008,103,1304,115,5,1530,238,3305,291,7,3844,174,2526,179,6,2889,151,1982,148,5,2285,122,1853,126,8,2113,112,1379,88,9,1591,73,877,69,0,1025,10,304,26,0,337,1053,14430,1085,43,16620,74,843,57,0,979,153,1172,91,0,1423,242,3018,268,11,3548,207,2420,159,9,2794,173,1957,117,10,2252,140,1823,118,5,2091,149,1550,89,11,1802,69,959,72,0,1108,8,498,45,0,549,1219,14245,1018,51,16536,139,1732,112,0,1985,256,2476,207,0,2943,485,6325,566,17,7390,387,4949,343,15,5689,327,3940,262,17,4544,266,3678,243,20,4203,259,2928,173,24,3393,138,1841,140,3,2127,19,799,66,0,882,2276,28669,2107,97,33153
POA3175,93,1248,122,0,1467,148,1552,211,0,1910,319,4383,607,14,5329,286,3551,458,9,4304,217,2764,307,3,3290,161,2276,265,4,2706,134,1820,145,8,2113,90,1086,135,3,1320,16,417,55,0,487,1461,19101,2307,50,22921,109,1164,125,0,1401,186,1418,136,5,1748,349,3625,390,3,4369,286,3083,325,5,3696,220,2365,233,8,2830,194,2311,177,16,2701,196,1946,184,14,2345,108,1276,138,0,1521,26,662,87,3,784,1685,17847,1800,61,21392,200,2412,246,3,2868,333,2970,349,5,3661,670,8015,996,19,9693,576,6638,778,10,8002,436,5123,536,13,6115,351,4586,449,18,5409,332,3763,334,25,4458,204,2365,274,3,2844,42,1079,146,3,1264,3145,36954,4107,105,44316
POA3177,25,279,35,0,340,31,337,52,0,419,80,1057,139,5,1279,57,858,97,0,1010,30,635,69,0,737,35,518,41,0,590,27,364,35,0,425,8,198,22,0,233,0,58,4,0,62,292,4298,493,9,5095,25,270,31,0,329,30,300,30,0,361,75,823,101,0,995,75,640,67,0,782,28,487,47,0,565,52,474,39,7,568,37,383,37,3,465,18,232,31,0,278,0,121,18,0,138,332,3745,402,8,4480,50,553,65,0,668,63,634,80,0,776,148,1877,245,7,2276,130,1501,161,0,1789,55,1128,114,0,1298,82,993,81,4,1165,65,752,75,3,890,25,431,52,0,516,0,176,25,0,201,622,8039,894,13,9575
POA3178,102,1012,27,0,1148,132,1083,32,0,1249,162,1652,66,0,1879,253,1703,51,0,2008,345,1934,46,0,2319,287,2137,49,9,2476,175,1270,28,0,1477,127,596,28,3,745,13,189,18,0,220,1593,11573,340,19,13520,117,919,21,0,1058,181,890,21,0,1090,200,1642,59,0,1901,336,1761,54,0,2154,374,2254,42,0,2665,282,2274,47,9,2608,191,1312,42,10,1559,117,709,44,5,871,12,296,15,0,324,1808,12051,341,30,14234,222,1928,51,0,2205,311,1968,60,0,2336,365,3291,126,0,3779,586,3466,113,0,4159,719,4182,87,4,4986,574,4411,89,15,5087,366,2592,68,15,3035,242,1304,68,4,1617,24,484,33,5,542,3400,23622,683,49,27754
POA3179,22,190,12,0,225,30,194,5,0,234,37,311,16,0,362,55,361,16,3,434,62,337,12,0,419,44,319,6,0,371,29,244,9,0,281,10,111,0,0,132,0,27,0,0,28,299,2100,83,4,2487,32,157,8,0,196,39,140,4,0,183,32,289,13,0,330,89,368,16,5,480,67,373,14,0,455,39,318,3,3,364,35,272,12,4,322,12,118,3,0,137,5,26,6,0,33,349,2060,81,9,2494,56,347,17,0,422,69,329,13,0,411,71,604,25,0,697,142,728,37,3,914,134,717,26,0,875,87,636,12,0,742,66,514,16,3,600,28,225,12,0,267,5,58,7,0,66,646,4158,162,14,4981
POA3180,27,193,5,0,224,28,199,6,0,234,33,402,15,0,457,79,451,17,0,554,49,411,7,5,472,61,361,8,0,435,62,281,11,0,358,38,187,11,4,235,9,55,3,0,66,396,2547,88,7,3034,27,207,4,0,234,41,174,9,0,222,46,408,10,0,469,100,461,13,6,575,82,432,13,0,528,58,392,14,4,469,61,351,16,0,428,47,243,17,0,311,0,55,4,0,57,453,2721,101,17,3294,48,395,13,0,460,66,373,13,0,457,85,812,29,0,931,181,912,35,9,1130,131,846,21,3,1003,121,755,22,4,902,127,630,22,7,785,82,430,30,3,548,13,107,11,0,126,850,5264,191,25,6331
POA3181,29,172,15,0,212,91,544,31,0,671,293,2630,135,5,3061,194,1458,99,0,1753,154,831,67,0,1047,112,659,70,4,842,85,406,62,0,555,36,305,67,0,417,9,122,66,0,196,1002,7117,612,17,8747,36,193,15,0,240,161,653,51,0,863,359,2640,145,7,3146,240,1247,78,5,1571,181,755,62,0,997,128,623,41,6,797,121,484,51,5,659,44,381,89,0,521,8,203,164,0,375,1279,7180,693,25,9169,63,369,31,0,458,252,1195,85,0,1535,647,5270,277,12,6212,435,2700,173,11,3321,336,1579,124,0,2044,241,1282,106,6,1636,200,890,112,4,1209,86,685,161,0,935,20,326,229,0,568,2283,14297,1304,37,17923
POA3182,21,209,15,0,251,68,501,62,6,642,294,2555,267,18,3131,259,1713,198,12,2174,199,1172,160,6,1527,244,958,156,5,1366,143,608,79,0,829,54,260,47,0,358,4,51,6,0,68,1292,8025,981,44,10340,46,190,18,0,251,119,536,54,11,713,373,2668,239,14,3296,322,1579,171,0,2074,258,1107,111,8,1478,251,862,81,3,1200,172,503,50,0,726,49,224,24,0,304,3,96,4,0,103,1597,7755,755,39,10142,69,395,31,0,498,195,1037,116,17,1357,666,5223,505,33,6424,586,3288,361,15,4250,453,2272,268,12,3010,494,1820,240,11,2558,314,1110,131,3,1555,104,480,69,0,663,11,147,17,0,169,2882,15777,1740,81,20484
POA3183,84,257,8,0,347,85,450,39,0,572,270,1748,161,4,2180,241,1174,112,0,1526,233,759,63,0,1060,155,585,41,0,781,123,398,56,0,581,47,170,21,0,236,3,84,8,0,88,1250,5621,505,12,7388,109,202,19,0,337,123,453,48,7,627,294,1848,117,0,2267,298,1194,91,4,1584,241,775,49,0,1065,171,569,45,4,788,154,390,22,0,570,48,222,28,0,306,6,121,7,0,133,1435,5784,432,12,7667,191,458,34,0,679,206,903,82,5,1201,566,3598,275,8,4446,538,2369,200,3,3110,470,1532,117,3,2127,326,1151,86,4,1570,275,798,81,0,1153,97,398,51,3,544,11,204,16,0,223,2678,11403,940,23,15056
POA3184,36,232,10,0,281,47,257,13,0,311,156,1163,90,0,1409,161,1025,100,0,1286,190,847,75,0,1117,156,625,42,3,825,110,355,22,0,497,33,135,23,0,190,6,45,8,0,54,884,4694,370,9,5966,43,184,0,0,230,81,287,19,0,389,226,1469,114,4,1815,274,1110,106,3,1491,281,888,53,4,1232,198,649,35,0,882,114,355,20,5,499,41,165,13,0,219,3,66,9,0,76,1257,5174,378,18,6828,79,416,12,0,507,123,546,31,0,698,379,2630,209,4,3222,435,2135,202,3,2775,467,1739,130,4,2342,354,1272,73,6,1709,229,716,46,5,992,71,301,34,0,405,5,110,13,0,133,2143,9870,749,26,12792
POA3185,49,253,10,0,312,49,282,14,0,346,106,907,52,0,1070,127,798,38,5,960,154,678,27,4,860,110,534,21,0,673,116,393,11,0,526,45,213,8,0,258,11,78,3,0,94,766,4141,187,12,5110,93,288,16,0,394,83,303,15,0,397,138,1052,42,3,1226,167,786,43,3,997,232,696,24,0,955,158,571,13,6,749,136,430,28,0,594,43,283,18,0,345,3,166,10,0,182,1052,4568,197,18,5834,136,538,27,0,703,132,585,29,0,747,245,1961,89,4,2298,293,1583,82,3,1960,385,1373,50,7,1810,270,1106,37,4,1422,249,825,36,0,1119,87,494,19,0,603,15,249,17,0,281,1811,8713,389,22,10943
POA3186,104,630,23,4,769,100,496,18,3,617,101,744,32,0,882,156,911,42,7,1114,311,1176,59,10,1550,303,1185,37,3,1534,280,959,41,3,1288,191,619,40,5,853,42,269,49,0,353,1585,6991,340,31,8952,142,574,25,0,741,121,431,10,0,564,109,799,40,6,950,235,1026,52,4,1315,415,1412,64,15,1903,393,1295,47,0,1737,308,1097,53,4,1453,167,813,77,4,1064,49,458,93,0,600,1930,7904,462,32,10332,241,1212,49,0,1509,217,922,29,5,1178,206,1543,72,4,1830,395,1936,96,12,2434,722,2587,117,26,3459,697,2475,87,5,3270,589,2052,96,9,2742,354,1432,116,9,1918,85,724,143,0,952,3519,14894,806,66,19288
POA3187,85,543,19,0,648,56,359,11,0,424,56,493,27,0,579,116,752,30,0,896,225,972,46,9,1244,171,818,23,5,1008,130,594,19,0,739,80,376,27,0,484,21,227,17,0,270,930,5121,221,12,6283,90,460,19,4,577,63,326,10,0,401,76,463,20,0,563,151,859,34,0,1036,296,1064,41,0,1399,199,864,25,0,1087,163,641,38,7,845,120,545,53,0,719,35,450,77,0,560,1194,5677,309,17,7199,179,1006,42,7,1219,120,685,23,0,823,134,958,51,0,1145,264,1608,62,3,1929,513,2036,83,7,2642,371,1680,44,3,2097,290,1232,56,6,1589,198,916,82,0,1197,55,677,97,0,827,2121,10796,527,29,13479
