POA_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA3318,10,221,230,173,42,211,40,9,49,44,3,48,29,5,27,7,0,7,299,277,580
POA3319,3,72,70,64,20,83,16,0,22,9,0,10,10,0,8,3,0,3,100,95,196
POA3321,3,74,79,186,11,204,95,3,102,129,6,131,59,0,57,23,0,28,497,95,592
POA3322,3,37,41,26,0,26,6,0,6,4,0,4,6,0,6,5,0,5,44,44,92
POA3323,0,13,13,17,0,19,6,0,6,0,0,6,5,0,5,0,0,0,26,13,40
POA3324,3,104,112,83,17,99,18,8,27,24,0,24,13,0,16,3,0,9,150,127,274
POA3325,6,73,75,77,22,92,16,0,19,15,0,16,11,0,11,3,0,3,124,93,218
POA3328,9,83,93,209,15,228,134,11,143,168,6,178,72,6,70,34,0,34,626,120,743
POA3329,3,14,19,40,0,42,19,0,19,25,0,25,7,0,7,4,0,4,88,19,110
POA3330,0,28,26,22,5,27,12,0,11,7,4,6,7,0,8,0,0,0,52,39,90
POA3331,34,311,347,714,47,760,366,16,380,504,17,524,257,8,266,83,0,88,1965,403,2365
POA3332,6,64,74,116,16,125,65,0,65,75,3,80,28,5,34,25,0,25,309,92,397
POA3333,7,77,87,105,15,120,48,10,60,44,0,42,24,6,27,8,0,8,240,102,345
POA3334,0,74,75,73,15,89,22,9,28,30,0,30,7,7,17,5,0,5,138,99,235
POA3335,23,443,465,556,97,650,402,34,441,370,28,392,162,18,176,103,8,107,1608,618,2226
POA3336,33,490,525,966,91,1056,1134,51,1189,1422,50,1473,646,24,668,345,7,357,4547,719,5264
POA3337,149,3087,3236,3598,620,4218,2394,218,2613,2251,155,2401,1039,86,1123,781,49,835,10214,4213,14428
POA3338,111,2229,2339,2736,494,3228,2112,179,2291,2169,121,2289,1094,90,1180,840,64,908,9068,3177,12240
POA3340,111,2131,2242,2772,283,3062,1506,86,1594,1550,62,1614,679,37,717,285,16,300,6909,2621,9525
POA3341,10,107,114,178,13,190,100,8,108,98,3,102,52,0,52,16,0,19,447,134,580
POA3342,24,397,425,510,65,574,211,17,224,208,4,212,93,8,102,37,0,37,1088,488,1579
POA3345,4,93,101,174,12,187,76,4,85,76,4,80,35,0,38,18,0,18,386,119,505
POA3350,362,8340,8709,7825,1353,9180,3417,401,3815,3362,174,3536,1452,75,1527,463,41,502,16885,10396,27279
POA3351,40,642,682,1079,124,1202,474,36,519,499,28,530,229,16,240,149,15,165,2481,848,3332
POA3352,79,1240,1321,2119,275,2393,925,58,987,1083,42,1128,564,23,583,270,13,281,5041,1646,6687
POA3355,71,2131,2197,1732,272,2004,672,91,767,496,47,541,197,14,207,120,10,132,3282,2577,5852
POA3356,76,2249,2330,1979,352,2336,889,90,979,646,47,697,279,24,299,135,10,144,3992,2782,6778
POA3357,23,300,325,487,37,530,168,6,171,227,7,233,107,3,111,37,4,40,1054,359,1409
POA3358,19,191,212,351,38,384,201,25,226,234,9,246,110,4,115,27,3,34,943,262,1206
POA3360,6,120,128,122,14,134,41,4,44,32,0,34,18,0,18,6,0,6,227,138,362
POA3361,4,125,128,84,15,103,25,0,29,21,5,25,15,0,15,6,0,9,167,145,313
POA3363,29,493,522,488,101,590,157,16,171,165,11,175,71,11,84,24,0,20,926,636,1562
POA3364,12,238,253,327,53,378,104,8,107,93,8,100,57,5,59,29,0,26,618,311,928
POA3370,17,286,304,294,48,344,101,8,110,58,7,64,27,4,33,20,5,22,517,358,879
POA3371,11,191,203,158,52,209,49,7,52,29,11,38,15,5,14,7,0,12,273,267,531
POA3373,18,359,375,367,52,416,111,17,123,97,6,101,41,6,44,18,5,22,649,439,1086
POA3374,5,67,65,63,10,69,22,0,24,11,4,17,9,0,9,3,0,3,118,76,197
POA3375,0,22,22,37,9,44,9,0,9,12,0,12,8,0,8,6,0,6,71,26,94
POA3377,70,1277,1350,1236,184,1422,440,46,484,356,24,375,169,16,189,67,0,75,2340,1548,3892
POA3378,0,9,9,12,3,15,4,0,4,4,0,4,8,0,8,0,0,0,29,20,51
POA3379,7,111,118,112,25,138,21,7,27,31,0,33,14,0,15,10,0,10,196,141,340
POA3380,30,968,999,861,116,978,303,27,336,222,24,245,112,10,117,54,7,60,1579,1143,2730
POA3381,17,190,203,185,72,254,49,8,53,49,13,68,28,5,31,7,0,7,335,285,621
POA3384,9,67,78,80,16,89,27,4,29,32,4,35,7,0,6,5,0,6,154,98,251
POA3385,0,56,60,90,20,106,23,4,31,21,0,23,12,0,16,7,0,0,154,80,239
POA3387,4,40,42,38,7,49,22,3,27,5,0,5,7,0,7,0,0,0,82,45,129
POA3388,3,70,71,83,15,102,31,0,32,21,0,24,9,0,9,5,0,5,155,89,241
POA3390,3,155,156,124,13,142,49,0,49,38,0,38,20,3,20,17,0,17,245,179,422
POA3391,0,19,19,26,5,25,7,0,8,5,0,5,6,0,6,4,0,3,43,24,69
POA3392,0,89,93,89,16,108,22,0,24,13,0,13,16,0,16,4,0,4,153,109,261
POA3393,18,439,455,361,52,418,120,8,125,97,7,102,41,3,48,21,0,20,660,516,1175
POA3395,0,63,62,54,5,60,14,0,12,8,0,8,10,0,13,3,0,3,91,72,156
POA3396,3,106,109,123,22,142,32,4,36,12,0,15,12,0,12,9,0,12,192,136,326
POA3400,71,2304,2384,1944,319,2268,838,71,911,645,39,684,310,16,327,98,9,109,3921,2758,6676
POA3401,17,314,330,573,55,635,237,23,255,261,15,275,141,8,142,47,3,49,1280,413,1692
POA3407,5,60,65,59,7,68,18,5,15,20,0,21,9,3,12,6,0,6,109,76,187
POA3409,5,143,148,151,17,171,47,0,44,42,10,50,15,0,21,9,0,9,261,172,434
POA3412,0,50,50,34,0,40,12,0,16,18,4,18,3,0,3,3,0,3,77,62,134
POA3413,0,25,26,27,10,32,13,0,12,6,0,8,0,0,0,4,0,4,55,39,86
POA3414,7,285,295,269,35,304,79,6,89,60,5,58,34,0,33,11,0,11,464,332,793
POA3415,0,0,0,6,0,6,5,0,5,3,0,3,0,0,0,0,0,0,11,0,13
POA3418,11,370,381,381,59,444,131,11,139,120,9,130,58,11,65,27,0,33,735,459,1192
POA3419,5,145,151,144,15,161,43,0,45,31,4,32,17,0,17,3,0,3,244,171,409
POA3420,0,20,20,36,12,44,7,0,12,8,0,12,13,0,8,7,0,4,74,32,107
POA3423,4,69,76,89,7,103,21,3,21,7,0,12,4,0,4,7,0,7,136,83,215
POA3424,4,120,124,119,23,143,34,0,35,21,0,17,15,0,21,6,0,6,203,147,345
POA3427,17,437,455,639,103,744,408,27,436,328,11,342,130,11,135,56,0,58,1576,590,2162
POA3428,0,42,40,76,6,79,44,4,46,37,0,37,15,0,21,7,3,10,180,54,231
POA3429,168,3161,3323,4287,528,4816,2463,132,2587,2476,72,2553,1006,41,1049,362,17,378,10758,3947,14709
POA3430,0,33,35,28,5,35,12,4,12,14,0,14,7,0,4,4,0,7,71,41,109
POA3431,19,248,266,505,45,545,257,18,269,287,11,297,127,3,130,43,0,45,1243,320,1565
POA3432,0,11,9,19,4,27,12,5,16,14,0,12,0,0,0,0,0,0,55,19,73
POA3433,0,6,6,28,3,29,8,0,9,19,0,19,3,0,3,0,0,0,58,14,76
POA3434,32,368,397,717,81,797,350,25,371,377,8,389,168,13,180,72,3,76,1717,496,2217
POA3435,23,261,283,386,38,426,193,13,208,175,6,187,74,9,79,47,3,45,900,328,1227
POA3437,48,715,760,1231,82,1321,602,33,628,837,20,860,371,10,385,124,6,123,3212,867,4075
POA3438,7,140,149,236,13,247,127,3,135,191,5,196,68,3,76,26,0,24,655,168,823
POA3440,6,128,133,224,30,250,100,3,100,140,7,150,58,0,65,26,3,29,559,170,732
POA3441,9,82,92,208,36,244,71,13,79,89,3,94,34,0,34,12,0,9,417,139,557
POA3442,70,647,717,1056,139,1196,475,20,494,531,22,556,213,17,227,60,5,66,2402,851,3254
POA3444,49,1042,1088,1346,211,1556,488,50,536,545,33,577,196,16,213,83,11,94,2697,1366,4065
POA3446,3,118,118,144,31,172,67,8,73,59,0,63,20,0,23,9,0,9,304,151,455
POA3447,8,61,67,81,16,97,23,3,27,24,5,27,11,0,8,5,0,5,144,86,231
POA3448,6,98,101,160,27,186,54,7,55,38,5,46,26,0,26,6,0,6,288,142,426
POA3450,67,1297,1360,1031,174,1205,351,40,396,273,15,286,80,7,85,30,0,29,1832,1536,3374
POA3451,37,667,702,848,119,960,299,24,326,289,24,312,103,6,114,46,0,53,1628,840,2463
POA3453,8,155,162,272,42,311,95,9,95,89,8,101,41,0,46,19,0,21,525,213,736
POA3458,19,296,313,379,75,450,99,15,115,88,8,98,21,0,24,25,3,27,631,396,1027
POA3460,22,549,572,445,103,551,131,25,155,80,4,87,26,0,32,10,0,13,719,689,1403
POA3461,30,599,630,722,181,900,215,26,243,175,21,199,71,5,80,32,0,36,1250,841,2083
POA3462,8,214,221,181,28,208,61,10,68,69,6,72,19,0,19,9,0,9,336,253,589
POA3463,15,419,437,441,87,525,121,12,125,80,10,85,34,0,28,25,0,25,705,528,1234
POA3464,3,132,132,142,18,156,66,6,72,57,4,61,29,0,32,15,0,15,314,155,471
POA3465,33,1711,1744,1499,241,1744,462,46,507,374,13,395,172,10,180,90,6,98,2630,2032,4658
POA3467,5,216,221,204,34,236,50,3,54,49,3,51,25,0,27,19,3,22,348,259,609
POA3468,0,42,44,52,8,60,11,0,14,12,0,12,4,0,4,3,0,3,78,54,136
POA3469,0,53,58,38,14,53,4,0,7,5,5,10,4,3,7,3,0,5,57,74,138
POA3472,7,275,289,205,45,258,70,3,76,51,5,54,17,0,19,7,0,11,369,342,715
POA3475,4,67,68,65,12,77,15,6,17,10,0,10,4,0,4,3,0,3,99,77,180
POA3477,0,106,103,132,25,158,29,0,37,37,0,37,16,0,18,5,0,7,223,132,358
POA3478,14,491,498,386,49,438,112,10,123,97,8,98,41,7,44,19,0,21,661,560,1226
POA3480,8,266,271,248,35,282,83,7,89,57,6,66,40,3,47,19,0,19,459,317,772
POA3482,0,24,24,20,16,32,12,4,16,6,0,11,5,0,10,0,0,0,44,41,84
POA3483,3,130,137,118,17,142,45,5,47,35,0,35,21,0,21,13,0,9,229,162,384
POA3485,0,52,55,47,12,64,10,0,10,7,0,8,7,3,4,5,0,5,76,72,146
POA3487,0,6,10,7,0,9,6,0,3,0,0,0,3,0,3,5,0,5,19,8,27
POA3488,0,13,13,12,0,16,7,0,3,0,0,0,5,0,5,0,0,0,26,14,42
POA3489,0,3,7,5,0,11,3,0,3,0,0,0,4,0,4,0,0,0,14,5,21
POA3490,3,211,217,198,41,238,56,11,61,32,6,34,32,0,35,4,0,4,326,270,591
POA3491,0,15,15,20,10,33,5,0,5,5,0,5,7,0,7,0,0,0,36,31,66
POA3494,3,90,91,71,18,90,38,7,44,21,12,35,11,0,11,8,0,8,150,132,278
POA3496,44,709,751,713,155,863,334,31,366,320,31,351,138,15,150,82,4,87,1632,936,2565
POA3498,36,485,525,675,101,778,312,31,343,307,35,339,145,13,158,82,11,96,1559,679,2235
POA3500,196,4419,4614,4076,817,4893,1796,243,2035,1494,149,1643,716,76,795,392,55,451,8670,5757,14431
POA3501,10,134,148,203,30,231,110,12,118,153,8,161,66,5,74,28,0,28,568,190,756
POA3505,32,468,505,588,100,687,257,28,280,223,23,251,131,6,138,63,6,67,1291,627,1918
POA3506,0,4,4,3,4,3,4,0,3,0,0,0,0,0,0,0,0,0,6,8,14
POA3507,0,28,28,19,12,34,6,0,9,3,0,3,5,0,5,5,0,4,36,47,85
POA3509,3,33,33,35,8,41,15,0,15,3,0,3,8,0,9,0,0,0,64,44,106
POA3512,0,54,56,54,9,56,11,0,14,16,0,22,5,0,5,7,0,7,93,71,164
POA3515,9,128,136,272,20,290,130,4,134,173,12,182,83,5,86,34,0,34,698,166,864
POA3516,4,71,73,108,10,116,36,6,39,33,0,38,18,0,19,3,0,7,197,92,294
POA3517,5,218,221,216,38,253,54,9,64,50,7,57,24,0,31,18,0,23,373,275,647
POA3518,4,240,240,194,43,243,53,15,65,42,3,49,19,3,25,3,3,5,321,311,630
POA3520,0,38,38,26,9,30,6,0,6,5,0,5,3,0,3,0,0,0,36,47,82
POA3521,7,51,63,88,13,97,29,4,36,46,0,48,20,3,22,16,0,13,202,72,277
POA3522,0,36,40,53,14,63,20,3,23,13,0,12,4,0,11,0,0,0,91,58,147
POA3523,26,633,662,641,150,784,180,27,211,105,17,119,46,10,58,33,5,39,1028,849,1877
POA3525,12,225,241,218,46,265,54,6,58,37,5,45,27,3,32,13,0,13,361,287,648
POA3527,0,129,134,137,16,157,31,6,32,22,0,24,10,0,9,3,0,3,204,153,359
POA3529,0,13,16,11,0,13,9,0,9,8,0,8,6,0,6,3,0,3,30,18,48
POA3530,0,28,30,21,3,20,6,0,6,3,0,3,0,0,0,0,0,0,29,32,62
POA3531,0,21,21,27,4,29,12,0,14,10,0,10,6,0,6,3,0,3,52,30,81
POA3533,5,135,134,117,24,135,32,9,43,28,3,26,13,0,19,4,0,4,194,162,359
POA3537,6,155,162,138,39,180,36,13,46,35,3,37,19,7,24,12,4,12,243,215,463
POA3540,0,58,58,43,5,47,5,0,5,6,3,8,9,0,6,3,0,3,63,67,133
POA3542,0,14,14,27,4,32,6,0,6,5,3,6,0,3,4,0,0,0,40,24,63
POA3544,0,46,42,30,8,39,7,0,14,10,0,10,6,0,8,0,0,4,58,60,115
POA3546,0,40,42,57,10,64,17,0,17,19,0,19,9,0,10,3,0,3,96,52,148
POA3549,12,307,322,293,122,410,135,48,181,140,54,193,119,29,143,100,19,114,794,571,1363
POA3550,256,6258,6518,5210,938,6146,2187,305,2493,1720,130,1849,717,53,776,345,31,377,10432,7721,18153
POA3551,165,1932,2099,3846,381,4227,1881,114,1996,2304,110,2409,1116,47,1165,472,9,479,9784,2597,12380
POA3555,115,2936,3054,2704,425,3131,1143,107,1250,914,46,966,361,30,393,183,14,199,5423,3561,8983
POA3556,63,1795,1854,1729,268,1999,745,75,817,655,36,689,294,16,314,181,9,184,3658,2196,5856
POA3557,5,67,64,98,16,117,62,11,73,40,0,41,17,0,22,5,0,4,229,97,326
POA3558,5,165,170,142,21,161,45,15,55,37,8,42,13,0,15,12,0,12,244,209,451
POA3559,8,62,68,82,22,102,23,10,27,25,8,32,7,3,14,5,0,5,153,94,246
POA3561,22,549,568,652,95,745,206,13,216,164,13,179,97,4,97,58,0,63,1191,678,1877
POA3562,5,15,19,34,10,47,14,3,12,19,3,17,3,0,3,3,0,3,67,33,102
POA3563,4,89,95,114,24,135,35,5,38,32,0,35,26,3,31,8,0,8,217,128,347
POA3564,93,1969,2062,2287,337,2627,863,67,929,784,55,836,374,29,403,154,7,169,4549,2475,7023
POA3565,3,11,12,14,0,17,4,0,7,4,0,4,0,0,0,6,0,6,35,18,45
POA3566,0,76,81,84,14,97,22,5,27,24,0,24,10,3,11,5,0,5,158,92,249
POA3567,0,76,78,117,9,124,31,3,33,26,0,26,15,0,15,5,0,5,196,96,288
POA3568,17,416,434,451,62,511,142,9,154,117,4,123,51,5,56,18,0,18,788,505,1292
POA3570,0,68,70,117,24,146,39,12,50,33,0,35,19,3,25,8,0,8,222,110,334
POA3571,0,29,28,40,5,50,18,0,20,12,0,12,7,0,12,6,0,6,88,34,119
POA3572,0,13,10,16,6,17,8,0,8,7,0,7,0,0,0,0,0,0,37,11,48
POA3573,0,41,41,45,10,53,13,6,17,13,0,14,6,4,8,3,0,3,83,54,141
POA3575,0,124,123,110,26,130,38,3,40,22,3,29,23,0,22,14,0,14,212,155,366
POA3576,0,6,6,11,0,12,5,0,5,3,0,3,0,0,0,0,0,0,20,9,30
POA3579,21,836,860,745,124,866,244,26,271,194,18,206,102,12,113,68,8,77,1378,1014,2396
POA3580,0,135,141,199,25,216,48,3,53,30,3,32,22,4,23,13,5,16,314,172,484
POA3581,0,11,11,19,11,28,10,0,10,5,0,5,0,0,0,3,0,3,38,23,59
POA3583,0,8,12,13,4,19,9,0,12,4,0,10,7,0,9,0,0,0,42,20,62
POA3584,12,104,117,140,35,177,55,11,66,48,3,51,38,3,37,6,0,6,297,159,457
POA3585,52,1441,1490,1424,246,1669,593,57,650,510,49,563,269,25,289,108,9,113,2958,1820,4777
POA3586,8,59,64,87,8,100,39,7,52,47,4,47,17,0,20,11,0,11,209,82,294
POA3588,0,29,33,60,0,56,21,0,21,18,0,19,10,0,8,5,3,9,109,41,148
POA3589,0,20,22,44,17,56,18,4,22,10,0,15,13,3,17,4,0,4,88,46,129
POA3590,0,27,28,38,4,44,22,6,26,18,0,22,6,0,6,3,0,3,89,37,133
POA3591,0,11,11,28,0,32,12,0,12,6,0,11,4,0,4,0,0,0,52,11,64
POA3594,0,80,83,93,29,123,23,8,23,15,6,20,5,0,11,8,0,8,142,121,264
POA3595,6,86,94,70,14,88,18,3,27,27,6,33,15,0,15,11,0,13,145,117,265
POA3596,0,15,15,10,6,21,5,0,5,0,0,0,0,0,3,0,0,0,21,18,44
POA3597,0,56,55,37,27,65,26,6,25,17,0,18,10,0,10,4,0,3,92,93,179
POA3599,0,18,18,12,6,20,12,0,7,6,0,7,0,0,6,0,0,0,33,29,58
POA3607,0,13,18,21,3,22,8,0,7,3,0,3,5,0,5,0,0,0,42,19,64
POA3608,16,435,454,437,80,512,120,16,140,91,11,106,52,0,56,20,0,21,748,542,1287
POA3610,6,219,228,190,39,228,83,3,83,59,0,59,28,8,29,14,0,15,380,267,644
POA3612,16,317,329,270,60,328,69,10,77,54,4,65,28,3,33,11,4,18,458,393,852
POA3614,3,50,50,101,14,117,54,0,61,59,3,60,26,3,29,9,0,9,257,78,329
POA3616,23,639,661,726,95,826,290,28,313,274,20,291,125,18,140,48,6,53,1482,796,2279
POA3617,0,9,12,22,0,22,16,5,14,9,0,14,4,0,4,0,0,0,48,16,58
POA3618,5,77,85,90,21,118,38,7,45,22,5,31,15,0,15,0,0,6,178,115,291
POA3620,38,1021,1063,1126,130,1254,419,31,451,367,16,378,191,8,206,95,3,102,2240,1210,3448
POA3621,12,264,277,284,34,318,119,10,129,105,9,107,70,0,66,39,0,37,616,316,937
POA3622,3,38,39,52,10,64,33,0,35,23,0,23,18,5,16,10,0,12,138,53,185
POA3623,7,118,122,151,19,167,35,6,38,31,0,34,19,0,19,11,0,11,252,138,396
POA3624,0,72,72,63,15,82,26,0,25,25,0,30,14,0,16,11,0,8,140,91,236
POA3629,45,1403,1449,1146,231,1376,480,62,539,408,49,456,177,21,193,92,9,101,2338,1770,4115
POA3630,129,4077,4205,3457,633,4091,1630,236,1864,1381,141,1521,660,67,729,463,50,517,7722,5202,12925
POA3631,61,784,845,1472,156,1631,718,52,768,908,41,944,458,17,473,251,4,259,3867,1055,4917
POA3633,0,49,47,62,3,71,27,4,28,43,0,43,23,3,25,10,0,10,161,60,220
POA3634,9,124,131,223,31,251,103,6,111,93,5,96,61,3,62,27,0,30,510,172,687
POA3635,0,63,65,76,19,94,31,0,35,17,3,23,14,3,17,7,0,5,146,93,237
POA3636,26,720,744,752,100,848,261,26,285,220,13,231,102,15,108,48,7,55,1402,879,2275
POA3637,0,39,38,73,13,80,29,0,33,32,0,35,17,5,21,10,0,9,168,55,221
POA3638,3,325,330,283,44,332,86,11,93,83,3,95,59,0,60,27,4,31,554,392,944
POA3639,0,79,84,74,18,88,31,4,31,20,3,23,3,0,10,0,0,0,123,106,233
POA3640,4,62,63,114,17,125,54,14,67,46,4,51,24,10,30,18,4,19,257,111,364
POA3641,3,129,137,147,27,175,52,5,58,57,3,61,34,3,38,23,4,26,317,178,491
POA3644,62,1241,1301,1297,211,1511,419,53,469,374,32,410,188,14,197,102,10,112,2443,1559,4000
POA3646,7,57,63,90,3,94,32,5,36,32,5,33,11,3,16,5,0,5,173,72,246
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
POA3649,6,53,55,59,12,68,17,7,20,14,0,14,15,0,16,12,0,14,119,67,188
POA3658,31,661,695,741,96,836,336,20,356,301,23,326,154,19,173,83,4,87,1649,821,2472
POA3659,9,65,67,112,7,118,46,3,48,35,4,39,16,0,16,11,0,13,224,73,297
POA3660,57,1123,1177,1026,181,1213,423,54,484,297,27,328,140,21,160,69,19,85,2014,1423,3438
POA3662,9,21,29,69,0,67,54,4,56,52,0,59,26,0,26,12,0,12,212,30,242
POA3663,3,10,15,29,8,37,10,0,11,3,4,6,4,0,6,0,0,0,53,20,72
POA3664,0,133,137,169,19,193,72,0,72,51,5,56,18,0,17,11,0,11,328,153,482
POA3665,0,41,44,61,11,70,23,3,25,12,0,11,8,0,8,8,0,8,108,60,169
POA3666,42,774,821,804,150,953,233,26,261,174,18,196,79,9,85,40,0,43,1376,976,2358
POA3669,11,230,242,228,52,280,63,6,66,51,9,55,21,3,26,8,0,7,384,296,677
POA3670,6,68,77,99,14,111,35,0,37,26,5,30,8,0,8,11,0,8,180,86,263
POA3672,62,1732,1794,1612,238,1850,497,68,562,389,21,412,170,25,194,79,11,89,2804,2088,4896
POA3673,11,176,188,303,51,358,82,8,88,74,8,83,43,0,45,15,0,15,531,244,774
POA3675,20,154,178,279,38,313,98,11,108,111,7,112,49,0,51,8,0,12,556,217,781
POA3677,90,2894,2983,2473,353,2824,960,77,1039,860,50,911,388,16,400,152,13,168,4926,3401,8327
POA3678,37,517,552,956,122,1075,301,35,339,307,17,325,163,10,178,85,6,97,1844,705,2555
POA3682,3,47,56,85,10,94,30,4,28,39,0,40,16,0,16,11,0,9,175,67,242
POA3683,15,245,263,258,40,302,99,11,104,63,3,66,26,0,28,24,0,27,482,301,780
POA3685,15,371,385,431,55,491,159,16,175,137,4,138,59,3,60,13,0,13,813,449,1257
POA3687,3,123,121,162,13,185,55,6,61,47,0,52,28,0,31,0,0,4,307,148,452
POA3688,7,89,98,173,42,212,68,10,74,75,3,73,33,5,34,6,0,9,364,146,509
POA3690,204,4379,4581,4299,573,4869,1939,164,2106,1726,85,1808,719,49,767,354,21,374,9246,5269,14507
POA3691,56,703,760,1406,171,1573,650,28,680,748,28,776,371,16,385,127,6,128,3360,943,4306
POA3695,3,29,29,68,5,75,21,0,21,29,0,29,12,0,14,11,0,11,143,36,180
POA3697,3,67,64,90,18,112,22,4,23,31,4,29,11,0,11,4,0,4,159,86,242
POA3698,9,138,145,161,31,190,41,8,48,45,6,52,17,0,17,4,0,7,276,186,458
POA3699,11,199,208,138,59,196,31,20,58,33,12,41,13,14,30,11,0,16,243,296,542
POA3700,11,181,191,210,15,226,60,8,64,54,0,55,20,0,24,17,0,17,366,205,571
POA3701,8,122,131,174,34,208,39,4,48,41,6,44,23,4,25,6,0,6,297,171,465
POA3704,0,5,3,4,3,6,3,0,3,0,0,0,0,0,0,0,0,0,3,9,8
POA3705,6,29,36,37,12,50,10,5,15,9,7,9,7,0,6,0,0,0,61,53,113
POA3707,8,282,292,276,46,317,78,4,83,71,10,75,38,0,41,14,0,14,480,342,820
POA3708,0,3,3,17,3,17,6,0,6,5,0,5,0,0,0,0,0,3,19,5,27
POA3709,4,54,54,57,20,67,10,4,15,6,3,7,7,0,6,0,0,0,76,76,152
POA3711,0,79,79,100,19,119,20,7,29,20,3,25,8,4,9,4,0,4,155,115,273
POA3712,8,75,82,53,11,63,12,3,16,9,0,9,8,0,10,0,0,0,92,96,188
POA3713,4,229,230,163,52,216,32,5,43,28,0,25,16,0,17,7,0,7,242,299,535
POA3714,19,567,589,573,75,650,178,21,198,151,11,162,72,8,81,18,0,27,1016,685,1707
POA3715,3,40,44,66,15,80,22,3,24,12,0,12,6,3,12,0,0,0,110,56,167
POA3717,23,492,507,533,108,637,156,25,182,135,26,161,59,9,68,22,5,28,932,654,1583
POA3718,0,9,13,23,0,22,3,0,3,0,0,0,0,0,0,0,0,0,24,12,41
POA3719,3,45,53,80,10,91,25,0,28,11,0,16,3,0,0,0,0,0,127,61,185
POA3720,3,83,88,120,20,138,31,6,37,25,3,29,9,0,11,3,0,3,191,124,311
POA3722,31,687,717,834,124,956,256,26,278,242,17,263,137,10,147,44,4,47,1542,872,2410
POA3723,31,454,481,462,191,657,129,57,194,117,56,171,48,27,79,16,15,36,810,798,1607
POA3725,4,60,62,89,15,106,28,0,31,28,4,28,16,0,12,11,0,13,171,81,250
POA3726,0,42,47,60,12,70,27,0,28,15,0,15,6,0,6,8,0,12,113,60,173
POA3727,5,26,27,45,8,54,18,0,21,18,0,14,6,0,6,3,0,6,85,37,124
POA3728,3,75,77,105,24,120,31,3,34,31,3,37,13,0,13,8,0,8,197,98,294
POA3730,72,1147,1219,1519,231,1754,394,32,418,374,18,388,206,7,214,92,0,92,2655,1433,4084
POA3732,8,75,81,91,19,109,31,0,36,28,4,31,15,0,15,5,0,5,169,93,267
POA3733,0,33,40,37,5,39,16,4,12,9,0,10,0,0,0,0,0,0,61,46,109
POA3735,0,64,59,111,13,125,31,0,31,33,4,36,17,0,17,0,0,0,194,77,268
POA3737,20,569,593,692,81,777,207,17,222,176,5,181,102,4,105,27,0,35,1233,675,1907
POA3738,6,21,23,30,4,32,7,0,7,9,0,9,0,0,0,0,0,3,56,25,86
POA3739,0,24,21,38,3,43,7,5,9,8,0,15,6,0,9,0,0,4,61,38,99
POA3740,3,89,90,168,24,192,60,7,69,74,9,76,26,0,26,3,0,3,334,131,462
POA3741,34,470,506,499,175,678,138,46,185,141,40,186,50,8,54,18,11,29,870,759,1633
POA3744,5,42,49,63,10,70,22,0,26,30,0,32,14,4,13,8,0,8,135,62,200
POA3746,0,45,45,52,10,66,26,0,26,19,0,18,8,0,8,4,0,4,106,55,160
POA3747,32,598,638,747,97,850,228,20,241,234,11,248,102,8,108,23,0,24,1368,741,2108
POA3749,22,198,218,304,21,332,105,5,104,96,7,108,45,0,45,20,0,20,592,225,823
POA3750,59,899,966,1477,174,1657,1475,99,1571,1845,67,1911,869,27,899,489,10,503,6215,1280,7498
POA3751,0,11,16,18,4,22,0,0,0,8,7,7,3,0,3,4,0,4,39,17,56
POA3752,80,1274,1352,1927,195,2123,1513,67,1575,2001,51,2047,768,21,788,323,7,333,6616,1609,8227
POA3753,12,156,170,354,41,390,301,17,314,332,18,352,144,8,152,79,4,80,1223,237,1458
POA3754,228,2373,2595,3997,373,4365,3161,123,3284,3956,95,4049,1686,53,1738,621,27,649,13646,3035,16684
POA3755,0,13,13,36,7,38,14,0,13,11,0,11,4,0,4,4,0,4,70,27,93
POA3756,63,867,931,1462,165,1631,940,47,983,1015,45,1058,488,21,511,256,17,272,4227,1160,5385
POA3757,48,699,748,990,136,1128,499,46,543,563,29,592,285,15,297,122,14,136,2513,930,3447
POA3758,10,101,115,225,39,258,119,11,131,140,11,156,65,8,75,43,0,41,597,170,769
POA3759,3,48,47,128,20,142,56,0,61,70,0,68,24,3,25,19,0,19,298,73,369
POA3760,0,16,16,35,3,37,24,0,27,22,0,21,11,0,11,3,0,0,100,20,116
