POA_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
POA3954,14,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,21,12,5,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,20,28,4,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
POA3956,119,12,5,0,0,0,0,0,0,0,152,26,3,9,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,9,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,151,18,10,6,0,6,0,0,0,0,192,128,16,9,4,5,0,0,0,0,4,163,25,6,3,0,0,0,0,0,0,0,39,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,31,6,3,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,156,22,11,7,9,0,0,3,0,4,206,251,31,15,0,3,0,0,0,0,3,309,51,6,12,3,0,0,0,3,0,0,79,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,64,6
POA3957,8,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18,24,0,0,0,0,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3958,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA3959,49,5,0,0,0,0,0,0,0,3,63,7,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,55,8,5,0,0,0,0,0,0,4,75,59,9,0,0,0,0,0,0,0,0,72,12,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,67,5,4,0,0,0,6,0,0,0,88,108,8,0,0,0,0,0,0,0,7,133,18,3,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3
POA3960,117,5,0,0,3,0,3,0,0,5,133,15,9,6,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,9,6,0,0,0,3,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,132,18,5,0,3,0,0,3,4,5,176,131,8,0,3,0,0,5,0,0,14,165,29,7,7,0,0,0,0,4,0,0,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,7,3,0,0,0,0,4,0,5,52,0,0,0,0,0,0,0,0,0,0,0,154,13,6,6,6,0,5,8,5,18,213,246,14,4,3,3,0,5,3,0,14,296,42,16,7,0,3,0,0,4,3,0,77,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43,16
POA3962,50,0,0,0,0,0,0,0,0,3,59,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,3,67,39,0,0,0,0,0,0,0,0,0,46,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,0,0,54,91,0,0,0,0,0,0,0,0,5,104,14,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
POA3964,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,14,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3965,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,13,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3966,23,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,0,0,3,0,0,0,28,19,0,3,0,0,0,3,0,0,0,27,8,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20,3,3,0,0,0,5,0,0,0,37,39,3,3,0,0,0,3,0,0,0,48,3,0,0,4,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA3967,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3971,136,10,5,0,0,0,0,0,0,10,158,24,4,3,0,0,0,0,0,0,0,37,5,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,31,4,13,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,163,15,12,0,0,0,3,0,0,10,203,157,12,6,0,5,4,3,0,0,4,191,20,12,3,0,3,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,10,3,0,3,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,3,185,22,8,0,0,5,4,0,0,3,248,291,22,13,0,5,5,4,0,0,13,351,47,13,7,0,4,0,4,0,0,0,80,8,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,54,16
POA3975,509,180,115,27,15,10,13,6,3,19,906,1136,1138,553,128,121,142,120,47,14,50,3444,149,102,69,15,16,19,23,12,3,14,415,4,0,0,0,0,0,0,0,0,0,3,1288,1242,628,136,135,160,148,58,15,59,3868,0,0,3,0,0,0,0,0,0,4,10,1796,1426,744,165,153,171,162,67,16,83,4787,513,184,99,21,20,21,11,4,0,21,897,990,1065,652,134,152,111,118,52,13,41,3327,195,151,117,22,30,32,66,22,4,29,663,0,3,0,0,0,0,0,0,0,8,10,1187,1214,769,159,180,144,178,76,17,71,4001,0,0,5,0,0,0,0,0,0,6,15,1697,1406,872,176,200,164,193,87,19,101,4914,1020,366,216,51,32,32,27,12,6,40,1805,2121,2206,1206,262,271,258,230,97,27,93,6772,342,254,188,39,43,47,92,42,6,36,1080,3,3,0,0,0,0,0,0,0,10,12,2474,2462
POA3976,953,220,136,26,17,26,23,9,0,32,1447,1677,998,918,164,208,171,247,77,16,59,4549,317,145,173,27,39,33,52,23,12,25,862,3,3,3,0,0,0,0,0,0,0,15,1998,1146,1095,192,253,208,305,104,35,89,5422,3,0,0,0,0,0,0,0,0,5,14,2957,1365,1235,218,269,235,329,110,34,128,6880,922,223,136,22,34,17,22,9,0,39,1426,1523,823,763,170,198,200,242,81,23,49,4064,459,227,205,45,79,67,109,45,23,19,1281,6,3,0,0,0,0,0,5,0,0,16,1979,1051,969,218,274,267,354,130,50,68,5354,6,0,8,0,0,0,0,0,0,7,21,2908,1276,1104,239,306,280,375,137,47,113,6803,1871,444,272,49,46,42,41,20,3,79,2872,3199,1818,1684,335,406,370,494,158,38,113,8607,777,370,382,68,114,102,166,65,40,48,2143,7,9,8,0,0,0,5,5,0,0,26,3981,2196
POA3977,3677,1094,664,88,81,81,74,23,13,141,5929,3387,5031,2927,490,532,638,564,180,67,120,13934,362,277,364,59,71,68,135,61,38,35,1471,9,14,3,0,0,0,3,0,0,0,35,3763,5316,3292,553,603,706,700,239,106,153,15441,14,7,3,0,0,0,6,0,0,8,39,7446,6418,3962,641,690,790,777,259,116,306,21407,3804,1016,720,104,96,77,76,24,15,132,6052,3120,4336,3367,589,614,588,588,217,81,126,13623,513,500,534,134,160,132,221,111,50,58,2419,4,5,0,0,0,0,3,0,6,0,25,3642,4836,3907,727,772,724,817,326,139,184,16071,7,7,3,0,3,0,4,0,0,19,45,7447,5853,4629,828,870,801,894,355,153,335,22166,7479,2114,1378,193,171,155,144,47,33,267,11984,6511,9366,6297,1084,1151,1226,1152,396,144,241,27559,875,779,896,198,228,201,356,171,93,88,3885,16,15,10,0,0,4,11,0,6,4,61,7401,10157
POA3978,916,470,350,75,58,63,32,13,4,40,2021,1179,3140,1936,389,331,332,335,111,17,82,7850,80,81,102,35,33,33,57,39,8,13,487,3,0,0,0,5,0,0,0,0,0,12,1268,3223,2036,422,367,367,395,145,30,90,8342,0,3,7,3,0,0,0,0,0,3,19,2187,3695,2390,495,425,430,430,163,40,142,10391,994,396,380,84,64,54,35,19,9,32,2063,1093,2448,2335,478,425,345,317,91,32,76,7635,112,152,168,54,48,62,121,50,9,24,800,0,4,0,0,3,0,0,4,0,0,13,1204,2603,2499,541,473,407,438,141,40,99,8446,5,0,0,0,0,0,0,0,0,3,14,2199,2997,2880,621,542,464,475,164,48,134,10519,1903,866,729,152,127,114,74,30,18,72,4090,2272,5584,4269,871,753,687,649,200,52,157,15490,200,236,269,86,81,94,182,86,18,37,1284,3,8,4,0,4,0,0,0,0,0,25,2474,5827
POA3979,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA3980,140,6,8,0,0,0,0,0,0,4,161,15,0,10,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,155,9,19,0,0,0,0,0,0,9,188,135,16,4,3,0,0,0,0,0,9,163,18,7,8,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,7,5,0,0,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,158,20,16,3,0,0,4,0,0,12,205,276,22,16,3,0,0,0,0,0,10,322,34,7,10,0,0,0,4,0,0,5,59,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,37,6
POA3981,141,11,9,0,0,0,0,0,6,18,186,26,21,6,3,5,3,3,0,0,6,72,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,34,22,11,3,5,3,3,0,0,6,87,0,0,0,0,0,0,0,0,0,0,0,178,32,23,3,3,5,3,0,0,19,275,168,28,10,0,5,3,3,0,0,13,218,24,21,14,0,0,5,0,0,0,4,72,10,5,0,0,0,0,6,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,40,26,14,0,5,5,6,0,0,6,89,0,0,0,0,0,0,0,0,0,0,4,205,46,22,0,9,4,4,3,0,16,313,307,40,16,0,3,6,3,0,5,24,406,50,37,22,3,7,8,3,0,0,7,144,17,7,0,0,0,0,6,0,0,7,31,4,0,0,0,0,0,0,0,0,0,4,76,39
POA3984,332,23,22,0,0,0,0,0,0,15,406,64,10,0,3,0,0,0,0,0,0,85,6,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,73,10,0,3,0,0,0,0,0,9,102,0,0,0,0,0,0,0,0,0,0,0,404,35,27,7,0,0,8,0,0,28,502,325,26,27,3,5,0,0,0,0,26,415,59,7,8,5,3,0,0,0,0,4,83,8,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,67,7,8,5,3,0,4,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,401,34,34,9,8,0,4,0,0,34,514,660,52,52,4,7,0,3,0,0,40,823,125,17,9,6,3,0,3,0,0,3,168,16,0,0,0,0,0,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,141,17
POA3987,60,9,0,0,0,0,0,0,0,4,68,6,0,0,0,5,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,70,9,0,0,5,0,0,0,0,3,85,61,3,3,0,0,0,0,0,0,0,70,11,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,68,3,4,0,0,0,0,0,3,0,87,120,12,3,0,0,0,0,0,0,4,136,16,0,0,0,3,0,0,0,0,3,32,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0
POA3988,27,7,0,0,0,0,0,0,0,9,43,8,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,5,0,0,9,55,35,0,0,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,45,0,4,0,0,3,0,0,0,0,54,66,5,3,0,0,0,0,0,0,9,81,12,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0
POA3990,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3991,22,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,15,32,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA3992,39,0,14,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,45,3,8,3,0,0,0,0,0,0,67,49,3,6,4,0,0,0,0,0,0,66,7,3,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,56,3,13,3,0,0,0,0,0,0,79,85,9,18,5,0,0,0,0,0,0,118,17,0,6,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
