POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA2586,5,9,12,299,286,583,0,0,0,9,5,15,0,0,0,435,413,850,0,0,0,3,5,7,4,6,7,0,0,0,7,5,7,0,0,0,0,0,3,0,4,3,19,23,48,4,6,13,0,0,0,72,63,133,24,21,49,0,0,0,886,837,1721,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,399,329,729,0,0,0,0,3,3,400,336,737,224,182,402,0,0,0,1508,1371,2881
POA2587,5,4,6,322,381,702,0,0,0,3,8,9,5,0,3,452,489,939,0,0,0,8,12,18,4,6,7,0,0,0,7,3,11,0,0,0,3,3,4,0,6,9,31,33,59,0,6,12,0,0,0,64,73,132,25,20,48,0,0,5,927,1027,1957,0,0,0,16,12,27,0,0,0,0,0,0,0,0,3,0,5,4,0,5,7,383,341,723,3,3,3,6,0,8,387,348,729,123,108,228,0,0,0,1451,1505,2960
POA2588,0,3,3,46,44,90,0,0,0,0,0,0,0,0,0,42,44,83,0,0,0,3,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,8,14,0,0,3,0,0,0,100,112,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,65,0,0,0,0,0,0,38,27,65,10,10,21,0,0,0,143,152,297
POA2590,15,9,27,759,915,1672,0,0,0,33,42,79,0,0,0,947,1019,1960,0,0,0,6,0,6,11,11,24,4,3,8,11,10,18,0,0,0,10,4,17,18,31,49,89,103,190,4,10,11,7,5,15,161,180,345,64,71,136,0,0,0,2125,2403,4527,3,10,13,5,10,16,0,3,5,0,0,5,5,8,6,8,3,13,17,16,29,1025,922,1943,6,0,7,0,10,12,1034,932,1963,290,254,540,0,0,3,3496,3634,7132
POA2594,21,21,42,1083,1215,2297,0,0,0,50,61,107,49,62,119,1695,1936,3632,0,0,0,20,19,33,11,22,30,3,6,8,8,29,39,0,0,0,20,12,29,18,14,28,164,180,346,18,25,42,11,18,37,173,200,370,88,98,186,6,0,3,3422,3893,7315,25,22,46,240,256,503,3,0,3,4,4,6,18,14,30,8,13,17,29,31,58,1600,1533,3138,10,4,19,7,6,16,1621,1550,3167,470,465,934,0,6,9,5833,6241,12074
POA2619,24,42,64,573,657,1233,0,0,0,33,30,64,46,55,102,1262,1384,2650,0,0,0,167,161,328,7,9,19,9,9,20,35,32,64,3,5,5,20,17,35,33,50,85,81,83,161,8,9,12,4,9,7,94,114,208,114,121,234,0,5,4,2496,2751,5243,71,84,157,47,40,86,7,3,11,0,0,0,32,28,62,19,16,36,51,46,97,1818,1687,3504,12,8,26,0,4,3,1835,1704,3533,161,150,308,6,6,10,4689,4820,9514
POA2620,193,248,440,2452,2880,5333,0,0,0,166,163,337,55,48,105,5101,5439,10542,4,8,14,610,571,1183,30,42,72,38,28,70,83,115,204,17,14,33,88,79,169,177,202,381,293,369,668,35,38,72,31,34,65,363,425,790,605,629,1234,8,10,22,10188,11096,21283,707,565,1270,440,357,799,20,17,35,3,8,10,366,311,675,65,96,158,434,407,848,8998,7949,16948,88,82,176,38,51,81,9123,8083,17207,2068,1447,3516,24,32,54,23196,22256,45450
POA2621,16,22,37,479,540,1018,0,0,0,23,31,53,0,0,3,718,771,1488,0,0,0,31,32,59,0,4,7,4,4,8,19,10,27,0,0,0,13,10,21,13,8,17,50,50,100,6,3,8,10,0,9,72,66,142,43,66,110,9,6,12,1487,1612,3096,9,4,7,7,4,11,0,3,0,0,0,0,3,3,11,13,16,28,17,19,39,1563,1436,3004,22,8,31,0,4,3,1584,1449,3035,185,183,370,0,5,9,3301,3296,6599
POA2622,20,20,39,345,335,678,0,0,0,5,6,12,0,0,0,416,416,829,0,0,0,6,6,10,0,0,3,0,6,4,5,8,15,0,7,7,0,4,0,8,7,13,50,39,88,0,0,0,0,0,0,46,62,102,19,22,44,3,0,9,905,918,1824,0,5,4,4,4,10,3,5,9,0,3,7,4,0,4,7,12,16,12,15,20,963,883,1849,9,13,22,4,7,9,977,903,1873,211,208,420,0,3,6,2137,2069,4205
POA2623,0,0,0,46,45,90,0,0,0,7,3,8,0,0,0,39,54,95,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,6,4,5,6,0,3,4,0,4,0,9,12,0,4,7,0,0,0,120,130,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,5,163,127,289,0,0,0,0,0,0,160,131,291,17,20,36,0,0,0,310,280,587
POA2624,5,4,15,91,94,188,0,0,0,4,15,20,0,0,0,119,100,221,0,0,0,4,0,8,3,0,7,0,0,0,0,3,3,0,0,0,3,0,3,0,4,3,11,8,15,0,0,0,0,0,0,20,17,35,4,8,14,0,0,0,268,256,527,5,0,5,0,0,0,0,3,11,0,0,0,0,0,0,3,0,3,3,0,3,469,407,876,7,4,6,6,0,5,478,409,889,158,75,233,14,25,40,935,782,1718
POA2625,4,3,11,119,105,217,0,0,0,0,0,0,0,0,0,128,88,221,0,0,0,5,8,11,5,5,3,0,0,0,3,0,6,0,0,0,0,6,6,0,0,0,19,11,28,3,0,3,0,0,0,11,19,30,7,3,14,0,0,0,295,241,539,0,0,0,0,0,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,306,265,566,4,0,4,0,3,3,312,266,579,378,310,690,18,8,26,1019,844,1865
POA2626,0,0,3,43,41,78,0,0,0,3,4,3,0,0,0,46,36,82,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,8,10,18,12,11,19,0,0,0,116,111,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,99,210,0,4,4,0,4,4,114,103,219,33,25,54,0,0,0,263,238,505
POA2627,35,62,95,403,432,839,0,0,0,37,19,58,0,0,0,568,592,1161,0,0,0,16,13,29,16,12,28,0,3,3,12,9,16,0,0,0,10,0,15,16,12,20,42,50,95,0,5,0,13,17,30,84,111,194,73,73,145,0,0,0,1285,1355,2640,6,0,6,7,8,13,0,4,4,0,0,0,0,5,5,10,7,16,10,11,17,2289,1984,4271,19,17,33,10,7,21,2319,2007,4324,310,248,561,40,30,70,4018,3714,7731
POA2628,6,7,14,197,188,387,0,0,0,12,16,24,0,0,0,214,196,408,0,0,0,6,7,18,10,3,13,0,0,0,6,8,9,0,0,0,0,3,5,10,13,15,20,21,36,0,0,0,0,0,0,33,43,78,10,19,29,0,0,0,512,510,1023,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,3,4,9,3,4,9,533,484,1012,0,0,3,9,9,13,535,491,1027,107,77,183,0,0,4,1174,1098,2273
POA2629,4,4,6,64,40,110,0,0,0,9,6,11,0,0,0,94,65,159,0,0,0,0,4,8,0,0,0,0,3,3,6,5,5,0,0,0,0,0,4,0,0,0,8,4,17,0,0,0,4,0,3,4,3,6,8,3,7,0,0,0,196,139,335,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,87,254,0,0,0,0,0,4,171,83,257,107,45,147,0,0,0,482,276,762
POA2630,40,47,87,665,767,1434,4,0,5,86,84,174,0,0,0,1054,1055,2102,0,0,0,38,47,84,16,22,34,0,0,3,33,45,77,0,0,0,9,9,19,30,30,62,75,51,125,3,0,5,0,3,5,84,107,193,56,78,132,0,0,0,2163,2303,4465,38,31,68,48,34,86,0,3,3,0,0,0,5,7,17,14,30,40,25,39,56,1694,1531,3222,9,10,20,7,12,22,1714,1555,3266,590,315,906,13,6,11,4628,4328,8954
POA2631,0,0,0,60,56,116,0,0,0,11,15,29,0,0,0,71,71,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,12,0,0,0,0,0,0,6,6,19,9,11,17,0,0,0,163,170,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,6,109,86,193,0,0,0,0,0,6,112,87,198,41,33,75,0,0,0,313,305,614
POA2632,8,8,10,242,263,510,0,0,0,4,6,11,0,0,0,198,232,425,0,0,0,8,3,13,0,0,0,0,0,0,0,0,3,0,0,0,6,0,11,0,0,0,47,57,105,0,3,7,4,3,5,14,17,28,10,7,19,0,0,0,534,591,1128,0,0,8,5,0,5,0,0,0,0,0,0,0,0,0,3,5,7,5,5,9,320,241,558,0,0,6,0,6,4,314,249,566,96,95,187,6,0,8,967,944,1918
POA2633,0,0,0,35,41,82,0,0,0,0,0,0,0,0,0,38,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,0,3,0,0,0,3,4,3,3,3,5,0,0,0,89,96,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,63,122,0,0,0,0,0,0,64,63,122,9,12,23,0,0,0,166,162,328
POA2640,136,203,341,2247,2823,5071,0,0,0,168,180,347,59,62,122,4231,4901,9128,6,15,23,113,99,213,51,78,126,26,24,46,242,359,604,8,11,14,37,45,79,182,245,424,459,534,995,18,22,37,78,84,167,544,791,1331,353,378,731,12,19,27,8823,10664,19490,365,300,661,81,65,147,20,16,34,3,0,6,194,167,365,59,68,123,254,236,494,8061,7782,15846,53,37,89,21,31,57,8138,7849,15987,1383,1226,2604,15,19,29,19220,20573,39791
POA2641,49,79,125,860,1158,2018,0,0,0,85,92,175,13,9,19,1481,1740,3222,4,8,10,28,42,72,23,48,75,5,4,8,127,202,332,0,3,6,16,21,33,85,97,183,191,250,440,15,26,44,14,26,43,159,225,385,178,216,391,3,0,5,3310,4163,7477,321,298,618,104,83,191,0,0,4,0,0,0,172,140,316,23,38,60,199,179,374,3220,3075,6302,16,14,26,9,16,27,3248,3103,6353,639,622,1261,8,9,12,7880,8532,16411
POA2642,4,9,7,339,375,715,0,0,0,50,34,85,0,0,0,602,633,1234,0,0,0,5,6,7,5,12,17,0,3,3,172,173,351,0,0,0,9,7,15,28,43,77,84,75,155,0,4,6,3,3,8,103,99,203,64,64,131,0,0,0,1470,1531,2995,3,0,4,5,0,9,0,0,0,0,0,0,0,0,3,0,8,8,0,9,7,967,848,1811,13,5,14,0,0,6,977,853,1834,278,274,553,0,0,0,2732,2669,5403
POA2643,3,3,6,218,238,454,0,0,0,12,15,34,0,0,0,276,328,603,0,0,0,0,3,7,0,0,0,0,3,3,20,15,31,0,0,0,6,0,4,5,7,11,32,45,82,0,4,3,0,0,0,61,90,150,21,27,54,4,0,0,666,771,1435,4,3,3,8,0,9,0,6,6,0,0,0,0,0,0,3,0,3,3,0,3,687,567,1255,0,0,4,0,0,0,693,567,1256,118,98,221,0,12,12,1489,1460,2955
POA2644,0,12,8,247,255,502,0,0,0,3,8,10,0,0,0,269,281,551,0,0,0,0,0,0,0,3,4,0,0,0,16,4,24,0,0,0,0,0,3,0,0,0,50,54,100,0,4,4,0,0,0,51,73,130,13,9,20,0,0,0,660,694,1355,9,7,19,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,407,351,760,0,0,0,0,0,3,413,350,762,123,114,237,3,0,3,1213,1181,2399
POA2645,0,0,0,42,33,73,0,0,0,0,0,0,0,0,0,55,55,111,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,6,6,10,6,0,6,0,0,0,119,106,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,77,0,0,0,0,0,0,42,40,77,21,4,25,0,0,0,178,149,328
POA2646,12,19,33,470,570,1041,0,0,0,65,71,135,0,0,0,776,856,1631,0,0,3,7,3,14,7,6,12,0,5,4,17,25,41,0,0,0,5,13,21,3,5,8,218,222,441,0,0,3,0,0,3,111,147,256,33,60,95,0,0,0,1716,1983,3702,8,4,13,8,10,14,3,0,3,0,0,0,5,4,5,3,7,10,10,3,13,1248,1135,2381,3,0,6,0,0,3,1250,1142,2388,283,248,530,0,0,0,3290,3408,6696
POA2647,5,11,10,180,203,384,0,0,0,0,5,10,0,0,0,339,367,712,0,0,0,0,3,3,3,3,7,0,3,3,6,0,5,0,0,0,0,9,8,3,4,8,42,35,79,0,0,0,0,0,0,70,66,137,9,10,18,0,0,0,659,721,1375,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,415,852,0,4,3,0,0,0,439,421,860,119,109,230,0,0,0,1225,1260,2486
POA2648,10,7,20,188,188,372,0,0,0,9,5,17,0,0,0,229,184,411,3,3,7,7,3,9,6,9,13,0,4,4,11,7,23,0,0,0,3,3,3,14,12,28,39,33,70,0,3,4,7,9,14,83,98,181,17,19,30,0,3,0,612,579,1186,4,0,6,0,0,0,0,0,0,3,0,4,0,0,0,0,5,3,3,4,7,612,487,1096,4,0,4,0,0,0,615,486,1102,341,230,567,0,0,0,1585,1305,2891
POA2649,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,9,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,13,21,26
POA2650,185,221,403,4236,5171,9407,0,0,0,349,365,707,94,93,194,8005,9142,17146,37,35,69,89,88,174,60,78,139,32,31,63,221,304,522,100,115,216,183,174,354,255,329,584,1037,1261,2299,43,43,81,74,76,149,863,1196,2061,584,664,1252,5,13,19,16275,19167,35444,376,305,681,340,301,643,6,8,16,3,10,14,108,86,197,457,536,992,571,627,1202,9851,9259,19100,84,57,136,31,45,73,9963,9353,19315,2081,1963,4041,94,30,127,29887,31978,61865
POA2651,18,16,33,180,209,390,0,0,0,17,16,39,0,0,0,322,293,613,0,0,0,9,9,15,0,0,4,0,0,7,12,6,17,0,0,0,11,7,23,18,15,30,29,48,77,0,0,9,4,0,6,33,50,79,43,43,85,0,0,0,691,708,1396,33,24,56,3,4,7,0,0,0,0,0,0,11,6,14,4,10,13,16,10,27,784,574,1355,6,5,12,0,4,0,789,579,1372,247,136,381,0,0,0,1800,1480,3280
POA2652,3,9,10,447,455,908,0,0,0,39,40,81,0,0,0,554,545,1100,0,0,0,4,8,13,11,13,21,0,6,8,26,33,57,0,0,0,3,9,12,22,21,44,111,102,216,3,6,14,4,4,9,152,143,292,54,64,115,0,0,0,1437,1444,2882,6,4,5,0,0,3,3,6,3,0,0,0,3,0,4,4,8,13,7,3,11,708,639,1346,5,3,7,0,0,0,712,640,1354,239,221,454,5,0,5,2414,2324,4742
POA2653,0,14,16,261,258,523,0,0,0,6,9,15,0,0,0,249,271,523,0,0,0,4,7,13,10,13,22,0,0,0,4,5,4,0,0,0,5,3,7,26,31,52,58,61,114,0,4,4,3,3,12,31,45,75,23,29,50,0,0,0,682,733,1411,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,4,9,12,426,365,790,0,0,0,3,0,5,430,367,791,277,110,390,0,0,0,1397,1230,2629
POA2655,0,8,8,126,127,254,0,0,0,0,12,11,0,0,0,205,195,403,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,5,0,5,0,4,3,21,27,50,0,4,4,0,0,3,50,59,108,3,8,11,0,0,0,426,439,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,224,195,424,0,0,4,0,0,0,231,201,427,61,48,102,0,0,0,714,692,1400
POA2656,0,0,4,80,92,176,0,0,0,7,0,15,0,0,0,185,265,454,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39,0,0,0,0,4,6,0,0,0,38,37,73,3,3,10,0,0,0,75,66,139,9,22,29,0,0,0,426,512,938,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,145,131,280,0,0,0,0,0,0,150,131,277,45,40,90,0,0,0,628,687,1315
POA2658,3,3,4,70,87,157,0,0,0,3,9,13,0,0,0,109,117,224,0,0,0,0,0,0,0,0,0,0,6,3,112,110,224,0,0,0,0,0,0,30,41,71,57,73,129,3,0,0,0,0,0,23,33,59,37,32,73,0,0,0,456,510,964,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,142,324,0,0,0,0,0,4,181,145,331,83,65,147,0,0,0,729,723,1450
POA2659,0,0,0,35,44,83,0,0,0,9,9,11,0,0,0,67,46,117,4,0,4,0,0,0,0,0,0,0,0,0,123,88,207,0,0,0,0,0,0,9,5,16,4,6,16,0,0,0,5,0,10,10,10,20,12,17,26,0,0,0,275,242,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,129,258,0,0,0,0,5,5,129,133,260,57,41,107,0,0,0,460,420,879
POA2660,0,3,5,115,127,250,0,0,0,3,5,9,0,0,0,151,136,291,0,0,0,0,0,0,0,0,3,3,0,4,48,49,99,0,0,0,0,0,0,27,22,49,32,24,53,0,0,0,4,0,4,57,53,109,47,44,91,0,0,0,492,471,964,7,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,253,252,498,0,0,0,0,4,4,251,253,503,69,50,123,0,0,0,824,789,1614
POA2661,6,0,7,35,26,69,0,0,0,10,0,12,0,0,0,117,29,147,0,0,0,4,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,7,5,13,0,0,0,0,0,5,9,6,12,14,4,23,0,0,0,209,83,292,12,3,14,4,0,6,0,0,0,0,0,0,6,0,6,0,0,0,7,0,7,356,100,458,3,0,3,0,0,0,359,100,460,14,0,12,0,0,0,607,197,804
POA2663,14,7,23,455,478,932,0,0,0,32,36,69,0,0,0,687,701,1390,0,0,0,4,4,11,0,0,3,8,6,9,8,11,11,3,5,8,23,6,28,12,10,22,70,73,143,3,3,10,0,0,0,67,66,129,24,26,48,0,0,0,1393,1429,2828,10,4,10,15,9,24,0,0,0,0,0,0,0,0,0,5,10,19,5,11,16,665,577,1246,5,6,7,0,0,0,669,584,1253,1052,133,1182,35,0,39,3189,2178,5371
POA2665,3,5,13,230,240,469,0,0,0,27,37,65,0,0,0,238,222,458,0,0,0,0,0,0,5,4,3,0,0,0,6,6,17,0,0,0,0,0,0,15,18,33,36,41,70,0,0,0,0,0,0,92,72,170,21,18,34,0,0,3,666,655,1322,5,0,5,0,4,8,0,0,0,0,0,0,4,0,0,0,4,4,4,5,8,274,220,499,0,0,0,0,0,5,275,219,498,59,58,120,0,0,0,1020,946,1968
POA2666,17,10,28,621,657,1279,0,0,0,33,37,68,0,0,0,669,811,1477,0,0,0,8,4,14,10,4,17,0,0,0,103,130,232,3,4,5,3,0,3,10,14,21,130,143,270,10,15,30,5,9,14,134,162,299,35,31,65,0,0,0,1779,2020,3797,10,10,19,0,0,4,0,0,0,0,0,0,3,4,9,3,3,13,8,9,19,771,627,1396,0,0,10,0,6,3,771,629,1409,181,178,359,0,3,3,2769,2861,5632
POA2668,0,0,0,35,38,74,0,0,0,0,0,3,0,0,0,40,31,71,0,4,0,0,0,0,0,0,0,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,10,11,26,0,0,0,0,0,0,15,13,30,6,4,7,0,0,0,125,117,241,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,65,49,117,0,0,0,0,0,0,65,51,115,15,22,41,0,0,0,209,192,399
POA2669,3,0,6,170,171,335,0,0,0,4,7,14,0,0,0,156,177,335,0,0,0,0,0,0,0,3,3,0,0,0,10,7,19,0,0,0,7,7,15,0,3,4,30,18,42,0,0,0,0,6,7,83,65,148,36,35,72,0,0,0,507,487,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,8,183,130,312,0,0,0,0,0,0,187,130,316,115,96,215,0,0,0,812,719,1533
POA2671,4,11,14,399,491,887,0,0,0,9,7,12,0,0,0,580,562,1144,4,0,3,0,0,0,13,16,28,0,0,3,23,31,56,0,0,0,5,11,13,5,3,5,114,115,229,10,10,19,3,0,0,99,106,206,59,75,135,0,0,0,1323,1428,2749,12,10,23,4,6,15,0,0,0,0,0,0,0,0,0,6,5,3,3,3,11,548,395,940,4,3,5,0,0,0,551,397,943,274,179,454,6,0,7,2170,2035,4209
POA2672,4,4,9,143,156,301,0,0,0,5,6,12,35,38,70,162,176,335,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,3,4,13,15,25,0,0,5,0,0,0,85,81,165,14,17,34,0,0,0,465,502,969,9,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,154,341,0,0,0,0,0,0,181,158,343,96,102,202,0,0,4,762,769,1528
POA2675,6,3,8,122,133,251,0,0,0,15,14,31,0,0,0,228,212,444,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,0,8,4,3,6,19,11,39,3,3,5,9,0,8,41,51,88,11,8,25,0,0,0,471,447,921,24,19,45,33,12,44,0,0,0,0,0,0,20,10,38,0,0,0,21,10,37,289,210,502,0,0,0,0,0,0,288,211,502,128,92,224,13,3,18,994,808,1799
POA2678,0,6,6,18,59,83,0,0,0,0,6,4,0,0,0,47,118,164,0,0,0,6,4,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,4,4,8,8,0,0,0,0,0,0,3,14,19,3,8,14,0,0,0,93,215,307,8,3,10,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,199,282,6,0,0,0,0,0,82,199,286,7,17,22,0,0,0,196,449,647
POA2680,65,106,171,1260,1446,2704,0,0,3,86,98,190,43,39,82,4558,4785,9340,10,8,18,21,17,42,39,51,89,73,68,144,38,33,72,14,9,24,78,67,143,156,184,342,253,302,557,17,20,34,121,146,268,426,537,963,210,263,477,0,4,9,7405,8094,15499,729,607,1336,423,304,725,0,9,7,3,0,3,489,410,902,20,18,44,513,431,942,2472,2104,4577,25,17,42,6,9,14,2501,2128,4627,1205,1032,2235,92,41,133,12940,12746,25681
POA2681,3,7,14,118,140,254,0,0,0,9,5,13,0,0,0,360,332,689,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,0,0,15,7,27,14,22,36,0,0,0,0,0,0,42,64,108,11,16,25,0,0,4,571,591,1165,0,0,0,3,0,3,0,0,0,0,0,0,10,3,14,0,7,3,11,9,20,252,202,454,3,0,3,0,0,0,262,202,454,83,69,150,0,0,0,932,878,1811
POA2700,11,9,23,441,480,928,0,0,0,3,16,19,0,0,0,557,612,1175,0,0,0,0,0,3,8,15,20,3,5,0,15,14,29,5,0,4,6,9,8,36,39,73,61,67,123,3,5,4,0,14,16,138,141,279,39,53,91,0,0,3,1321,1463,2786,4,11,16,13,0,14,0,0,0,4,0,4,5,4,3,4,10,20,10,15,28,749,719,1465,9,13,19,0,0,4,753,735,1487,274,244,517,4,7,12,2395,2488,4886
POA2701,4,0,9,193,264,460,0,0,0,11,14,23,0,0,0,360,386,744,0,0,0,4,0,5,0,3,3,3,7,8,0,9,13,0,0,0,0,0,4,11,14,26,50,42,90,0,0,0,4,3,11,75,99,174,18,21,39,0,0,0,737,860,1596,7,0,10,4,3,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,343,336,676,0,0,0,0,0,0,343,341,680,93,73,168,0,0,0,1188,1278,2459
POA2702,0,0,0,44,64,108,0,0,0,0,0,6,0,0,0,128,135,263,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,11,19,21,11,26,0,3,3,0,0,0,35,23,58,0,0,5,0,0,0,242,253,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,101,218,0,0,0,0,0,0,117,107,220,28,33,65,0,0,0,382,398,782
POA2703,0,0,3,57,58,117,0,0,0,0,0,0,0,0,0,120,122,247,0,0,0,0,0,0,0,0,5,0,0,0,3,3,9,0,0,0,0,0,0,0,4,8,10,13,26,0,0,0,0,0,0,12,16,27,0,5,8,0,0,0,218,230,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,122,245,0,0,0,0,0,0,121,122,241,13,15,32,0,0,0,360,367,728
POA2705,24,33,58,738,896,1633,0,0,0,29,38,63,71,77,146,1680,1771,3456,3,4,12,16,16,32,10,11,15,3,4,8,23,33,52,0,0,0,18,13,33,57,75,129,248,287,534,15,18,34,13,15,32,157,169,324,74,62,139,7,6,11,3161,3486,6645,29,23,59,51,50,101,0,0,0,0,0,0,82,81,159,7,10,22,89,90,182,1372,1180,2550,11,3,19,5,0,9,1386,1190,2578,534,504,1038,10,4,12,5278,5384,10660
