SED_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
SED23101,238,1626,61,0,1928,283,1697,84,3,2067,316,2878,169,4,3368,455,3343,116,12,3933,638,3213,125,10,3987,497,2786,72,4,3360,490,2228,87,25,2833,394,1674,111,5,2179,78,736,91,0,902,3387,20180,917,79,24558,320,1392,23,0,1736,357,1306,51,0,1726,368,2777,112,6,3268,651,3448,118,5,4220,789,3465,99,3,4350,536,3038,86,22,3691,606,2780,128,26,3537,393,2210,156,8,2774,84,1057,214,5,1356,4099,21473,1003,89,26655,557,3018,88,4,3669,637,3005,135,9,3788,688,5652,280,16,6637,1105,6792,238,18,8154,1423,6676,228,15,8337,1039,5828,158,31,7049,1093,5006,216,51,6366,786,3881,266,13,4945,156,1795,304,3,2260,7487,41650,1921,161,51217
SED23205,129,1575,122,3,1835,156,1497,127,0,1787,309,3621,383,13,4323,389,3361,283,7,4040,443,3279,310,4,4037,361,3052,264,4,3677,385,2383,191,0,2960,211,1377,151,0,1738,39,501,124,0,671,2427,20655,1955,32,25069,181,1322,143,0,1645,229,1374,118,4,1723,413,3635,324,5,4385,618,3467,277,0,4364,610,3391,256,3,4261,478,3195,198,0,3876,525,2625,182,10,3341,276,1672,210,4,2162,59,829,259,0,1152,3400,21517,1975,29,26913,311,2897,270,6,3485,392,2869,242,3,3508,729,7255,713,13,8713,1001,6829,563,7,8405,1056,6665,570,6,8299,839,6254,464,6,7556,911,5009,376,7,6309,481,3055,359,4,3897,103,1331,380,0,1819,5827,42169,3930,58,51983
SED23308,250,1436,94,0,1783,257,1888,153,6,2304,519,4443,282,5,5253,565,3426,241,9,4242,661,3144,237,9,4047,546,3054,207,7,3805,563,2293,149,3,3009,248,1230,138,0,1625,47,476,87,0,614,3651,21389,1588,36,26673,278,1277,73,4,1629,367,1819,114,6,2306,653,4501,272,14,5438,770,3516,218,0,4513,785,3411,201,3,4403,646,3451,175,4,4279,649,2732,197,6,3591,306,1728,194,0,2235,50,855,168,0,1067,4503,23293,1610,42,29447,529,2710,165,0,3412,630,3703,272,4,4608,1167,8947,555,23,10686,1335,6945,455,12,8744,1440,6560,440,11,8445,1183,6507,381,8,8085,1212,5024,352,15,6597,560,2966,333,0,3852,95,1333,252,0,1682,8151,44687,3197,78,56112
SED23402,251,2323,153,0,2727,243,2280,124,0,2657,412,5104,307,3,5824,656,4951,295,9,5907,769,4230,233,6,5242,547,3625,170,9,4349,494,2393,143,18,3043,259,1311,102,7,1675,37,424,52,0,519,3665,26638,1583,45,31934,326,2049,138,0,2516,309,2054,121,0,2485,541,5517,308,4,6366,898,5009,298,0,6198,850,4532,247,6,5636,631,3789,189,25,4634,589,2684,165,13,3456,278,1531,158,9,1979,58,639,98,3,804,4487,27799,1724,69,34083,579,4371,292,0,5238,557,4336,244,5,5142,948,10621,609,6,12191,1553,9953,584,9,12104,1621,8762,481,13,10877,1180,7417,362,33,8979,1081,5077,309,36,6495,541,2842,259,14,3653,103,1061,153,4,1320,8159,54436,3306,116,66013
SED23502,211,1276,196,0,1692,139,1073,131,0,1341,338,2339,269,19,2967,484,2190,277,3,2956,643,2512,291,5,3450,891,3465,328,0,4685,1230,3745,382,3,5355,609,1966,233,0,2809,78,562,108,0,753,4633,19121,2219,37,26008,201,1147,173,0,1528,157,983,109,0,1253,434,2473,257,3,3163,681,2336,267,0,3290,802,2763,305,0,3875,1075,3689,329,8,5099,1407,3340,345,3,5102,666,1944,244,6,2860,119,745,177,0,1040,5550,19420,2221,21,27204,412,2426,376,0,3220,295,2052,243,0,2591,770,4806,524,20,6131,1165,4527,549,3,6246,1448,5278,589,4,7323,1971,7155,657,11,9786,2645,7081,723,7,10453,1276,3906,479,6,5667,195,1311,290,0,1794,10180,38545,4437,51,53211
SED23602,212,1331,140,3,1686,154,1113,136,8,1398,308,2327,543,19,3192,544,2249,519,16,3327,701,2601,312,14,3628,872,3259,299,4,4436,1112,2930,273,0,4316,440,1531,169,3,2139,71,479,91,0,636,4409,17813,2474,68,24758,257,1229,147,0,1632,158,948,79,4,1189,395,2344,208,10,2959,783,2215,265,0,3260,914,2876,227,0,4015,1008,3362,225,0,4608,1171,2857,270,0,4305,488,1561,202,3,2251,84,729,112,0,925,5263,18121,1738,23,25142,466,2565,288,3,3318,314,2058,212,8,2584,703,4671,751,31,6155,1330,4461,782,16,6588,1609,5481,537,16,7643,1881,6624,524,3,9037,2289,5784,545,3,8620,928,3087,370,9,4391,151,1202,205,3,1563,9671,35934,4211,86,49907
SED23702,187,2159,102,0,2445,171,2098,98,0,2370,296,4027,201,4,4528,472,3634,236,0,4338,540,3723,210,0,4466,504,3735,208,4,4454,482,2824,154,6,3463,236,1456,127,4,1823,49,458,59,0,562,2934,24111,1379,20,28449,249,1729,126,0,2105,209,1667,88,0,1962,398,4066,179,0,4650,673,3718,210,0,4606,708,4001,223,0,4943,564,4088,170,0,4825,615,3017,151,3,3787,286,1699,169,0,2167,47,599,93,0,744,3758,24586,1419,23,29786,434,3883,232,0,4554,382,3762,184,0,4333,697,8093,375,10,9182,1145,7350,440,5,8941,1252,7721,428,4,9409,1070,7820,382,5,9281,1098,5838,302,10,7249,524,3159,298,5,3988,91,1060,149,0,1300,6699,48700,2800,40,58234
SED23806,368,1592,59,6,2026,417,2033,84,12,2544,616,4356,210,12,5199,580,3252,144,8,3982,852,2859,133,24,3860,758,2439,83,12,3289,648,1846,74,12,2578,377,1088,63,5,1536,69,480,33,3,588,4676,19936,877,91,25589,426,1473,61,4,1966,534,1956,95,4,2587,746,4452,211,13,5416,807,3444,149,7,4418,1164,3097,118,13,4400,812,2765,93,22,3699,728,2256,100,11,3100,426,1456,79,7,1967,83,818,54,0,960,5723,21720,969,83,28498,789,3064,121,7,3987,946,3984,178,15,5129,1354,8812,424,20,10611,1391,6693,296,20,8399,2018,5955,249,34,8260,1569,5204,173,41,6992,1379,4096,173,24,5676,802,2543,135,11,3499,147,1303,92,4,1544,10403,41663,1849,181,54085
SED23901,227,1626,68,3,1926,231,1712,117,7,2061,468,3975,217,14,4673,585,3961,217,5,4770,738,3407,161,11,4321,597,3100,141,5,3846,514,2291,136,10,2950,279,1357,123,7,1764,52,661,99,4,818,3696,22097,1270,65,27122,287,1397,57,8,1745,335,1590,80,3,2005,583,4030,219,14,4844,858,3960,197,8,5011,835,3617,144,6,4609,623,3436,132,13,4199,630,2558,167,13,3364,336,1720,132,10,2195,68,1136,116,3,1330,4550,23437,1237,74,29299,510,3024,128,7,3672,567,3300,193,3,4065,1052,8005,433,25,9520,1438,7923,405,11,9783,1578,7024,309,16,8930,1214,6538,272,21,8044,1148,4848,295,20,6317,609,3076,255,9,3956,119,1799,216,12,2138,8246,45535,2513,134,56422
SED24006,429,2070,63,4,2565,376,1886,69,7,2338,348,2909,132,12,3392,432,2740,107,14,3287,844,3282,140,44,4309,746,3198,122,35,4099,574,2174,79,18,2844,351,1312,58,9,1728,70,634,43,3,747,4160,20194,819,146,25321,474,1819,59,4,2356,459,1592,63,9,2121,443,2773,110,12,3334,713,3153,114,11,3994,1128,3757,144,15,5043,793,3423,101,24,4338,698,2434,90,16,3237,363,1625,100,7,2105,70,1085,120,0,1268,5129,21665,905,91,27792,899,3889,123,12,4922,826,3478,135,13,4457,788,5680,239,21,6728,1145,5893,223,22,7282,1963,7037,281,65,9351,1536,6621,227,57,8439,1274,4602,173,37,6083,715,2940,159,17,3829,137,1716,160,3,2016,9293,41860,1718,242,53108
SED24105,167,2127,90,0,2386,247,2405,140,3,2795,329,5049,329,4,5715,367,4676,234,18,5287,381,4132,161,11,4692,318,3735,164,13,4230,339,2732,106,20,3194,175,1535,99,0,1817,30,501,32,0,566,2341,26903,1360,80,30686,192,1988,77,4,2253,310,2083,96,0,2491,348,4817,280,11,5453,452,4909,250,10,5624,429,4399,157,11,5004,383,3658,148,29,4215,374,2998,143,27,3533,169,1705,109,9,1994,25,796,67,3,893,2673,27347,1337,101,31454,356,4115,170,5,4641,556,4486,238,11,5288,673,9870,612,18,11173,818,9584,484,27,10913,811,8528,327,25,9691,698,7397,312,44,8442,711,5722,250,46,6726,343,3238,209,14,3810,56,1295,101,3,1459,5011,54250,2700,182,62143
SED24207,214,2763,246,3,3225,237,2780,484,0,3502,409,6486,1282,10,8192,558,7313,1047,9,8933,465,5455,562,5,6489,309,3959,286,23,4574,203,2873,182,21,3272,91,1197,115,3,1399,6,246,45,0,299,2482,33071,4247,88,39883,215,2711,166,0,3097,343,2427,213,3,2989,515,6702,708,4,7934,645,7389,551,11,8604,495,5600,383,11,6494,333,4041,237,36,4651,230,3122,160,39,3551,63,1241,95,3,1404,12,372,47,0,433,2849,33617,2571,113,39149,432,5479,410,6,6326,575,5205,704,8,6488,924,13189,1992,12,16117,1204,14704,1596,18,17530,959,11055,946,22,12981,638,8000,523,64,9228,427,5992,340,63,6817,152,2437,209,9,2807,14,628,92,3,739,5330,66688,6816,201,79040
SED24308,233,1877,158,7,2279,206,1890,231,0,2334,391,4405,772,3,5577,424,3402,617,8,4449,482,3531,417,0,4433,391,3354,273,0,4013,423,2551,179,0,3153,209,1392,124,0,1729,29,554,59,0,637,2787,22965,2833,29,28611,283,1679,142,11,2111,246,1775,138,4,2157,464,4313,331,0,5105,614,3529,302,5,4441,547,3693,237,3,4487,415,3503,158,9,4076,508,2890,169,6,3576,195,1732,165,0,2089,28,866,82,0,982,3288,23980,1728,40,29037,515,3555,305,16,4390,455,3664,365,5,4485,851,8718,1111,3,10687,1033,6928,915,14,8889,1030,7232,653,7,8920,804,6856,428,11,8092,925,5443,347,12,6727,405,3117,291,10,3816,55,1423,146,0,1624,6075,46949,4559,66,57648
SED24408,317,1245,141,0,1702,239,1093,79,0,1415,564,2424,219,4,3214,812,1874,191,0,2874,1000,2216,215,0,3431,1221,2893,240,0,4352,1172,2402,266,3,3844,602,1344,204,0,2152,119,571,99,0,790,6040,16060,1677,14,23788,356,1006,138,0,1502,207,1033,98,4,1342,607,2355,187,5,3152,947,1970,184,5,3104,1099,2328,226,6,3650,1140,2996,219,4,4365,1190,2327,245,0,3762,691,1537,253,4,2482,107,992,164,0,1271,6356,16541,1706,24,24619,677,2248,278,0,3204,450,2122,181,4,2753,1173,4778,408,10,6369,1760,3838,377,3,5981,2093,4539,440,6,7081,2360,5899,460,0,8718,2357,4731,512,3,7612,1291,2881,458,4,4634,233,1563,264,0,2057,12394,32608,3377,37,48412
SED24504,233,1680,162,0,2072,146,1111,81,3,1345,280,2216,179,0,2674,643,3017,185,4,3849,999,3478,252,6,4742,943,3343,260,3,4542,930,2752,195,3,3883,432,1412,153,0,1997,53,357,70,0,481,4661,19357,1527,25,25578,289,1431,142,0,1863,174,951,82,8,1210,360,2279,154,0,2790,967,3118,204,0,4295,1250,3647,256,6,5163,1040,3493,232,0,4777,997,2805,231,7,4036,443,1332,150,0,1925,55,539,113,0,712,5578,19598,1564,21,26765,526,3109,298,0,3934,317,2063,160,13,2556,634,4494,331,0,5467,1615,6130,390,5,8140,2247,7133,510,12,9906,1978,6835,489,6,9313,1927,5559,425,11,7924,877,2743,304,4,3925,111,896,178,0,1187,10241,38960,3094,48,52338
SED24606,272,1308,61,0,1634,321,1677,73,7,2081,502,3692,238,13,4443,478,2973,150,11,3614,815,2740,125,23,3700,615,2392,105,15,3125,542,1947,105,8,2597,363,1305,110,0,1780,71,545,86,0,715,3986,18586,1049,73,23692,311,1395,48,4,1758,447,1686,75,9,2216,584,3911,172,6,4676,643,3121,160,7,3924,1039,3120,136,12,4308,747,2724,111,12,3591,708,2365,137,10,3219,382,1683,158,3,2228,80,963,161,0,1202,4940,20960,1150,69,27122,581,2699,110,4,3397,769,3367,148,19,4296,1081,7603,412,15,9117,1119,6095,311,15,7541,1857,5858,260,37,8013,1364,5119,215,28,6717,1252,4308,237,13,5813,747,2984,269,3,4007,151,1513,248,3,1915,8923,39545,2200,139,50814
SED24703,406,2072,237,39,2755,1634,8149,907,107,10796,2349,17438,2078,179,22040,1031,7839,1123,93,10089,723,3787,638,107,5256,659,2889,433,70,4048,525,1931,256,19,2737,231,902,141,8,1281,31,300,41,3,378,7591,45306,5860,627,59376,693,2308,262,38,3294,2446,8608,922,88,12066,2755,16980,1876,171,21783,1240,6876,831,61,9006,852,3704,490,60,5110,713,2914,360,57,4040,585,1970,253,29,2835,223,986,120,0,1333,40,479,75,3,591,9540,44830,5192,504,60062,1100,4376,497,74,6048,4075,16759,1832,195,22860,5104,34417,3956,347,43821,2273,14717,1959,153,19100,1573,7491,1127,173,10368,1368,5801,792,124,8092,1112,3903,514,49,5575,459,1886,258,10,2614,75,774,111,7,966,17131,90131,11049,1128,119442
SED24808,200,2450,211,0,2863,177,2510,226,4,2914,408,6278,571,8,7263,666,6240,502,7,7419,459,4685,352,4,5504,356,3677,238,11,4277,390,2984,171,17,3565,165,1277,110,4,1555,27,298,27,3,357,2844,30407,2418,52,35722,275,2341,229,0,2841,250,2337,211,0,2807,558,6900,583,8,8058,786,6241,524,4,7552,601,4667,344,13,5626,450,3988,235,28,4714,505,3240,179,18,3947,190,1397,127,5,1714,35,566,51,0,659,3654,31686,2490,92,37919,477,4787,434,0,5705,433,4845,441,9,5727,967,13181,1157,20,15327,1447,12482,1028,9,14974,1067,9352,699,17,11128,808,7666,477,39,8989,896,6221,351,39,7513,348,2682,232,7,3274,58,870,78,0,1015,6498,62090,4911,144,73644
SED24904,254,1475,220,3,1953,189,1541,172,10,1908,443,3548,431,42,4471,523,2959,389,19,3893,662,2996,369,14,4034,750,3357,387,4,4503,716,2689,316,4,3728,357,1412,204,0,1968,59,528,91,0,680,3945,20502,2594,95,27138,279,1356,178,0,1815,193,1359,141,13,1709,503,3548,417,25,4489,693,2942,374,11,4020,781,3116,295,9,4197,821,3383,311,8,4526,727,2649,296,5,3676,384,1542,225,0,2150,52,928,156,0,1140,4432,20822,2400,80,27727,534,2839,402,3,3772,377,2903,314,28,3620,950,7098,844,71,8962,1215,5903,767,31,7914,1445,6107,668,13,8238,1572,6738,706,11,9026,1444,5336,613,7,7405,732,2952,431,0,4116,113,1454,247,0,1817,8377,41328,4990,169,54868
SED25003,168,2072,118,0,2356,174,2204,117,3,2501,312,4613,280,7,5209,379,4541,248,0,5171,334,4039,181,5,4555,265,3702,146,10,4115,237,2324,108,16,2676,62,970,132,3,1176,7,275,97,0,376,1930,24743,1425,42,28140,177,1859,88,0,2125,259,1921,87,0,2261,380,4597,238,3,5221,511,4512,233,7,5257,394,4448,156,9,5015,283,4080,143,18,4522,235,2451,148,13,2845,81,1086,197,5,1371,8,509,231,0,747,2323,25463,1523,52,29358,350,3928,204,0,4485,432,4127,199,3,4762,691,9210,518,12,10429,889,9055,485,3,10435,727,8488,337,8,9560,543,7788,288,26,8642,469,4771,256,26,5520,145,2061,333,6,2544,15,785,326,0,1124,4254,50204,2944,91,57496
SED25102,218,1605,58,0,1877,191,1352,49,0,1594,315,2606,125,3,3053,640,2935,119,10,3702,816,3217,142,4,4186,643,3032,106,6,3789,607,2256,80,4,2955,244,1046,70,0,1361,18,297,26,0,348,3703,18347,779,32,22866,266,1411,62,0,1740,265,1164,29,0,1466,436,2560,121,0,3120,892,3050,111,8,4058,946,3267,112,3,4333,729,3118,120,0,3967,728,2241,83,3,3056,269,1071,73,8,1421,37,491,34,0,555,4569,18366,733,28,23705,484,3018,109,6,3613,457,2517,78,4,3054,750,5165,247,9,6169,1536,5983,227,8,7757,1764,6486,265,12,8519,1375,6149,229,6,7755,1342,4500,160,7,6008,511,2119,144,11,2780,53,786,56,0,899,8276,36716,1517,62,46575
SED25205,186,1716,63,0,1971,167,1441,40,0,1646,269,2965,148,10,3390,553,3829,159,5,4540,794,3836,143,4,4778,547,3215,103,4,3874,409,2154,78,4,2644,204,1245,68,0,1516,49,535,28,0,611,3181,20943,841,29,24985,282,1628,54,0,1956,259,1339,45,0,1639,365,3157,146,12,3683,820,3995,155,5,4976,872,4249,148,4,5279,557,3536,108,11,4206,486,2520,96,8,3105,293,1632,102,3,2031,46,978,55,0,1075,3972,23028,920,42,27965,469,3347,124,0,3927,427,2771,87,0,3287,633,6122,299,20,7074,1370,7823,319,11,9518,1667,8094,295,12,10057,1103,6754,212,15,8081,896,4673,173,13,5753,500,2875,173,4,3549,91,1513,83,3,1690,7153,43970,1756,68,52956
SED25302,175,1907,88,0,2166,118,1284,45,0,1436,190,1810,81,4,2083,461,2655,116,0,3235,780,3538,180,6,4506,571,3171,113,4,3854,722,2690,122,11,3546,521,1971,147,0,2645,89,772,143,5,1010,3621,19801,1030,23,24479,237,1734,81,0,2052,180,1162,51,0,1389,209,1847,81,9,2148,670,3067,123,8,3860,897,4053,181,6,5130,682,3426,122,11,4238,957,3325,177,9,4467,559,2492,218,0,3275,90,1144,276,4,1514,4477,22265,1311,37,28078,407,3640,174,0,4223,300,2439,92,0,2831,398,3657,164,5,4233,1125,5726,239,6,7102,1678,7593,359,8,9638,1248,6605,229,12,8098,1675,6023,295,15,8008,1085,4464,363,0,5918,177,1921,422,9,2521,8100,42065,2339,58,52560
SED25402,153,1648,182,0,1984,172,1602,171,0,1944,397,3504,352,7,4251,525,3042,334,14,3909,570,3101,308,4,3982,625,3457,317,12,4411,656,2890,299,0,3842,346,1461,217,0,2023,49,496,137,0,682,3492,21206,2306,36,27043,185,1582,170,0,1935,197,1586,192,0,1970,458,3720,366,5,4550,659,3120,362,9,4147,584,3366,280,4,4232,759,3720,292,4,4767,755,2898,286,3,3940,367,1656,268,0,2295,55,823,219,0,1102,4019,22470,2441,17,28948,338,3231,352,0,3926,373,3191,359,0,3922,850,7222,721,10,8802,1183,6162,696,20,8055,1154,6469,587,5,8211,1382,7176,609,14,9181,1410,5788,581,3,7782,710,3117,487,0,4320,104,1323,352,0,1782,7513,43676,4745,54,55982
SED25501,276,1861,77,3,2221,375,2033,143,8,2553,401,3568,227,12,4214,431,3644,184,20,4279,626,3403,163,36,4226,522,3040,112,27,3696,453,2144,78,27,2702,346,1505,70,11,1927,86,790,81,6,958,3518,21989,1131,141,26776,333,1640,82,0,2054,444,1561,100,4,2105,368,3111,205,11,3696,617,4059,177,13,4863,739,3701,159,14,4615,598,3195,114,29,3943,478,2491,86,40,3092,407,1990,101,10,2499,102,1042,119,5,1263,4087,22784,1134,123,28132,611,3502,153,4,4268,814,3590,242,11,4659,767,6683,430,23,7907,1045,7699,358,36,9142,1366,7101,324,50,8838,1123,6242,226,51,7645,929,4635,166,68,5788,748,3489,169,12,4430,194,1833,197,0,2223,7607,44771,2264,260,54907
SED25605,181,1495,89,0,1765,221,1771,119,9,2121,345,4019,314,12,4684,399,3672,209,9,4283,462,3283,182,13,3938,288,2946,151,20,3409,328,2571,117,14,3028,242,1942,170,10,2366,43,727,111,3,885,2492,22431,1465,82,26469,220,1289,67,5,1585,276,1418,84,3,1783,371,3464,235,9,4080,479,3617,167,4,4274,510,3376,153,15,4052,350,3111,136,17,3613,400,3034,146,16,3601,217,2102,181,13,2516,41,1137,200,0,1381,2860,22558,1386,80,26883,402,2788,158,5,3351,497,3190,204,7,3901,711,7485,549,19,8763,873,7291,378,18,8554,969,6665,337,23,7994,633,6057,288,39,7024,725,5606,272,25,6631,460,4048,351,20,4875,81,1864,316,4,2268,5351,44990,2856,155,53350
SED25704,254,1471,153,0,1880,191,1325,129,0,1646,360,2746,311,14,3434,638,2372,274,7,3289,765,2745,315,0,3830,840,3451,323,3,4614,896,2896,320,3,4121,499,1680,233,0,2413,95,649,125,0,866,4534,19334,2182,36,26087,318,1229,160,0,1712,216,1263,107,0,1587,460,2836,269,8,3578,735,2510,267,3,3521,872,2910,263,0,4047,936,3428,290,6,4662,1016,2750,282,4,4052,582,1769,279,0,2637,100,976,247,3,1334,5236,19685,2168,30,27122,577,2706,311,0,3589,405,2584,236,0,3228,825,5588,580,23,7012,1369,4885,542,11,6811,1633,5659,577,3,7873,1777,6877,611,9,9277,1912,5643,601,12,8171,1080,3450,513,0,5050,196,1630,375,3,2200,9772,39020,4349,61,53206
SED25802,214,1838,178,0,2229,183,1661,133,3,1987,428,3742,285,27,4474,623,3284,315,10,4237,738,3440,302,5,4482,788,3794,280,5,4863,862,3282,226,0,4374,475,1792,174,0,2443,79,553,70,0,706,4393,23385,1962,53,29788,280,1701,167,0,2153,249,1565,94,3,1913,583,4032,334,20,4965,844,3340,283,11,4474,862,3762,272,4,4905,949,4013,277,4,5243,1062,3350,246,0,4653,483,1902,212,0,2594,69,860,126,0,1054,5379,24521,2009,45,31951,495,3539,344,0,4381,433,3230,225,5,3895,1011,7773,612,47,9436,1469,6621,599,24,8708,1599,7205,572,11,9393,1735,7811,557,7,10108,1922,6632,470,0,9028,955,3690,387,0,5033,153,1407,194,5,1759,9769,47905,3971,100,61743
SED25905,143,1932,145,0,2223,221,2126,169,0,2513,329,4193,345,8,4873,386,3752,254,7,4401,438,3488,200,4,4137,397,3719,172,10,4293,255,2496,112,18,2882,108,1129,86,4,1331,18,374,41,0,430,2299,23205,1529,49,27088,201,1675,112,0,1987,280,1832,144,3,2263,395,4145,298,9,4838,490,3721,267,7,4484,513,3832,233,4,4581,418,3896,182,17,4519,314,2490,134,13,2944,96,1299,111,3,1511,26,692,100,0,814,2724,23574,1582,57,27937,340,3607,258,5,4210,502,3953,316,4,4774,723,8334,642,12,9714,879,7475,519,12,8882,950,7325,436,9,8718,814,7615,351,27,8813,568,4984,248,29,5828,209,2426,200,11,2845,36,1062,137,3,1248,5026,46779,3108,104,55023
SED26005,269,3085,146,0,3502,259,2909,171,0,3345,368,4808,357,9,5546,606,5472,318,3,6401,621,5225,248,7,6100,377,4000,168,19,4560,204,2141,89,18,2454,86,895,50,3,1034,9,200,12,6,219,2794,28739,1562,61,33154,349,2753,140,0,3242,324,2554,149,7,3039,434,4977,328,8,5743,731,5639,285,5,6663,678,5378,245,11,6310,417,3902,159,38,4516,250,2188,121,26,2589,82,996,55,4,1138,3,342,11,5,368,3266,28739,1495,98,33599,622,5839,287,3,6743,583,5463,323,6,6379,799,9790,687,17,11290,1334,11113,608,6,13059,1293,10601,494,14,12410,792,7902,327,53,9073,456,4337,203,39,5042,169,1891,107,6,2174,15,542,24,6,588,6064,57479,3055,158,66751
