SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL20330,23,16,14,13,9,12,6,4,0,97,207,126,118,122,133,173,168,42,8,1101
SAL20331,25,19,17,21,30,13,21,13,6,168,620,285,350,467,458,363,359,234,48,3186
SAL20332,0,0,0,0,4,0,0,0,0,6,26,14,3,12,24,16,25,8,4,128
SAL20333,0,4,0,0,0,0,3,0,0,13,20,18,6,16,25,15,24,9,5,135
SAL20334,0,0,0,0,0,0,0,6,0,7,6,8,8,9,0,15,0,5,0,51
SAL20335,7,9,3,4,3,4,6,3,0,35,43,29,46,31,31,59,54,34,7,333
SAL20336,38,66,48,35,40,41,40,42,23,358,399,263,262,352,352,394,385,255,84,2749
SAL20337,196,158,81,127,201,196,153,111,58,1280,3575,2679,1820,2422,3429,3259,2737,1914,952,22791
SAL20338,195,110,66,110,144,85,77,62,67,922,3157,2043,1142,1930,2635,2092,1578,1197,828,16608
SAL20339,5,4,0,6,3,3,0,0,0,29,25,27,14,18,18,33,23,12,5,173
SAL20340,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,11
SAL20341,0,3,0,0,0,0,0,0,0,3,4,12,4,0,9,17,0,6,0,60
SAL20342,0,4,0,0,0,4,0,0,0,3,8,18,4,5,15,17,3,0,0,76
SAL20343,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,3,0,12
SAL20344,0,0,0,0,0,0,0,0,0,3,13,4,9,0,9,3,0,0,0,38
SAL20345,74,42,53,50,54,42,25,14,9,353,864,506,629,561,611,604,453,232,79,4549
SAL20346,341,258,369,315,213,153,84,46,7,1784,2667,1763,2426,1799,1297,1207,719,433,172,12490
SAL20347,5,0,0,0,3,0,0,0,0,10,13,8,9,9,16,13,13,3,0,73
SAL20348,0,0,0,0,0,0,0,0,0,0,11,3,9,5,4,3,10,0,0,33
SAL20349,0,0,0,0,0,0,3,0,0,7,5,9,0,0,6,13,12,0,0,48
SAL20350,0,0,0,0,0,4,0,0,0,4,3,0,3,4,8,10,5,8,4,41
SAL20351,257,133,146,111,91,65,50,16,11,873,2892,1345,1652,1711,1122,885,716,332,106,10761
SAL20352,35,14,51,35,19,22,21,8,0,206,270,180,577,301,231,188,117,61,41,1976
SAL20353,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,20
SAL20354,6,0,5,0,6,3,0,0,0,20,32,17,22,18,32,36,36,10,0,207
SAL20355,4,0,0,0,4,0,0,0,0,8,14,5,7,3,9,7,5,4,0,56
SAL20356,56,31,39,29,40,38,15,11,8,258,960,417,708,672,506,527,406,189,58,4440
SAL20357,0,0,0,0,0,0,4,0,0,3,18,9,3,4,16,24,21,3,0,102
SAL20358,0,0,0,0,0,0,0,0,0,9,23,11,4,16,16,14,16,4,6,98
SAL20359,0,4,0,0,0,0,0,0,0,6,28,10,17,19,14,23,12,5,5,122
SAL20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20361,134,163,377,222,169,120,93,60,23,1353,2504,2944,7091,4362,2761,2052,1441,935,436,24526
SAL20362,75,72,257,143,105,61,37,24,7,783,1254,1429,4347,2590,1395,909,580,373,167,13040
SAL20363,101,84,192,167,96,72,47,37,12,798,1868,1738,3678,2474,1704,1320,910,568,287,14534
SAL20364,13,5,6,5,12,8,12,4,0,66,145,65,101,95,103,141,90,41,13,784
SAL20365,0,0,0,0,3,3,0,0,0,3,25,6,9,14,20,27,12,7,4,112
SAL20366,6,5,4,4,3,4,4,9,0,33,29,21,17,15,28,44,29,19,6,208
SAL20367,0,0,0,0,0,0,0,0,0,3,17,5,20,8,11,17,14,9,4,107
SAL20368,4,0,0,0,0,3,0,0,0,9,27,11,21,15,25,26,17,18,0,158
SAL20369,6,0,4,3,0,3,0,7,0,30,43,32,25,29,39,37,16,15,5,232
SAL20370,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,6,0,4,0,20
SAL20371,0,4,0,0,3,0,4,0,3,7,10,6,3,0,10,5,11,0,0,52
SAL20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20373,4,5,0,3,0,8,4,0,0,20,24,13,12,17,22,28,22,11,4,150
SAL20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20375,7,6,4,4,8,5,0,3,0,37,49,27,19,25,44,45,38,20,4,287
SAL20376,5,0,0,0,4,5,6,0,0,21,31,31,21,26,39,68,49,15,6,279
SAL20377,0,0,0,0,0,0,4,0,0,12,30,13,6,17,9,7,12,0,0,100
SAL20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL20379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20380,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,0,6,3,0,25
SAL20381,13,8,13,6,12,8,4,4,0,65,104,84,75,74,107,81,101,41,10,673
SAL20382,4,4,0,0,0,0,0,0,0,3,9,5,4,4,7,0,0,0,0,19
SAL20383,0,4,0,0,3,0,0,0,0,4,9,9,3,8,14,13,10,14,5,80
SAL20384,0,0,0,0,5,5,0,0,0,12,9,0,3,14,13,23,15,8,0,86
SAL20385,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,15,4,8,0,42
SAL20386,72,55,63,58,68,79,51,49,31,523,1629,1279,1239,1342,1533,1436,1105,1072,502,11135
SAL20387,20,11,5,12,8,7,10,0,0,72,153,77,44,93,107,114,89,28,10,702
SAL20388,0,0,0,0,0,0,0,0,0,3,5,5,0,3,9,15,14,7,9,60
SAL20389,0,0,0,0,0,0,0,0,0,9,13,5,4,3,3,8,6,0,0,47
SAL20390,8,8,4,0,5,8,4,0,0,43,117,74,42,71,86,85,55,13,0,544
SAL20391,3,0,0,3,5,3,0,0,0,21,29,20,22,16,25,36,17,15,0,180
SAL20392,3,0,4,0,0,0,3,3,0,23,17,8,17,5,17,18,15,9,0,101
SAL20393,8,0,0,0,0,3,3,0,0,29,73,32,32,40,42,51,29,11,0,319
SAL20394,5,6,10,6,3,4,5,0,0,37,52,20,31,31,24,34,22,7,0,217
SAL20395,3,4,0,10,5,11,11,4,0,40,74,48,41,47,80,104,80,28,0,500
SAL20396,0,0,0,0,0,0,5,0,0,8,8,0,3,9,10,11,12,5,0,51
SAL20397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20398,0,0,0,0,0,0,0,0,0,0,9,0,9,10,4,13,11,4,4,57
SAL20399,264,434,329,217,247,191,155,96,72,2001,4059,4554,4444,3429,3630,3211,2534,1703,738,28301
SAL20400,3,0,0,0,0,0,0,3,0,6,5,0,3,0,3,12,15,9,0,61
SAL20401,0,4,0,0,0,3,0,0,0,5,11,10,4,6,9,8,7,0,3,65
SAL20402,0,0,0,0,0,0,0,0,0,3,0,3,3,4,9,10,13,0,0,39
SAL20403,3,3,0,0,3,3,0,0,0,14,15,10,4,12,10,20,15,0,0,90
SAL20404,0,5,0,8,6,10,4,5,0,33,53,40,20,32,54,46,34,22,0,298
SAL20405,0,0,0,0,0,0,0,0,0,9,6,5,0,7,5,0,3,0,0,27
SAL20406,0,0,0,0,0,0,0,0,0,3,6,7,0,0,12,11,9,0,0,43
SAL20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20408,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,3,3,0,0,18
SAL20409,47,33,14,28,36,35,23,9,0,221,800,356,220,448,567,511,498,200,61,3660
SAL20410,5,3,0,4,5,3,0,0,0,24,46,35,29,22,37,55,31,8,0,261
SAL20411,72,26,37,25,36,32,10,19,10,264,717,374,349,393,372,378,259,193,77,3126
SAL20412,3,3,0,0,0,0,0,0,0,8,15,5,15,9,12,18,14,5,0,94
SAL20413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20414,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,0,0,14
SAL20415,0,0,0,0,0,0,0,0,0,3,6,0,3,0,3,3,5,0,0,20
SAL20416,0,0,0,0,0,0,0,0,0,10,10,4,5,0,9,6,13,0,0,47
SAL20417,0,0,3,0,0,0,0,0,0,7,3,3,11,0,8,11,11,10,0,52
SAL20418,5,15,37,30,13,9,7,5,0,127,107,107,250,162,100,64,50,21,12,869
SAL20419,91,45,44,50,34,43,35,40,56,435,1199,735,712,849,717,648,422,287,201,5763
SAL20420,82,46,34,72,42,23,10,4,3,313,1829,790,668,1443,820,453,275,85,14,6367
SAL20421,3,0,0,4,0,0,0,0,0,3,6,0,0,6,0,9,8,4,0,40
SAL20422,5,3,0,3,5,5,0,0,0,26,58,18,31,27,41,29,18,10,4,235
SAL20423,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,0,0,21
SAL20424,0,0,0,0,0,0,3,0,0,4,0,0,0,6,4,0,8,4,0,23
SAL20425,3,0,0,3,5,7,11,7,0,44,27,17,10,32,40,47,71,21,0,255
SAL20426,117,246,250,112,100,80,62,38,25,1024,2015,3000,2775,1792,1709,1385,1056,831,529,15080
SAL20427,52,65,77,53,66,51,45,41,11,467,1468,1331,1605,1365,1369,1186,998,983,360,10671
SAL20428,9,9,0,3,5,7,4,0,0,42,121,84,45,69,107,81,58,20,3,594
SAL20429,0,0,0,0,0,0,0,0,0,3,8,7,5,4,5,3,11,3,0,52
SAL20430,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7
SAL20431,4,3,4,3,15,9,16,0,3,56,82,34,50,61,81,107,112,38,16,590
SAL20432,3,0,6,0,0,0,0,0,0,9,14,9,17,6,19,27,24,12,0,131
SAL20433,3,0,0,0,4,4,0,0,0,13,35,9,11,22,15,23,15,9,0,130
SAL20434,5,0,0,3,0,0,0,0,0,11,18,20,14,13,22,37,19,12,0,151
SAL20435,12,0,0,4,0,0,0,0,0,21,29,8,15,7,17,25,11,3,3,124
SAL20436,0,0,4,4,3,0,6,0,0,12,28,21,10,17,28,30,25,7,0,161
SAL20437,6,7,0,3,10,4,9,0,0,50,102,58,39,56,84,78,44,16,3,478
SAL20438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,0,15
SAL20439,0,0,0,0,0,0,3,0,0,5,3,3,4,7,13,7,12,3,0,51
SAL20440,3,0,4,0,0,0,0,0,0,9,3,0,4,3,0,4,4,0,0,16
SAL20441,147,96,115,82,108,64,42,4,7,673,1944,1552,1309,1432,1561,1220,709,221,91,10051
SAL20442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20443,0,3,0,0,7,0,4,4,0,25,31,31,13,20,39,23,18,10,0,179
SAL20444,108,60,65,47,44,45,33,23,19,445,851,596,572,510,502,554,465,267,130,4449
SAL20445,0,0,0,5,0,0,0,0,0,8,43,19,21,24,27,17,20,0,0,170
SAL20446,0,0,0,0,0,3,0,0,0,5,3,9,3,11,6,11,3,0,0,41
SAL20447,14,3,0,8,0,3,8,0,0,46,87,36,36,60,49,62,36,17,5,395
SAL20448,0,0,0,0,0,0,0,0,0,8,9,5,8,8,6,5,0,0,0,42
SAL20449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9
SAL20450,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,3,0,0,0,28
SAL20451,8,0,0,4,0,0,3,0,0,26,44,17,4,23,26,27,24,10,0,174
SAL20452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,185,151,105,146,156,117,90,67,74,1091,3435,3046,2330,2464,3013,2692,2183,1494,1027,21683
SAL20454,8,0,0,0,4,0,0,0,0,21,75,33,27,32,59,26,16,12,0,287
SAL20455,129,63,75,73,55,56,45,30,7,541,989,589,690,626,581,523,482,367,108,4956
SAL20456,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,4,0,18
SAL20457,34,17,10,23,16,16,18,9,0,143,398,217,178,242,308,267,255,121,24,2015
SAL20458,0,0,0,0,0,0,0,0,0,3,6,5,3,0,9,10,12,3,0,48
SAL20459,7,0,0,3,0,0,0,0,0,8,15,5,6,11,10,8,3,5,3,62
SAL20460,52,34,30,29,38,42,38,26,11,297,513,313,335,320,383,471,508,378,127,3348
SAL20461,51,27,52,27,26,20,27,37,52,331,719,500,653,528,458,403,392,213,148,4011
SAL20462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
SAL20463,3,10,4,3,5,0,4,0,0,29,10,15,6,7,15,17,7,0,0,88
SAL20464,0,7,0,3,6,5,0,0,0,24,25,21,10,28,30,55,21,8,4,206
SAL20465,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,5,0,16
SAL20466,18,6,0,25,7,19,7,3,0,86,128,62,73,97,102,111,47,23,7,653
SAL20467,0,0,0,0,0,0,0,0,0,0,19,4,5,4,11,5,7,3,0,50
SAL20468,54,49,41,31,47,42,42,23,20,351,1236,1135,597,792,1083,1061,922,555,320,7701
SAL20469,0,0,0,0,0,3,0,0,0,5,9,12,4,8,19,49,27,10,0,147
SAL20470,0,0,0,3,3,0,0,0,0,8,20,15,8,12,17,30,23,17,3,144
SAL20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9
SAL20472,0,0,0,0,0,3,0,0,0,8,4,6,3,6,0,15,7,4,0,45
SAL20473,11,0,0,13,7,16,8,8,0,65,147,88,82,121,140,227,197,88,24,1123
SAL20474,16,5,3,5,14,7,4,3,0,62,75,43,39,49,80,111,119,44,7,560
SAL20475,52,33,41,43,45,39,35,13,4,302,438,241,240,310,340,329,270,95,18,2282
SAL20476,74,35,28,47,50,37,62,98,81,510,665,369,468,439,510,541,777,819,680,5261
SAL20477,8,4,3,5,0,3,0,0,0,26,11,9,7,6,6,9,4,5,0,56
SAL20478,0,0,0,0,0,0,0,3,0,7,3,9,0,7,11,6,14,10,0,58
SAL20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20480,4,3,5,0,0,0,5,6,0,23,46,26,18,25,28,29,39,18,3,243
SAL20481,0,0,0,0,0,0,0,0,0,5,12,0,0,0,12,19,10,8,0,61
SAL20482,0,0,0,0,0,0,0,0,0,0,10,0,5,5,3,0,6,4,0,40
SAL20483,0,0,0,0,0,0,0,0,0,0,15,6,9,6,14,9,11,0,0,65
SAL20484,0,0,0,0,0,0,0,0,0,0,15,3,10,10,9,20,19,3,0,94
SAL20485,13,15,10,8,9,0,0,0,0,56,252,177,86,146,186,122,56,25,4,1048
SAL20486,32,15,9,15,7,3,0,3,0,73,302,117,98,165,114,69,56,14,4,940
SAL20487,7,4,7,7,6,3,9,0,0,48,46,49,29,44,44,50,51,15,5,343
SAL20488,15,3,11,12,3,11,9,3,0,71,173,102,99,96,135,114,68,36,7,830
SAL20489,0,0,0,4,0,0,0,0,0,11,8,6,0,11,8,0,8,3,0,38
SAL20490,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,6,0,0,26
SAL20491,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,6,0,14
SAL20492,26,8,7,15,8,7,11,9,0,92,231,112,107,126,146,176,182,76,14,1165
SAL20493,4,3,3,4,4,4,0,0,0,19,27,14,21,18,23,34,23,3,0,162
SAL20494,6,5,0,4,9,8,10,0,0,40,70,30,20,54,70,59,53,21,0,379
SAL20495,90,304,400,153,106,63,46,35,23,1206,876,4860,5364,1739,972,811,647,432,210,15896
SAL20496,34,44,89,51,40,25,22,17,4,322,616,801,1715,825,623,572,483,249,92,5978
SAL20497,0,0,0,0,0,5,4,0,0,5,8,7,4,0,16,17,14,9,4,85
SAL20498,114,111,175,125,103,70,92,87,100,976,2475,2052,3840,2839,2071,1747,1359,885,440,17700
SAL20499,0,0,0,0,0,0,0,0,0,5,31,23,23,14,15,22,26,11,0,160
SAL20500,350,217,218,235,265,141,89,32,4,1547,5609,3578,2895,4093,4096,2146,1380,551,98,24455
SAL20501,6,0,3,4,3,0,0,0,0,18,26,13,9,18,16,14,10,3,6,115
SAL20502,0,0,0,0,0,0,0,0,0,8,11,10,6,16,13,23,13,8,0,98
SAL20503,6,0,0,4,0,3,0,0,0,18,21,11,7,9,13,31,13,4,3,121
SAL20504,0,0,0,0,0,0,0,0,0,8,7,7,3,3,9,10,9,0,0,46
SAL20505,0,0,0,0,0,0,0,0,0,10,4,3,6,5,5,6,3,0,0,40
SAL20506,5,0,0,0,0,0,0,0,0,4,3,4,0,0,5,0,3,0,0,17
SAL20507,60,28,48,46,31,30,21,12,0,283,753,358,595,659,576,540,419,220,69,4185
SAL20508,367,188,245,206,206,152,100,69,68,1606,4198,2476,3666,3181,2867,2522,1668,844,425,21837
SAL20509,5,0,0,3,0,5,0,0,0,19,15,7,8,7,4,22,11,0,0,73
SAL20510,4,3,0,0,0,12,0,0,0,17,26,12,17,20,26,37,34,12,3,197
SAL20511,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,10,4,6,0,21
SAL20512,0,6,0,4,5,5,6,0,0,27,44,37,16,38,52,45,21,5,0,249
SAL20513,13,12,10,9,12,28,31,24,11,143,185,144,134,107,172,305,288,229,104,1672
SAL20514,7,0,0,3,3,0,0,3,0,20,19,7,5,6,13,13,5,10,0,82
SAL20515,0,0,0,3,0,3,0,0,0,15,28,14,19,12,16,19,22,14,0,130
SAL20516,67,92,248,199,163,103,93,105,118,1191,945,520,709,926,958,1057,1185,800,412,7512
SAL20517,12,0,5,4,7,3,0,4,0,26,57,31,38,31,38,46,23,15,5,299
SAL20518,3,3,3,3,4,6,3,0,0,28,16,9,6,9,21,21,23,8,3,110
SAL20519,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,5,7,4,0,24
SAL20520,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,14
SAL20521,39,39,60,41,49,41,54,47,35,401,872,665,807,703,711,594,729,411,327,5820
SAL20522,9,20,12,11,6,3,5,3,0,62,158,246,288,159,146,127,121,36,16,1290
SAL20523,134,122,180,138,101,67,105,64,80,983,2649,2144,3008,2202,1859,1593,1717,858,571,16602
SAL20524,107,65,108,88,100,67,60,37,17,635,2227,1332,1414,1709,1725,1435,1337,667,353,12203
SAL20525,0,0,0,0,0,4,0,0,0,5,4,3,3,5,13,18,7,10,0,54
SAL20526,14,4,4,8,5,0,4,4,0,40,61,28,33,36,47,57,60,24,10,356
SAL20527,4,0,0,0,0,3,0,0,0,11,71,32,16,32,48,38,21,10,4,279
SAL20528,90,62,177,82,73,55,51,28,11,626,1494,1108,2083,1548,1099,884,655,437,175,9478
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,0,0,4,5,0,0,12,3,3,4,3,3,12,9,0,0,42
SAL20532,4,0,0,0,6,0,3,0,0,15,7,4,0,3,3,11,11,0,0,44
SAL20533,40,22,45,24,12,8,3,0,0,158,509,403,775,362,167,170,83,67,57,2596
SAL20534,0,0,0,0,0,0,0,0,0,0,12,11,6,9,15,8,12,5,0,79
SAL20535,15,12,9,15,17,25,20,21,15,156,140,87,86,80,142,186,211,106,64,1109
SAL20536,0,0,0,0,0,0,0,0,0,0,17,0,3,6,9,4,4,0,0,47
SAL20537,99,54,78,85,79,58,43,24,13,534,1399,627,1195,1313,1138,927,796,515,301,8208
SAL20538,56,43,28,41,52,48,32,22,11,319,1055,597,535,824,737,626,526,331,107,5335
SAL20539,271,140,197,181,189,127,115,93,39,1354,4300,2439,3015,3730,3340,2593,2010,1415,929,23767
SAL20540,4,0,0,0,0,0,0,0,0,7,7,6,5,8,7,13,6,4,3,60
SAL20541,0,0,3,0,4,3,4,0,0,14,7,8,3,12,9,9,12,4,0,68
SAL20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20543,3,0,3,7,0,0,3,0,0,23,29,13,18,27,30,31,34,12,0,195
SAL20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,3,0,8,0,0,0,4,0,0,21,35,17,24,23,33,26,29,6,0,200
SAL20546,8,0,0,8,4,0,4,0,0,14,24,3,8,10,5,10,12,3,0,75
SAL20547,15,12,8,4,17,16,15,5,6,80,120,40,61,80,121,138,131,59,14,769
SAL20548,0,0,0,0,0,0,0,0,0,3,5,0,4,9,7,7,16,5,0,52
SAL20549,0,0,0,0,0,0,0,0,0,5,9,7,4,8,10,18,23,4,3,82
SAL20550,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
SAL20551,19,9,9,20,32,15,15,16,0,135,236,163,123,146,239,274,243,141,18,1587
SAL20552,0,0,0,0,0,0,0,0,0,3,8,8,4,4,17,13,15,5,3,71
SAL20553,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3
SAL20554,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,8,3,0,0,23
SAL20555,3,4,0,0,3,9,3,0,0,19,21,8,3,11,21,21,14,7,0,103
SAL20556,175,96,80,82,104,68,46,42,3,696,2299,1414,1514,1613,1493,1316,1110,662,161,11589
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL20558,0,0,0,0,0,0,0,0,0,4,10,4,9,4,3,11,15,3,0,56
SAL20559,6,6,4,9,6,3,0,4,0,34,49,48,25,47,60,80,30,17,4,352
SAL20560,14,9,8,7,13,11,3,9,0,66,168,94,114,106,127,157,137,55,16,977
SAL20561,131,131,69,70,46,41,25,23,9,549,943,662,646,553,540,624,571,294,50,4879
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,12
SAL20564,6,0,0,6,0,0,5,0,0,20,40,11,28,16,9,25,21,9,0,160
SAL20565,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,7,5,5,0,35
SAL20566,58,39,74,52,57,56,59,36,6,445,1089,748,894,972,900,957,965,583,290,7404
SAL20567,10,8,5,0,10,7,3,0,0,40,49,30,40,30,49,41,29,25,0,296
SAL20568,0,0,0,0,0,0,0,0,0,0,17,4,4,11,7,6,11,5,0,67
SAL20569,163,469,607,218,131,103,96,128,165,2070,1623,5450,5832,2150,1250,1066,834,698,516,19425
SAL20570,97,141,169,109,104,67,65,46,14,821,1895,1750,3084,1923,1444,1193,1046,735,273,13348
SAL20571,0,0,0,0,0,0,0,0,0,0,7,4,10,7,8,10,9,6,0,57
SAL20572,5,3,4,0,5,0,0,0,0,16,66,42,52,37,48,50,28,21,7,346
SAL20573,10,4,6,3,3,5,0,0,3,38,53,20,37,26,23,54,31,9,5,250
SAL20574,43,28,60,38,43,29,27,16,4,298,1030,499,1373,1118,798,672,586,252,84,6408
SAL20575,73,55,35,46,50,54,47,42,16,416,1176,713,730,838,940,1140,1165,617,150,7468
SAL20576,9,5,0,5,7,9,8,6,0,49,61,34,36,44,44,51,45,25,0,340
SAL20577,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,20
SAL20578,0,0,5,0,3,3,4,0,0,15,35,18,23,19,20,40,20,12,0,189
SAL20579,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,7,0,0,24
SAL20580,30,16,15,12,30,25,23,10,0,157,265,154,147,191,259,327,294,148,44,1836
SAL20581,191,72,173,106,58,24,21,4,0,645,3018,1144,3057,2088,860,584,283,96,17,11146
SAL20582,558,228,333,328,149,97,41,23,5,1760,9201,3343,6288,6584,2950,1575,1073,496,75,31592
SAL20583,3,0,0,0,0,5,0,0,0,12,29,19,12,18,22,23,9,4,0,124
SAL20584,0,0,0,0,0,0,4,0,0,3,5,5,8,4,15,21,19,3,0,64
SAL20585,4,0,0,0,0,0,0,0,0,13,7,3,6,8,4,14,5,0,0,47
SAL20586,0,0,0,4,0,7,4,0,0,14,47,30,30,22,35,40,28,17,0,251
SAL20587,0,0,0,0,4,0,0,0,0,11,25,16,8,8,18,19,11,6,0,102
SAL20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20590,101,31,53,58,16,12,4,0,0,285,1158,367,911,720,232,140,75,8,4,3614
SAL20591,21,17,16,13,18,17,16,11,11,136,283,174,171,140,234,265,226,173,83,1745
SAL20592,126,65,88,72,61,55,77,45,27,622,970,555,711,661,685,732,892,644,243,6093
SAL20593,7,0,0,0,6,3,0,0,0,16,49,38,18,16,35,37,22,5,4,231
SAL20594,0,0,0,0,0,7,0,0,0,12,10,4,9,4,8,19,16,5,5,77
SAL20595,0,0,4,5,0,3,0,0,0,12,10,5,8,7,11,9,9,5,0,63
SAL20596,227,167,295,208,229,176,102,82,69,1552,4019,2950,4941,4344,3665,2654,1878,1229,652,26328
SAL20597,86,58,96,93,99,57,27,45,72,632,1468,845,1319,1450,1178,791,479,398,338,8260
SAL20598,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4
SAL20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9
SAL20600,104,51,62,60,47,58,44,6,0,430,977,483,587,641,618,562,333,98,26,4328
SAL20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20602,0,0,0,0,0,0,0,0,0,0,8,7,4,9,5,5,4,0,0,39
SAL20603,3,0,0,4,0,0,0,0,0,6,10,6,12,4,6,11,21,6,0,74
SAL20604,37,12,10,22,23,26,39,22,12,210,332,174,176,212,293,331,429,283,125,2357
SAL20605,3,6,0,0,4,8,8,0,0,29,66,49,22,61,64,61,59,17,3,403
SAL20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20607,149,85,107,89,96,101,102,63,32,811,1475,981,1278,980,1023,1075,1104,783,430,9136
SAL20608,4,0,0,3,0,0,0,0,0,11,10,9,0,9,10,7,13,3,0,68
SAL20609,0,0,5,0,0,3,3,0,0,12,14,10,44,11,10,27,23,11,3,158
SAL20610,6,0,4,0,0,0,4,0,0,23,30,4,18,16,9,6,5,5,0,87
SAL20611,9,0,8,4,5,10,7,8,0,53,60,26,35,26,30,48,37,29,4,302
SAL20612,3,0,0,0,0,0,0,0,0,0,11,4,0,10,5,9,3,4,0,41
SAL20613,41,21,23,20,16,21,5,10,0,164,434,251,319,270,237,299,230,108,21,2158
SAL20614,25,9,7,12,20,9,18,4,3,118,125,84,68,92,123,190,195,97,72,1051
SAL20615,4,9,16,3,7,9,3,0,0,54,33,33,70,39,27,57,27,9,3,303
SAL20616,138,99,230,136,107,59,31,15,0,811,886,834,3291,1710,995,651,385,188,70,9010
SAL20617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL20618,0,3,0,0,4,4,4,0,0,9,20,15,9,7,18,37,15,6,6,131
SAL20619,0,4,3,3,0,6,0,0,0,9,13,5,7,17,20,16,12,3,0,107
SAL20620,5,3,4,7,3,7,9,0,0,39,111,82,58,75,101,92,67,22,0,604
SAL20621,14,15,0,8,10,7,10,0,0,69,156,89,54,90,157,162,157,50,8,923
SAL20622,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,4,3,0,3,23
