SAL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
SAL20563,0,0,0,0,4,6,0,6
SAL20564,0,3,30,12,12,57,4,60
SAL20565,0,3,6,3,0,16,0,16
SAL20566,187,908,944,364,154,2543,109,2657
SAL20567,0,24,20,21,32,97,14,109
SAL20568,0,0,9,5,9,24,0,24
SAL20569,1041,2786,1633,396,211,6066,416,6480
SAL20570,433,2016,1577,498,214,4734,238,4971
SAL20571,0,4,7,9,3,23,0,26
SAL20572,0,20,58,31,18,121,4,126
SAL20573,0,10,36,20,16,76,13,84
SAL20574,288,1397,761,157,48,2657,75,2728
SAL20575,55,1127,1353,432,219,3181,80,3265
SAL20576,0,17,45,29,22,114,17,132
SAL20577,0,3,6,0,0,8,0,8
SAL20578,0,9,30,16,15,66,8,68
SAL20579,0,0,3,4,0,10,4,12
SAL20580,26,277,292,137,68,805,45,850
SAL20581,39,928,1865,460,215,3505,161,3668
SAL20582,93,2336,5036,1317,480,9263,367,9629
SAL20583,0,4,19,10,5,34,7,38
SAL20584,0,10,9,8,5,32,0,33
SAL20585,0,3,5,0,0,18,4,20
SAL20586,0,12,35,25,13,89,7,96
SAL20587,0,0,20,6,9,32,3,36
SAL20588,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0
SAL20590,19,292,510,132,42,997,76,1074
SAL20591,34,239,264,117,77,725,34,765
SAL20592,199,1037,824,295,156,2505,213,2719
SAL20593,0,10,28,16,17,68,5,79
SAL20594,0,3,10,7,4,30,5,36
SAL20595,0,3,10,7,3,26,4,31
SAL20596,1334,4737,2954,785,358,10166,392,10553
SAL20597,326,1366,977,276,105,3046,148,3194
SAL20598,0,0,0,0,0,0,0,0
SAL20599,0,0,0,3,0,3,0,3
SAL20600,22,305,617,267,209,1421,130,1549
SAL20601,0,0,0,0,0,0,0,0
SAL20602,0,4,9,7,7,15,0,15
SAL20603,0,4,15,4,8,28,0,28
SAL20604,53,372,387,121,91,1028,71,1095
SAL20605,3,17,57,38,35,139,7,144
SAL20606,0,0,0,0,0,0,0,0
SAL20607,381,1596,1263,396,186,3816,250,4064
SAL20608,0,3,7,3,7,27,0,24
SAL20609,0,24,16,11,8,65,6,68
SAL20610,0,14,10,3,5,32,0,30
SAL20611,0,23,38,28,19,107,21,124
SAL20612,0,0,8,10,0,15,0,15
SAL20613,15,168,289,163,124,758,34,793
SAL20614,28,188,157,69,45,483,34,526
SAL20615,7,28,39,22,13,106,22,134
SAL20616,1305,2411,629,90,34,4471,320,4782
SAL20617,0,3,0,0,0,0,0,0
SAL20618,0,3,14,19,10,52,0,53
SAL20619,0,9,15,13,12,41,4,48
SAL20620,0,22,76,44,47,194,28,220
SAL20621,0,63,193,60,29,342,20,359
SAL20622,0,5,4,5,0,9,0,9
SAL20623,0,4,0,6,4,17,3,16
SAL20624,89,398,344,132,57,1009,75,1089
SAL20625,0,5,16,6,3,31,4,34
SAL20626,4,5,17,7,13,44,7,51
SAL20627,7,27,45,17,13,112,12,119
SAL20628,3,36,46,17,13,111,6,119
SAL20629,0,3,0,0,3,10,0,18
SAL20630,0,0,4,3,0,5,0,3
SAL20631,6,21,44,23,26,116,8,123
SAL20632,0,0,7,9,3,13,4,17
SAL20633,0,17,26,12,16,73,6,80
SAL20634,0,0,3,4,3,11,0,12
SAL20635,0,0,0,0,0,4,0,4
SAL20636,0,13,34,17,3,65,4,64
SAL20637,0,3,13,7,7,33,4,39
SAL20638,0,8,26,13,5,56,0,64
SAL20639,3,166,201,74,38,480,31,516
SAL20640,533,2260,1840,589,306,5527,465,5991
SAL20641,0,0,5,4,8,15,0,11
SAL20642,0,6,4,0,6,15,5,17
SAL20643,0,6,16,6,7,36,7,36
SAL20644,18,192,183,64,19,487,44,530
SAL20645,0,15,24,14,8,65,10,69
SAL20646,0,27,49,31,19,115,18,135
SAL20647,0,5,0,6,0,14,0,11
SAL20648,30,222,214,56,32,555,70,618
SAL20649,0,4,20,3,11,40,4,45
SAL20650,0,6,4,9,0,19,0,19
SAL20651,0,7,8,6,5,27,0,27
SAL20652,0,8,19,7,0,34,0,36
SAL20653,0,0,0,0,6,3,0,9
SAL20654,4,28,82,51,51,216,4,224
SAL20655,0,0,0,0,0,0,0,0
SAL20656,0,3,5,4,3,12,0,14
SAL20657,162,1280,996,246,109,2795,183,2979
SAL20658,0,0,5,0,3,15,0,15
SAL20659,9,21,41,40,30,131,17,148
SAL20660,0,5,9,8,5,24,0,25
SAL20661,646,6019,8009,2658,1372,18704,1071,19775
SAL20662,415,2541,2647,979,508,7097,595,7695
SAL20663,194,2173,3307,985,439,7105,341,7448
SAL20664,156,1962,3381,1144,586,7230,319,7550
SAL20665,8,194,466,206,179,1052,45,1099
SAL20666,115,1740,2891,923,377,6047,284,6329
SAL20667,0,3,3,5,0,15,4,19
SAL20668,0,4,5,0,6,13,4,21
SAL20669,0,14,31,13,5,70,4,66
SAL20670,181,549,224,47,7,1006,46,1057
SAL20671,4,28,25,16,6,85,3,92
SAL20672,61,494,459,203,104,1318,133,1453
SAL20673,0,3,6,3,0,17,0,17
SAL20674,32,413,524,194,116,1272,69,1334
SAL20675,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,3,0,5
SAL20677,0,0,3,0,3,16,0,16
SAL20678,0,10,32,26,9,83,3,87
SAL20679,0,13,18,13,11,55,7,62
SAL20680,0,5,12,7,6,34,0,36
SAL20681,0,0,6,11,5,18,6,27
SAL20682,650,4598,4379,1029,618,11275,423,11693
SAL20683,16,342,796,273,193,1622,17,1640
SAL20684,64,809,1315,410,244,2845,65,2906
SAL20685,58,574,790,239,112,1773,52,1818
SAL20686,0,5,3,0,0,5,0,5
SAL20687,0,17,45,18,20,98,3,98
SAL20688,0,16,29,18,22,86,26,113
SAL20689,0,14,17,7,3,49,8,47
SAL20690,0,0,4,8,4,13,0,16
SAL20691,0,6,0,3,6,13,0,13
SAL20692,5,22,13,4,4,53,9,56
SAL20693,0,0,3,0,0,6,0,6
SAL20694,0,0,0,0,0,7,0,7
SAL20695,0,0,0,0,0,6,0,10
SAL20696,0,7,15,9,8,43,4,49
SAL20697,22,468,698,211,87,1476,38,1517
SAL20698,0,3,0,0,9,6,0,6
SAL20699,0,10,10,9,7,31,0,30
SAL20700,0,36,67,26,22,150,15,162
SAL20701,6,25,60,26,27,142,13,147
SAL20702,198,729,644,248,132,1945,216,2161
SAL20703,0,10,14,8,14,48,9,57
SAL20704,0,7,0,6,5,20,0,23
SAL20705,0,0,0,0,0,7,0,7
SAL20706,5,112,135,56,26,335,30,365
SAL20707,1232,4284,2775,848,508,9638,1016,10648
SAL20708,435,2588,2843,1019,554,7436,483,7913
SAL20709,21,48,18,5,4,95,11,99
SAL20710,0,0,0,0,0,0,0,0
SAL20711,0,10,23,8,4,45,11,51
SAL20712,72,807,1288,560,396,3127,124,3254
SAL20713,0,4,4,9,3,16,0,16
SAL20714,0,14,11,12,3,35,9,40
SAL20715,7,33,93,58,61,237,21,262
SAL20716,3,24,44,33,25,134,19,151
SAL20717,0,0,0,0,0,6,0,6
SAL20718,4,51,40,25,16,140,7,144
SAL20719,0,17,19,6,0,40,14,56
SAL20720,0,3,8,0,3,20,0,19
SAL20721,88,609,440,120,42,1300,95,1390
SAL20722,0,4,14,11,9,38,0,44
SAL20723,0,30,59,22,16,119,23,148
SAL20724,7,46,109,39,7,202,4,212
SAL20725,0,4,0,0,0,8,0,10
SAL20726,0,12,26,14,14,67,10,71
SAL20727,0,19,39,18,12,80,9,86
SAL20728,53,293,312,91,39,786,17,804
SAL20729,337,2132,2234,746,361,5802,459,6268
SAL20730,93,720,774,268,158,2013,127,2139
SAL20731,162,883,966,413,257,2669,157,2824
SAL20732,0,0,3,0,0,8,0,8
SAL20733,0,6,3,3,6,12,0,19
SAL20734,0,0,0,5,3,5,0,12
SAL20735,0,0,3,4,0,10,0,10
SAL20736,0,21,53,35,29,140,25,157
SAL20737,10,207,315,108,59,694,33,727
SAL20738,0,9,23,15,5,65,5,65
SAL20739,0,0,0,0,0,0,0,0
SAL20740,0,0,0,8,0,10,0,7
SAL20741,0,48,92,46,42,230,35,264
SAL20742,0,4,4,7,3,22,3,24
SAL20743,59,503,1155,389,198,2302,112,2412
SAL20744,0,4,20,10,4,45,9,55
SAL20745,5,61,59,28,19,169,15,187
SAL20746,0,19,28,19,10,79,9,89
SAL20747,0,0,0,0,0,9,0,7
SAL20748,4,85,152,110,132,478,52,529
SAL20749,0,27,53,29,32,136,5,146
SAL20750,0,10,15,14,17,50,5,56
SAL20751,3,11,21,13,12,72,0,69
SAL20752,78,856,1877,769,551,4139,102,4238
SAL20753,0,11,16,11,7,49,3,49
SAL20754,39,644,912,267,186,2039,125,2162
SAL20755,0,0,16,3,9,29,9,29
SAL20756,50,239,263,96,72,723,36,762
SAL20757,3,18,35,16,16,81,5,88
SAL20758,118,1040,1737,564,294,3751,112,3865
SAL20759,0,8,6,10,9,33,3,37
SAL20760,10,35,9,8,0,61,43,104
SAL20761,0,12,16,11,10,49,0,50
SAL20762,0,27,50,18,26,118,13,126
SAL20763,0,0,0,4,4,12,0,12
SAL20764,0,4,21,3,10,38,3,45
SAL20765,0,5,12,10,0,22,0,24
SAL20766,3094,3587,771,97,36,7588,808,8397
SAL20767,0,0,5,3,0,5,0,5
SAL20768,0,3,11,0,4,19,10,29
SAL20769,0,28,73,47,40,192,17,209
SAL20770,34,212,225,76,50,597,52,645
SAL20771,710,4402,3570,841,383,9901,360,10262
SAL20772,461,3980,4616,1207,616,10890,324,11213
SAL20773,0,183,328,75,29,612,80,697
SAL20774,144,1228,1857,651,422,4292,129,4423
SAL20775,0,0,3,6,4,8,0,8
SAL20776,0,5,44,19,15,86,8,94
SAL20777,0,33,55,23,17,138,9,140
SAL20778,0,0,0,0,0,5,0,5
SAL20779,136,2357,4331,1230,642,8689,257,8944
SAL20780,0,3,3,0,0,9,3,12
SAL20781,0,0,0,0,0,0,0,0
SAL20782,0,5,9,13,3,23,0,28
SAL20783,293,1253,1072,322,191,3129,302,3439
SAL20784,0,9,7,6,3,24,0,27
SAL20785,0,8,3,0,4,11,0,14
SAL20786,0,3,19,7,10,34,0,36
SAL20787,0,0,3,5,7,22,0,22
SAL20788,123,1036,1129,309,158,2749,210,2957
SAL20789,0,0,4,0,0,6,4,5
SAL20790,183,1951,2328,776,440,5681,284,5967
SAL20791,0,18,27,19,5,68,3,67
SAL20792,0,20,42,21,35,127,5,134
SAL20793,0,25,46,29,28,129,6,141
SAL20794,0,0,5,0,7,12,4,19
SAL20795,0,10,22,9,8,54,3,58
SAL20796,15,48,119,29,8,221,5,224
SAL20797,0,5,4,8,5,12,0,15
SAL20798,0,14,54,25,8,100,10,113
SAL20799,0,28,29,12,17,76,3,85
SAL20800,0,10,19,10,14,52,0,56
SAL20801,0,0,9,3,3,16,0,15
SAL20802,85,737,719,249,184,1977,68,2047
SAL20803,0,0,8,0,5,23,0,23
SAL20804,0,48,81,25,21,177,22,201
SAL20805,0,3,15,5,7,37,0,38
SAL20806,0,5,5,0,5,9,0,9
SAL20807,0,9,14,9,3,34,5,38
SAL20808,0,6,7,3,6,20,0,22
SAL20809,9,99,112,55,34,302,19,323
SAL20810,0,3,0,3,4,14,6,21
SAL20811,0,0,3,0,0,7,0,7
SAL20812,0,22,29,18,19,94,9,101
SAL20813,18,172,151,49,34,424,34,452
SAL20814,0,6,7,3,8,31,0,30
SAL20815,0,0,4,0,0,0,0,0
SAL20816,0,24,62,28,26,136,12,151
SAL20817,0,4,10,8,3,28,0,30
SAL20818,0,0,3,3,6,13,4,10
SAL20819,0,0,0,0,0,0,0,0
SAL20820,0,8,10,6,7,36,0,35
SAL20821,0,0,0,0,0,11,0,11
SAL20822,5,172,256,71,52,547,13,566
SAL20823,178,917,781,302,147,2322,162,2485
SAL20824,0,0,5,0,0,5,0,3
SAL20825,53,429,611,231,98,1417,41,1461
SAL20826,0,0,14,11,8,36,3,38
SAL20827,47,211,161,44,42,508,78,585
SAL20828,87,408,324,96,61,977,57,1035
SAL20829,101,694,654,151,82,1682,59,1741
SAL20830,469,1308,559,75,47,2458,142,2598
SAL20831,0,0,5,0,0,8,4,5
SAL20832,0,0,12,5,8,25,6,35
SAL20833,9,110,138,64,38,361,23,389
SAL20834,0,14,8,5,0,23,0,23
SAL20835,0,3,0,6,0,4,0,4
SAL20836,32,402,442,143,81,1104,33,1136
SAL20837,0,7,17,8,8,41,3,40
SAL20838,386,2143,2200,777,411,5914,357,6274
SAL20839,4,50,75,53,46,222,8,229
SAL20840,0,15,50,32,36,142,15,157
SAL20841,0,13,32,9,22,78,8,80
SAL20842,0,7,15,11,6,41,6,46
SAL20843,0,40,125,93,106,366,21,388
SAL20844,23,144,161,53,34,415,39,455
SAL20845,0,4,17,9,7,38,6,42
SAL20846,0,5,7,7,4,23,5,25
SAL20847,0,4,17,7,7,42,7,42
SAL20848,114,964,1033,243,121,2479,75,2553
SAL20849,4,20,32,21,7,83,12,94
SAL20850,18,200,163,40,25,449,41,485
SAL20851,0,22,30,19,12,81,11,90
SAL20852,3,30,63,20,33,151,10,160
SAL20853,0,3,5,10,0,19,0,19
SAL20854,0,3,8,5,4,14,5,19
SAL20855,0,5,11,6,13,34,5,36
SAL20856,0,0,0,0,0,0,0,0
SAL20857,0,10,30,15,14,66,0,66
SAL20858,0,13,15,9,20,62,3,61
SAL20859,15,276,518,207,143,1162,30,1190
SAL20860,0,16,24,21,24,80,7,85
SAL20861,0,30,25,7,7,82,18,98
SAL20862,13,135,123,51,27,346,54,398
SAL20863,0,66,100,50,43,257,20,276
SAL20864,452,2200,1453,285,118,4513,156,4666
SAL20865,150,1814,2997,970,627,6554,158,6711
SAL20866,14,369,1122,404,276,2192,42,2235
SAL20867,822,4049,1924,317,133,7247,468,7717
SAL20868,30,417,873,392,289,2013,68,2081
SAL20869,0,9,4,0,0,16,0,15
SAL20870,0,25,58,15,28,128,0,128
SAL20871,278,2115,3531,1313,722,7957,390,8346
SAL20872,3,40,81,41,27,190,14,205
SAL20873,0,0,3,7,0,9,0,9
SAL20874,0,0,0,0,0,0,0,0
SAL20875,0,22,32,15,7,77,0,76
SAL20876,0,4,4,0,4,12,0,13
SAL20877,0,38,98,54,49,234,27,260
SAL20878,472,3604,4357,1399,736,10573,781,11352
SAL20879,40,542,805,245,142,1772,57,1832
SAL20880,0,4,19,4,4,28,7,37
SAL20881,0,32,23,15,15,86,4,92
SAL20882,0,0,0,0,0,0,0,0
SAL20883,6,18,37,25,13,94,8,106
SAL20884,0,0,6,0,0,3,0,3
SAL20885,773,3803,2697,782,455,8509,332,8845
SAL20886,0,0,0,0,0,0,0,0
SAL20887,152,713,371,77,42,1354,71,1421
SAL20888,31,202,219,81,39,570,22,593
SAL20889,87,329,293,72,39,823,80,902
SAL20890,0,3,3,8,7,14,0,19
SAL20891,26,112,94,21,9,268,33,295
SAL20892,93,526,576,189,103,1493,111,1599
SAL20893,0,15,33,13,10,81,16,99
SAL20894,3,22,23,7,9,65,7,72
SAL20895,0,0,6,0,0,4,0,6
SAL20896,4,12,25,14,15,78,9,82
SAL20897,0,6,17,15,14,50,4,57
SAL20898,0,3,13,7,9,37,4,40
SAL20899,6,164,516,155,55,889,16,908
SAL20900,0,0,3,0,0,13,4,22
SAL20901,360,1392,750,140,87,2728,98,2823
SAL20902,0,84,89,22,7,205,0,205
SAL20903,0,4,0,0,6,9,0,6
SAL20904,0,3,10,8,3,35,0,31
SAL20905,0,0,0,0,0,0,0,0
SAL20906,28,45,13,3,0,85,10,94
SAL20907,0,15,29,23,16,81,6,88
SAL20908,0,5,17,0,8,33,0,36
SAL20909,480,1940,1491,471,260,4634,307,4947
SAL20910,0,0,4,6,3,9,0,11
SAL20911,0,0,0,0,0,0,0,11
SAL20912,0,8,18,11,7,41,11,46
SAL20913,0,8,31,18,18,67,7,75
SAL20914,0,4,7,4,0,22,0,20
SAL20915,0,0,0,3,0,9,4,9
SAL20916,0,0,0,0,0,0,0,0
SAL20917,449,3371,4245,1365,787,10214,374,10593
SAL20918,7,116,259,90,58,528,20,546
SAL20919,0,0,5,0,0,8,5,11
SAL20920,0,53,131,27,30,243,20,264
SAL20921,0,103,142,57,36,337,29,362
SAL20922,0,4,0,3,0,10,0,10
SAL20923,0,0,4,0,0,8,0,8
SAL20924,1253,2408,727,114,46,4544,405,4956
SAL20925,1061,2826,1235,257,84,5461,267,5729
SAL20926,0,0,15,14,6,35,5,35
SAL20927,3,5,18,5,8,36,6,41
SAL20928,0,0,0,0,0,0,0,0
SAL20929,711,1634,579,104,39,3072,292,3362
SAL20930,3,148,231,72,36,487,58,548
SAL20931,114,725,533,150,56,1577,83,1659
SAL20932,4,100,108,61,25,305,48,353
SAL20933,0,4,17,20,13,54,5,62
SAL20934,0,0,0,0,3,6,0,6
SAL20935,1571,4029,1367,252,99,7319,581,7901
SAL20936,0,8,21,18,13,53,5,57
SAL20937,306,1650,1544,399,171,4069,142,4216
SAL20938,0,19,45,29,18,106,12,115
SAL20939,3,36,40,8,4,92,17,118
SAL20940,48,391,291,101,67,902,81,984
SAL20941,0,27,23,16,10,77,0,77
SAL20942,0,3,11,8,0,25,0,23
SAL20943,0,4,7,6,3,16,0,15
SAL20944,0,7,13,16,9,48,8,59
SAL20945,0,4,4,0,0,9,0,7
SAL20946,0,7,12,3,8,29,0,26
SAL20947,1368,6427,5285,1370,591,15044,1120,16163
SAL20948,240,934,679,186,81,2120,256,2377
SAL20949,274,2023,2980,992,512,6784,241,7026
SAL20950,26,674,1410,439,152,2708,103,2807
SAL20951,0,20,18,10,9,52,4,58
SAL20952,5,30,12,4,7,61,8,67
SAL20953,0,0,0,0,0,3,0,3
SAL20954,5,23,66,33,38,156,4,166
SAL20955,0,30,44,9,4,98,3,95
SAL20956,0,10,29,15,10,65,8,73
SAL20957,0,0,4,0,0,6,0,3
SAL20958,0,4,12,3,6,23,0,23
SAL20959,0,3,7,3,3,16,0,16
SAL20960,6,113,230,52,32,435,16,445
SAL20961,0,4,3,0,0,7,0,7
SAL20962,0,0,11,4,4,20,5,27
SAL20963,0,6,15,12,9,36,0,37
SAL20964,0,12,24,18,8,63,0,65
SAL20965,54,232,131,21,8,449,13,470
SAL20966,5,177,295,135,89,704,49,749
SAL20967,0,6,36,11,21,76,7,84
SAL20968,0,8,15,7,6,39,7,49
SAL20969,0,22,30,18,17,86,4,91
SAL20970,0,0,0,0,0,3,3,5
SAL20971,0,4,3,0,0,14,0,14
SAL20972,0,0,6,8,6,19,0,19
SAL20973,295,1228,734,202,86,2549,157,2696
SAL20974,315,1412,1108,249,89,3167,123,3293
SAL20975,4,3,0,3,0,10,0,15
SAL20976,0,28,38,17,8,92,14,100
SAL20977,0,3,0,3,0,15,0,15
SAL20978,0,5,8,3,3,17,0,17
SAL20979,13,145,332,160,146,794,95,886
SAL20980,0,7,6,13,4,28,4,32
SAL20981,0,0,0,0,0,0,0,0
SAL20982,0,5,9,11,5,29,0,29
SAL20983,0,0,0,0,7,8,0,8
SAL20984,0,8,10,7,6,28,0,28
SAL20985,0,3,13,8,10,34,5,40
SAL20986,0,0,4,0,3,5,0,5
SAL20987,0,0,0,0,0,0,0,0
SAL20988,0,0,0,4,7,8,3,11
SAL20989,0,17,58,33,16,130,3,140
SAL20990,0,5,12,14,13,49,3,52
SAL20991,0,5,8,6,5,30,4,31
SAL20992,0,10,10,4,5,24,0,28
SAL20993,0,0,9,9,5,21,8,26
SAL20994,0,0,0,6,4,10,0,10
SAL20995,0,12,9,9,0,24,3,29
SAL20996,0,0,8,5,3,20,0,14
SAL20997,0,0,0,0,0,0,0,0
SAL20998,0,3,0,3,0,11,3,15
SAL20999,9,64,88,40,23,216,19,236
SAL21000,0,12,22,8,12,45,8,53
SAL21001,66,812,1598,564,407,3437,97,3534
SAL21002,0,30,102,73,71,274,15,294
SAL21003,0,0,0,5,0,11,0,11
SAL21004,152,1011,1207,413,170,2957,118,3076
SAL21005,0,21,52,35,36,142,10,158
SAL21006,0,9,22,17,10,63,5,71
SAL21007,0,6,4,6,4,20,0,20
SAL21008,0,5,15,12,8,43,4,46
SAL21009,384,1215,502,86,36,2218,109,2319
SAL21010,556,4006,3818,993,469,9841,332,10173
SAL21011,0,3,19,13,7,32,3,37
SAL21012,0,0,4,0,0,9,0,8
SAL21013,808,5148,5900,1794,734,14394,545,14936
SAL21014,0,0,0,0,0,0,0,0
SAL21015,0,6,4,0,0,13,4,14
SAL21016,0,8,6,5,3,19,3,20
SAL21017,0,0,0,3,0,8,0,8
SAL21018,0,3,30,21,13,69,10,82
SAL21019,3,0,0,6,0,18,0,13
SAL21020,0,21,69,27,27,148,26,174
SAL21021,0,0,8,3,6,18,0,14
SAL21022,0,0,0,0,0,8,0,8
SAL21023,0,0,0,0,0,0,0,0
SAL21024,0,5,14,9,12,41,6,45
SAL21025,4,69,149,93,66,376,17,397
SAL21026,0,11,28,14,21,82,5,84
SAL21027,0,11,22,8,11,52,0,58
SAL21028,0,0,0,0,0,3,0,8
SAL21029,0,7,9,0,10,28,0,28
SAL21030,0,3,5,3,0,11,0,11
SAL21031,0,3,5,4,0,10,0,10
SAL21032,0,4,3,4,12,29,0,27
SAL21033,0,0,0,0,0,6,0,6
SAL21034,0,0,3,0,6,12,0,13
SAL21035,0,0,5,0,0,3,0,3
SAL21036,0,0,3,0,4,5,0,5
SAL21037,0,3,9,0,0,10,0,10
SAL21038,3,52,82,28,17,177,14,189
SAL21039,0,24,30,29,22,112,12,120
SAL21040,0,4,6,4,5,15,3,25
SAL21041,0,15,19,5,12,54,11,61
SAL21042,0,3,7,3,8,23,3,24
SAL21043,0,10,21,8,9,41,7,50
SAL21044,0,0,0,3,0,11,0,14
SAL21045,0,77,170,74,56,372,32,407
SAL21046,0,5,12,12,4,35,0,31
SAL21047,916,3877,2743,644,357,8533,617,9148
SAL21048,0,37,35,19,12,109,16,121
SAL21049,0,9,4,0,0,13,0,11
SAL21050,0,4,41,22,17,93,8,101
SAL21051,0,9,21,13,4,44,4,47
SAL21052,0,3,5,3,0,10,4,15
SAL21053,0,5,23,7,4,43,6,45
SAL21054,7,88,67,19,12,199,16,212
SAL21055,0,18,25,23,16,83,0,89
SAL21056,95,470,312,88,40,1004,64,1062
SAL21057,0,18,13,8,9,44,4,51
SAL21058,230,1463,1394,440,193,3721,174,3894
SAL21059,0,13,34,18,13,79,14,94
SAL21060,0,3,0,5,0,17,3,15
SAL21061,0,0,0,0,0,3,0,3
SAL21062,0,5,9,3,3,20,3,22
SAL21063,0,8,12,6,11,35,0,32
SAL21064,0,9,21,14,11,50,10,60
SAL21065,0,7,7,4,3,25,0,23
SAL21066,0,12,14,18,10,58,5,57
SAL21067,0,8,8,5,8,24,4,31
SAL21068,0,20,37,22,19,96,11,111
SAL21069,0,55,105,40,46,254,24,271
SAL21070,0,0,0,5,0,9,0,4
SAL21071,0,13,29,26,12,81,0,80
SAL21072,0,12,32,19,17,90,3,88
SAL21073,6,100,207,112,55,483,25,505
SAL21074,3,30,41,28,19,121,12,136
SAL21075,7,47,42,17,14,125,9,134
SAL21076,0,0,3,3,5,14,0,14
SAL21077,0,44,49,19,16,139,23,162
SAL21078,0,6,19,13,6,39,0,42
SAL21079,34,332,453,157,81,1056,32,1083
SAL21080,0,0,0,0,0,9,0,3
SAL21081,0,0,3,0,0,8,0,9
SAL21082,0,0,3,7,0,8,3,15
SAL21083,0,4,8,4,9,18,0,18
SAL21084,3,32,90,60,49,228,14,244
SAL21085,0,0,0,0,0,0,0,0
SAL21086,0,0,0,0,0,0,0,0
SAL21087,0,7,5,9,10,33,0,38
SAL21088,0,17,36,26,15,91,4,94
SAL21089,15,198,188,63,42,504,46,555
SAL21090,0,11,12,10,7,37,0,40
SAL21091,0,5,3,6,7,18,3,19
SAL21092,0,26,47,35,26,136,6,138
SAL21093,0,0,0,0,0,0,0,0
SAL21094,0,9,13,7,5,29,3,34
SAL21095,0,0,3,0,0,0,0,0
SAL21096,0,0,0,0,5,3,0,3
SAL21097,0,0,0,0,0,0,0,0
SAL21098,5,52,70,29,24,181,16,197
SAL21099,0,0,3,0,4,5,0,9
SAL21100,0,11,5,5,4,32,9,41
SAL21101,0,25,93,36,39,202,8,210
SAL21102,0,7,9,7,5,22,0,23
SAL21103,0,9,6,4,4,16,0,21
SAL21104,319,2526,3425,929,517,7718,205,7919
SAL21105,99,1204,2868,1221,889,6281,233,6514
SAL21106,0,9,8,6,7,23,0,22
SAL21107,0,4,14,11,7,38,0,38
SAL21108,0,8,8,7,6,36,3,37
SAL21109,0,14,16,12,15,45,0,46
SAL21110,0,13,27,14,10,66,10,71
SAL21111,0,0,0,0,0,5,0,5
SAL21112,0,0,3,4,4,17,0,17
SAL21113,0,0,4,5,8,23,0,20
SAL21114,307,2162,2233,708,375,5791,196,5982
SAL21115,0,39,105,75,92,309,16,325
SAL21116,0,47,62,17,9,138,10,144
SAL21117,6,60,84,40,33,225,23,249
SAL21118,0,14,32,13,15,75,11,79
SAL21119,0,0,0,0,0,0,0,0
SAL21120,0,0,0,0,0,3,4,7
SAL21121,0,10,41,31,33,119,6,124
SAL21122,0,4,5,4,10,19,3,28
SAL21123,0,72,163,93,103,436,19,454
SAL21124,196,959,826,210,138,2333,151,2481
SAL21125,160,1207,1336,508,290,3493,235,3732
SAL21126,0,10,19,3,9,48,0,48
SAL21127,9,114,75,17,14,222,17,236
SAL21128,6,19,26,13,14,69,7,76
SAL21129,286,1624,1545,556,326,4334,206,4536
SAL21130,139,1014,1075,264,153,2648,91,2741
SAL21131,281,1847,2024,558,243,4954,180,5135
SAL21132,200,857,726,175,74,2043,113,2155
SAL21133,345,2395,3172,1236,642,7789,558,8345
SAL21134,0,11,27,16,6,58,4,62
SAL21135,0,4,8,8,3,34,4,33
SAL21136,0,9,5,4,4,22,4,22
SAL21137,11,105,166,68,44,388,28,414
SAL21138,0,20,45,24,16,110,12,124
SAL21139,0,32,125,65,79,295,18,307
SAL21140,91,1151,1676,525,287,3733,288,4019
SAL21141,0,11,16,5,4,33,0,35
SAL21142,4,44,69,29,21,165,38,205
SAL21143,0,18,39,9,15,78,15,85
SAL21144,0,3,21,13,18,57,7,62
SAL21145,277,1760,1432,427,233,4128,305,4432
SAL21146,0,12,4,0,0,21,5,21
SAL21147,0,4,14,7,3,28,4,29
SAL21148,6,62,200,126,101,490,22,515
SAL21149,0,0,4,5,4,11,0,11
SAL21150,3,19,48,21,20,115,8,124
SAL21151,0,0,0,0,0,3,0,3
SAL21152,1395,4924,2564,573,251,9704,458,10162
SAL21153,688,3059,1897,403,214,6254,228,6484
SAL21154,0,0,10,7,4,21,4,25
SAL21155,0,11,27,21,13,72,7,81
SAL21156,4,62,205,109,141,526,20,545
SAL21157,0,12,47,17,21,103,4,103
SAL21158,103,975,1111,405,299,2896,151,3051
SAL21159,0,13,24,18,17,64,6,70
SAL21160,41,459,469,171,105,1242,160,1402
SAL21161,4,47,123,62,36,265,20,284
SAL21162,0,5,6,0,0,8,4,9
SAL21163,33,302,470,112,47,963,36,996
SAL21164,0,15,33,24,9,84,7,93
SAL21165,114,1168,1593,447,226,3548,92,3643
SAL21166,0,10,21,5,12,51,4,51
SAL21167,276,1461,978,187,86,2989,111,3095
SAL21168,241,1190,1013,205,86,2737,147,2882
SAL21169,323,903,639,134,61,2054,179,2233
SAL21170,0,5,10,6,5,29,0,31
